Column2	Column3
2018-10-23T18:04:16.671Z	29.280443
2018-10-23T18:04:17.101Z	28.887433
2018-10-23T18:04:17.396Z	28.557099
2018-10-23T18:04:17.403Z	28.551031
2018-10-23T18:04:17.498Z	30.452125
2018-10-23T18:04:17.597Z	30.34928
2018-10-23T18:04:17.640Z	30.332212
2018-10-23T18:04:17.869Z	30.082056
2018-10-23T18:04:18.368Z	29.588603
2018-10-23T18:04:18.720Z	29.229339
2018-10-23T18:04:18.998Z	28.949312
2018-10-23T18:04:19.182Z	28.807856
2018-10-23T18:04:19.512Z	28.678472
2018-10-23T18:04:19.570Z	30.375632
2018-10-23T18:04:19.702Z	30.243572
2018-10-23T18:04:20.024Z	30.020207
2018-10-23T18:04:20.242Z	29.827602
2018-10-23T18:04:20.421Z	29.544038
2018-10-23T18:04:20.603Z	31.349149
2018-10-23T18:04:20.749Z	31.202826
2018-10-23T18:04:20.865Z	31.088834
2018-10-23T18:04:21.246Z	30.728327
2018-10-23T18:04:21.449Z	30.498276
2018-10-23T18:04:21.614Z	30.339353
2018-10-23T18:04:21.887Z	30.404652
2018-10-23T18:04:21.949Z	31.996293
2018-10-23T18:04:22.146Z	31.799522
2018-10-23T18:04:22.371Z	31.589056
2018-10-23T18:04:22.994Z	31.058208
2018-10-23T18:04:23.187Z	30.777066
2018-10-23T18:04:23.702Z	30.280526
2018-10-23T18:04:23.911Z	30.035372
2018-10-23T18:04:24.114Z	29.838073
2018-10-23T18:04:24.260Z	31.699186
2018-10-23T18:04:24.320Z	31.626571
2018-10-23T18:04:24.616Z	31.333642
2018-10-23T18:04:25.110Z	30.838795
2018-10-23T18:04:25.617Z	30.339027
2018-10-23T18:04:25.865Z	30.085892
2018-10-23T18:04:26.362Z	29.589318
2018-10-23T18:04:26.550Z	31.396201
2018-10-23T18:04:26.660Z	31.331605
2018-10-23T18:04:26.748Z	31.215686
2018-10-23T18:04:27.134Z	30.842977
2018-10-23T18:04:27.414Z	30.578083
2018-10-23T18:04:27.484Z	32.460822
2018-10-23T18:04:27.746Z	32.199022
2018-10-23T18:04:27.859Z	32.089366
2018-10-23T18:04:28.113Z	31.837346
2018-10-23T18:04:28.956Z	31.031217
2018-10-23T18:04:29.124Z	30.837233
2018-10-23T18:04:29.224Z	30.721726
2018-10-23T18:04:29.391Z	30.55751
2018-10-23T18:04:29.672Z	32.274878
2018-10-23T18:04:29.845Z	32.097981
2018-10-23T18:04:29.859Z	32.087012
2018-10-23T18:04:30.110Z	31.836661
2018-10-23T18:04:30.360Z	31.586244
2018-10-23T18:04:30.863Z	31.087457
2018-10-23T18:04:31.244Z	30.713613
2018-10-23T18:04:31.607Z	30.342094
2018-10-23T18:04:31.629Z	30.320249
2018-10-23T18:04:31.798Z	32.145331
2018-10-23T18:04:31.954Z	31.990673
2018-10-23T18:04:32.115Z	31.837942
2018-10-23T18:04:32.613Z	31.336781
2018-10-23T18:04:32.865Z	31.085072
2018-10-23T18:04:33.361Z	30.587751
2018-10-23T18:04:33.747Z	30.201518
2018-10-23T18:04:34.037Z	29.91677
2018-10-23T18:04:34.052Z	29.891821
2018-10-23T18:04:34.371Z	29.580269
2018-10-23T18:04:34.461Z	29.490929
2018-10-23T18:04:34.714Z	31.239176
2018-10-23T18:04:34.769Z	31.183016
2018-10-23T18:04:34.864Z	31.087952
2018-10-23T18:04:35.120Z	30.837394
2018-10-23T18:04:35.608Z	30.341203
2018-10-23T18:04:36.140Z	29.812415
2018-10-23T18:04:36.529Z	29.58632
2018-10-23T18:04:36.688Z	31.268345
2018-10-23T18:04:36.723Z	31.247558
2018-10-23T18:04:36.844Z	31.103026
2018-10-23T18:04:37.111Z	30.848457
2018-10-23T18:04:37.615Z	32.335453
2018-10-23T18:04:37.673Z	32.273834
2018-10-23T18:04:37.894Z	32.049367
2018-10-23T18:04:38.111Z	31.838405
2018-10-23T18:04:38.364Z	31.585636
2018-10-23T18:04:38.647Z	31.300786
2018-10-23T18:04:38.957Z	30.996142
2018-10-23T18:04:39.149Z	30.838542
2018-10-23T18:04:39.392Z	30.587448
2018-10-23T18:04:39.690Z	31.258306
2018-10-23T18:04:39.734Z	31.501707
2018-10-23T18:04:39.824Z	32.146469
2018-10-23T18:04:39.998Z	31.947088
2018-10-23T18:04:40.109Z	31.838253
2018-10-23T18:04:40.359Z	31.588217
2018-10-23T18:04:40.858Z	31.087829
2018-10-23T18:04:41.130Z	30.819635
2018-10-23T18:04:41.394Z	30.549533
2018-10-23T18:04:41.574Z	32.367916
2018-10-23T18:04:41.621Z	32.336928
2018-10-23T18:04:41.744Z	32.198498
2018-10-23T18:04:41.863Z	32.085734
2018-10-23T18:04:42.376Z	31.583924
2018-10-23T18:04:42.860Z	31.085817
2018-10-23T18:04:43.359Z	30.582694
2018-10-23T18:04:43.834Z	30.256024
2018-10-23T18:04:43.902Z	30.051895
2018-10-23T18:04:44.145Z	29.797556
2018-10-23T18:04:44.245Z	29.698014
2018-10-23T18:04:44.307Z	31.629266
2018-10-23T18:04:44.544Z	31.394845
2018-10-23T18:04:44.608Z	31.334713
2018-10-23T18:04:44.883Z	31.083098
2018-10-23T18:04:45.366Z	30.586284
