Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.571	1.143	1.419	0.000	0.000	2.857
    1 --     2	3.047	2.961	3.677	0.000	2.000	8.400
    2 --     3	6.215	3.386	4.204	1.500	7.333	11.296
    3 --     4	9.061	3.970	4.929	2.556	11.063	13.400
    4 --     5	10.149	3.131	3.888	4.000	11.510	12.456
    5 --     6	10.271	2.956	3.670	5.236	10.918	14.262
    6 --     7	10.667	2.257	2.802	7.292	11.166	13.648
    7 --     8	11.966	2.610	3.241	8.854	11.132	15.575
    8 --     9	12.623	3.226	4.006	8.995	10.625	17.081
    9 --    10	13.042	2.539	3.153	10.528	11.472	17.024
   10 --    11	12.807	2.065	2.563	10.220	13.601	15.720
   11 --    12	13.479	1.975	2.452	10.568	14.855	15.352
   12 --    13	13.889	2.313	2.872	9.733	14.261	16.081
   13 --    14	14.661	1.423	1.767	12.025	14.815	16.183
   14 --    15	14.797	0.988	1.227	13.266	14.686	15.942
   15 --    16	13.971	0.966	1.200	12.558	13.916	15.184
   16 --    17	12.879	1.411	1.752	11.218	12.371	15.050
   17 --    18	12.522	1.358	1.686	10.839	12.745	14.694
   18 --    19	12.443	1.654	2.054	9.501	13.192	14.186
   19 --    20	12.621	1.899	2.358	9.915	12.104	15.392
   20 --    21	12.629	1.401	1.740	11.224	12.032	15.127
   21 --    22	13.148	1.947	2.417	11.278	12.438	16.377
   22 --    23	13.275	1.178	1.463	12.109	12.768	15.261
   23 --    24	14.307	0.401	0.498	13.794	14.320	14.904
   24 --    25	14.139	1.484	1.842	12.793	13.704	16.838
   25 --    26	14.088	2.587	3.212	11.752	12.848	18.922
   26 --    27	13.864	2.999	3.723	10.660	13.299	19.171
   27 --    28	14.248	3.621	4.496	10.704	12.233	20.638
   28 --    29	14.659	4.064	5.046	9.837	14.562	21.022
   29 --    30	13.966	4.235	5.258	8.954	13.290	20.106
   30 --    31	13.440	4.314	5.356	7.855	12.472	19.325
   31 --    32	14.445	4.971	6.172	8.296	13.614	20.455
   32 --    33	15.414	4.663	5.790	9.178	16.379	21.221
   33 --    34	16.850	3.667	4.553	11.231	17.563	20.829
   34 --    35	17.233	3.928	4.877	11.801	16.583	23.364
   35 --    36	16.393	3.707	4.603	10.740	15.601	21.974
   36 --    37	16.568	4.741	5.887	10.473	15.276	24.929
   37 --    38	16.782	5.035	6.251	11.713	15.626	26.334
   38 --    39	16.964	4.469	5.549	11.704	15.848	25.265
   39 --    40	18.496	4.400	5.463	13.251	16.199	24.266
   40 --    41	18.886	4.286	5.322	14.138	17.247	24.820
   41 --    42	19.253	3.887	4.826	14.656	18.102	25.193
   42 --    43	19.191	3.895	4.837	14.180	18.139	25.402
   43 --    44	18.557	3.791	4.707	13.175	18.401	24.523
   44 --    45	18.578	4.162	5.168	13.682	17.812	25.870
   45 --    46	19.102	3.899	4.841	14.578	17.930	26.349
   46 --    47	18.925	3.605	4.477	14.100	18.453	25.309
   47 --    48	18.742	3.106	3.857	14.918	17.886	24.313
   48 --    49	18.859	2.960	3.675	16.554	17.862	24.540
   49 --    50	18.744	2.898	3.598	15.752	17.702	24.260
   50 --    51	19.426	2.593	3.220	16.324	18.933	24.145
   51 --    52	19.788	2.882	3.578	17.826	18.134	25.374
   52 --    53	20.122	3.217	3.995	17.869	18.782	26.519
   53 --    54	20.745	3.905	4.849	17.362	18.330	27.320
   54 --    55	20.622	4.269	5.300	15.646	20.378	27.490
   55 --    56	20.040	4.407	5.472	14.972	20.002	27.204
   56 --    57	19.429	4.646	5.769	14.104	19.006	26.865
   57 --    58	19.560	5.190	6.445	13.071	18.595	27.647
   58 --    59	20.897	5.746	7.135	12.045	21.668	28.893
   59 --    60	21.334	5.604	6.958	11.203	23.145	27.723
   60 --    61	21.083	5.755	7.146	10.777	22.808	26.647
   61 --    62	20.905	5.810	7.214	10.761	23.438	26.278
   62 --    63	21.348	6.854	8.510	10.264	23.771	30.258
