Interval	Avg	Std	CI=0.95	Min	Median	Max
  256 --   257	25.054	2.515	3.123	23.438	23.885	30.064
  257 --   258	24.732	2.729	3.388	22.554	23.229	29.950
  258 --   259	24.294	2.933	3.642	21.895	23.565	29.862
  259 --   260	23.917	2.664	3.307	21.581	23.123	29.011
  260 --   261	24.259	2.770	3.439	22.235	23.123	29.740
  261 --   262	24.620	2.924	3.631	21.255	23.533	29.982
  262 --   263	25.113	3.503	4.350	20.409	25.151	30.939
  263 --   264	25.367	4.417	5.484	19.489	25.708	32.162
  264 --   265	24.678	4.709	5.847	18.290	25.230	31.945
  265 --   266	24.131	5.035	6.252	17.122	25.330	31.088
  266 --   267	23.269	5.030	6.245	16.207	24.531	30.101
  267 --   268	22.523	4.759	5.909	16.089	23.744	29.017
  268 --   269	23.185	4.583	5.691	17.388	24.719	30.151
  269 --   270	23.102	4.094	5.084	18.312	23.915	28.932
  270 --   271	23.382	3.623	4.499	18.696	24.860	28.120
  271 --   272	23.834	4.026	4.999	18.461	24.978	28.350
  272 --   273	24.550	3.603	4.473	18.751	25.529	29.108
  273 --   274	25.154	4.290	5.326	18.720	26.580	31.113
  274 --   275	24.538	4.192	5.205	18.348	25.741	30.358
  275 --   276	24.624	4.641	5.763	18.597	24.739	32.302
  276 --   277	24.369	4.103	5.094	19.812	23.900	31.401
  277 --   278	24.454	3.989	4.953	20.216	24.495	31.311
  278 --   279	24.597	3.894	4.835	20.874	23.889	31.391
  279 --   280	24.773	3.289	4.084	20.903	23.062	30.042
  280 --   281	24.639	3.635	4.513	21.072	23.026	30.958
  281 --   282	24.254	3.927	4.877	20.360	22.628	30.526
  282 --   283	23.532	3.697	4.590	19.384	22.628	29.316
  283 --   284	23.601	4.215	5.234	18.733	23.920	30.525
  284 --   285	24.102	4.191	5.203	19.200	24.647	30.819
  285 --   286	24.762	4.479	5.562	19.076	26.059	31.541
  286 --   287	24.454	3.878	4.816	19.719	25.681	30.331
  287 --   288	24.826	2.646	3.285	21.892	24.781	29.170
  288 --   289	24.584	3.541	4.397	20.490	25.571	30.193
  289 --   290	24.689	4.308	5.350	19.609	24.575	29.860
  290 --   291	25.020	3.875	4.811	21.045	23.593	30.418
  291 --   292	24.921	3.953	4.909	21.053	22.656	31.183
  292 --   293	24.753	4.192	5.205	21.187	21.973	31.985
  293 --   294	24.891	3.490	4.333	21.817	23.524	31.311
  294 --   295	25.367	3.138	3.896	20.774	24.513	30.267
  295 --   296	25.907	2.855	3.545	23.765	24.435	31.485
  296 --   297	26.234	2.206	2.739	24.547	24.766	30.277
  297 --   298	25.973	2.662	3.305	23.673	24.533	30.777
  298 --   299	26.298	3.408	4.231	22.840	24.701	31.976
  299 --   300	26.014	3.340	4.148	22.385	25.469	31.135
  300 --   301	25.606	3.786	4.702	21.280	24.419	32.024
  301 --   302	25.246	3.910	4.856	20.453	23.534	31.562
  302 --   303	25.778	3.366	4.179	22.642	23.777	31.692
  303 --   304	26.743	2.495	3.098	23.884	26.061	31.387
  304 --   305	26.517	2.263	2.810	23.135	26.420	30.273
  305 --   306	26.926	3.174	3.941	22.055	26.783	31.041
  306 --   307	27.449	4.113	5.106	22.541	26.449	33.903
  307 --   308	27.347	3.988	4.951	23.429	25.198	32.919
  308 --   309	27.779	3.347	4.156	23.740	26.345	32.091
  309 --   310	27.967	3.178	3.945	22.995	27.248	31.981
  310 --   311	27.956	3.794	4.711	21.809	27.468	32.378
  311 --   312	27.271	4.017	4.988	20.868	26.583	31.730
  312 --   313	26.836	4.113	5.107	20.122	26.103	31.608
  313 --   314	26.113	4.341	5.391	18.812	25.521	31.221
  314 --   315	25.853	4.410	5.476	17.861	27.507	30.435
