Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.577	0.885	1.099	0.000	0.000	2.286
    1 --     2	3.776	2.234	2.773	1.354	2.857	7.333
    2 --     3	7.083	3.056	3.795	2.000	8.667	10.000
    3 --     4	9.642	3.095	3.843	3.958	10.000	12.871
    4 --     5	10.747	2.785	3.458	5.427	11.589	13.072
    5 --     6	10.979	1.000	1.242	9.569	10.731	12.492
    6 --     7	10.829	1.498	1.860	8.786	10.614	13.295
    7 --     8	10.994	0.866	1.075	9.995	10.721	12.099
    8 --     9	12.766	2.182	2.710	10.319	12.705	16.698
    9 --    10	13.829	2.855	3.545	10.532	12.616	18.383
   10 --    11	13.827	2.376	2.951	10.836	13.699	17.487
   11 --    12	13.841	1.762	2.188	11.267	14.089	16.641
   12 --    13	13.246	1.285	1.595	11.824	12.744	15.614
   13 --    14	13.833	1.549	1.924	12.174	13.419	16.779
   14 --    15	14.119	1.672	2.076	11.594	14.806	16.185
   15 --    16	13.821	1.846	2.292	11.618	13.884	16.809
   16 --    17	14.140	1.760	2.186	11.294	13.945	16.544
   17 --    18	14.957	2.313	2.872	12.667	14.995	19.022
   18 --    19	15.252	3.364	4.177	10.830	13.936	19.715
   19 --    20	14.872	3.189	3.960	10.706	14.586	18.818
   20 --    21	15.004	2.020	2.508	12.973	13.643	17.814
   21 --    22	14.764	1.855	2.304	12.443	14.230	16.945
   22 --    23	14.344	1.914	2.377	12.416	13.169	17.358
   23 --    24	13.524	2.086	2.590	11.341	12.317	16.837
   24 --    25	12.751	2.463	3.058	10.386	11.361	16.994
   25 --    26	12.591	3.145	3.905	9.908	11.522	18.530
   26 --    27	12.237	2.991	3.714	9.093	11.809	17.841
   27 --    28	12.343	2.846	3.534	8.256	12.458	16.834
   28 --    29	12.192	3.007	3.733	7.363	11.766	15.740
   29 --    30	12.118	3.060	3.799	6.784	11.817	15.440
   30 --    31	12.360	2.662	3.305	7.934	12.324	16.049
   31 --    32	13.741	2.647	3.287	10.812	13.907	18.092
   32 --    33	14.580	3.030	3.762	10.340	14.982	19.257
   33 --    34	15.771	3.642	4.522	10.600	16.982	19.970
   34 --    35	16.114	4.768	5.921	9.924	16.699	22.304
   35 --    36	15.639	4.601	5.713	9.770	16.066	22.217
   36 --    37	16.120	4.867	6.043	9.019	14.990	22.862
   37 --    38	16.588	4.987	6.192	8.907	15.688	22.512
   38 --    39	16.906	5.351	6.644	9.068	15.113	23.642
   39 --    40	16.838	5.561	6.905	9.193	14.703	24.619
   40 --    41	17.020	4.588	5.696	11.423	16.543	23.715
   41 --    42	17.689	4.518	5.610	12.032	18.284	24.758
   42 --    43	18.885	5.545	6.885	11.070	19.513	27.805
   43 --    44	19.051	5.997	7.446	10.729	18.885	29.264
   44 --    45	19.577	6.423	7.975	11.142	17.619	30.550
   45 --    46	19.425	7.027	8.725	10.173	16.753	30.979
   46 --    47	18.732	7.076	8.786	9.084	16.838	30.158
   47 --    48	19.148	6.806	8.450	9.791	17.509	30.621
   48 --    49	19.862	5.794	7.195	12.406	18.950	30.173
   49 --    50	20.184	5.919	7.349	11.464	19.853	30.077
   50 --    51	20.350	6.842	8.496	10.319	19.588	31.784
   51 --    52	20.209	6.560	8.146	10.507	19.490	31.081
   52 --    53	20.580	6.677	8.290	11.001	20.018	31.756
   53 --    54	20.571	6.551	8.134	11.292	21.490	31.260
   54 --    55	20.859	6.534	8.113	12.018	20.753	32.051
   55 --    56	21.673	6.202	7.700	12.456	22.292	31.609
