Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	403.392	51.447	63.880	353.920	369.600	468.480
    1 --     2	437.312	78.252	97.162	309.760	433.600	552.640
    2 --     3	323.328	121.513	150.878	181.120	307.840	510.080
    3 --     4	373.824	70.153	87.106	290.560	340.800	482.560
    4 --     5	435.008	101.783	126.380	314.240	379.200	572.480
    5 --     6	416.000	125.717	156.098	240.000	390.080	625.920
    6 --     7	433.408	79.874	99.176	281.280	460.480	513.600
    7 --     8	394.048	66.965	83.148	316.800	393.600	511.360
    8 --     9	366.784	66.242	82.250	258.240	352.960	449.280
    9 --    10	446.080	119.422	148.282	279.040	449.600	628.800
   10 --    11	386.624	68.151	84.621	290.560	383.040	469.760
   11 --    12	382.528	80.372	99.795	278.080	388.160	503.040
   12 --    13	446.400	190.899	237.033	225.280	380.160	755.200
   13 --    14	430.144	127.461	158.264	320.320	372.480	670.400
   14 --    15	450.880	84.981	105.518	321.920	508.160	531.840
   15 --    16	532.224	160.080	198.766	275.200	525.120	765.760
   16 --    17	523.136	109.826	136.367	354.240	568.320	666.240
   17 --    18	456.256	89.280	110.856	333.440	420.480	590.080
   18 --    19	528.192	181.781	225.712	288.640	518.720	836.160
   19 --    20	388.224	73.209	90.901	245.440	414.720	450.880
   20 --    21	498.752	122.599	152.227	344.320	464.000	649.280
   21 --    22	476.736	55.492	68.903	384.640	472.960	557.440
   22 --    23	414.976	125.536	155.873	257.280	398.400	610.880
   23 --    24	407.040	132.496	164.515	273.920	349.120	636.800
   24 --    25	581.632	215.488	267.563	359.360	439.360	905.920
   25 --    26	501.440	120.694	149.861	316.480	483.520	688.320
   26 --    27	437.760	82.558	102.509	364.160	406.400	590.080
   27 --    28	505.152	129.138	160.346	311.680	578.240	650.880
   28 --    29	488.128	112.989	140.294	294.400	554.560	597.440
   29 --    30	447.680	142.337	176.735	276.480	409.280	674.880
   30 --    31	523.392	261.420	324.596	305.920	370.880	977.280
   31 --    32	424.128	110.777	137.547	232.960	472.640	545.280
   32 --    33	428.608	113.271	140.644	280.640	410.240	610.560
   33 --    34	425.088	94.954	117.901	285.120	452.800	538.560
   34 --    35	419.392	65.151	80.896	343.360	404.480	540.480
   35 --    36	343.744	62.322	77.383	278.720	305.600	444.160
   36 --    37	451.392	178.735	221.929	256.320	378.560	771.200
   37 --    38	434.368	89.143	110.686	295.680	486.720	529.600
   38 --    39	372.288	83.062	103.135	240.320	417.600	465.920
   39 --    40	340.864	119.867	148.835	202.560	353.920	491.840
   40 --    41	414.720	86.499	107.403	305.920	413.760	558.080
   41 --    42	438.784	125.089	155.319	350.080	381.440	686.400
   42 --    43	368.640	110.893	137.692	225.920	368.960	560.640
   43 --    44	413.632	79.742	99.013	288.960	393.920	523.200
   44 --    45	512.000	119.853	148.817	342.400	558.400	661.760
   45 --    46	376.512	160.230	198.952	232.960	272.000	658.880
   46 --    47	323.712	81.595	101.314	205.760	350.720	425.280
   47 --    48	456.640	76.899	95.483	365.440	468.480	564.480
   48 --    49	366.464	131.991	163.888	191.680	320.320	522.560
   49 --    50	352.320	78.533	97.512	208.640	386.560	427.520
   50 --    51	426.432	94.347	117.148	334.080	364.480	577.280
   51 --    52	408.832	121.762	151.187	210.560	388.160	575.040
   52 --    53	361.920	98.371	122.144	209.600	353.600	509.120
   53 --    54	412.864	60.934	75.660	357.760	383.360	515.520
   54 --    55	442.816	145.287	180.397	181.120	518.080	572.800
   55 --    56	365.888	119.184	147.986	222.400	420.800	523.840
   56 --    57	436.544	157.177	195.162	290.240	378.240	733.760
   57 --    58	421.632	41.736	51.823	366.400	430.400	487.360
   58 --    59	362.368	150.737	187.164	196.160	301.120	552.640
   59 --    60	413.696	88.771	110.224	312.960	370.560	565.440
   60 --    61	399.360	96.780	120.168	244.800	469.120	481.600
   61 --    62	386.432	54.308	67.432	325.760	355.840	468.480
   62 --    63	460.480	73.459	91.211	362.880	448.640	579.520
   63 --    64	382.080	85.406	106.046	296.320	365.120	541.440
   64 --    65	444.096	72.466	89.979	348.800	444.160	554.560
   65 --    66	459.968	130.052	161.481	304.320	483.840	637.120
   66 --    67	469.376	27.163	33.727	430.720	481.600	502.400
   67 --    68	430.080	28.764	35.716	393.280	448.320	461.760
   68 --    69	432.576	121.711	151.124	275.840	452.480	594.880
   69 --    70	429.696	22.878	28.407	404.480	434.560	465.280
   70 --    71	449.792	65.196	80.952	345.280	459.520	537.600
   71 --    72	449.664	183.779	228.192	234.880	425.920	688.960
   72 --    73	504.640	89.165	110.713	389.120	494.720	659.520
   73 --    74	428.608	133.948	166.318	295.360	403.840	684.160
   74 --    75	461.248	128.596	159.672	272.000	476.160	637.760
   75 --    76	466.048	80.476	99.924	340.800	496.320	561.280
   76 --    77	401.664	123.435	153.265	241.600	364.480	610.240
   77 --    78	520.192	85.456	106.108	464.320	485.760	689.600
   78 --    79	464.448	107.603	133.607	355.520	440.640	637.760
   79 --    80	457.408	148.011	183.780	288.320	407.680	648.000
   80 --    81	504.192	124.393	154.454	351.360	515.840	673.920
   81 --    82	446.464	107.914	133.993	319.040	463.040	566.720
   82 --    83	446.848	111.131	137.988	311.680	403.520	627.200
   83 --    84	415.040	132.693	164.760	245.440	468.480	552.640
   84 --    85	438.784	42.697	53.016	386.880	423.680	493.760
   85 --    86	417.216	59.710	74.139	326.720	419.200	514.560
   86 --    87	466.368	131.223	162.935	298.240	517.120	604.800
   87 --    88	449.792	132.903	165.020	195.840	480.640	585.280
   88 --    89	492.992	102.029	126.686	334.080	473.920	622.720
   89 --    90	406.592	137.958	171.298	238.080	434.880	592.320
   90 --    91	412.416	55.094	68.409	311.360	427.200	476.800
   91 --    92	449.216	135.600	168.369	278.720	436.800	692.480
   92 --    93	444.928	69.807	86.677	366.720	440.960	548.160
   93 --    94	391.552	87.227	108.306	284.480	386.240	496.320
   94 --    95	516.928	161.967	201.109	403.520	440.000	835.520
   95 --    96	399.680	82.063	101.895	272.960	396.160	509.120
   96 --    97	425.280	25.693	31.903	397.760	425.280	470.400
   97 --    98	500.672	142.479	176.911	353.600	404.800	712.000
   98 --    99	556.928	152.214	188.999	347.200	493.440	775.680
   99 --   100	403.072	64.823	80.489	311.040	391.360	511.040
  100 --   101	485.376	126.933	157.608	334.400	542.720	649.600
  101 --   102	486.784	109.277	135.685	384.640	430.720	678.080
  102 --   103	432.320	34.936	43.379	378.880	424.320	474.560
  103 --   104	484.800	172.064	213.646	252.160	468.480	697.920
  104 --   105	484.608	105.614	131.137	344.960	475.840	670.080
  105 --   106	458.880	65.371	81.168	358.400	464.640	533.440
  106 --   107	491.776	165.871	205.956	230.400	583.040	658.560
  107 --   108	483.328	104.406	129.637	318.400	516.800	620.480
  108 --   109	420.288	53.373	66.271	360.960	416.640	516.480
  109 --   110	437.888	201.267	249.906	264.320	305.600	747.840
  110 --   111	514.432	65.172	80.922	423.360	495.040	598.080
  111 --   112	367.040	89.346	110.937	273.600	309.440	482.240
  112 --   113	478.528	142.078	176.413	341.760	399.360	666.880
  113 --   114	408.064	99.509	123.556	244.800	394.880	546.560
  114 --   115	448.576	165.065	204.956	265.280	477.440	706.560
  115 --   116	503.424	204.867	254.376	240.000	521.280	761.920
  116 --   117	506.624	74.157	92.078	417.600	504.960	610.880
  117 --   118	531.072	55.169	68.501	438.400	553.280	588.480
  118 --   119	454.336	144.451	179.360	268.160	460.800	675.200
  119 --   120	379.200	122.867	152.560	195.200	353.280	565.440
  120 --   121	570.752	214.476	266.307	350.720	521.280	974.080
  121 --   122	451.520	171.212	212.588	227.200	419.520	699.200
  122 --   123	447.168	77.471	96.193	343.680	458.560	573.120
  123 --   124	521.728	159.198	197.670	330.240	477.440	810.240
  124 --   125	507.072	161.509	200.540	272.000	589.120	685.440
  125 --   126	450.496	78.848	97.903	344.320	446.720	540.160
  126 --   127	551.680	159.116	197.568	328.320	497.280	745.920
  127 --   128	501.376	111.904	138.947	367.040	539.200	618.880
  128 --   129	475.072	120.212	149.264	328.320	483.520	682.880
  129 --   130	515.392	116.985	145.256	394.240	501.760	699.840
  130 --   131	525.952	169.718	210.733	411.840	453.120	861.760
  131 --   132	538.496	150.830	187.281	331.200	609.280	731.520
  132 --   133	489.792	181.898	225.856	277.120	416.000	712.320
  133 --   134	441.024	129.331	160.585	286.400	426.240	664.320
  134 --   135	532.416	146.806	182.284	307.520	561.280	743.680
  135 --   136	506.432	146.782	182.254	320.960	568.320	690.560
  136 --   137	432.320	62.879	78.075	336.000	434.240	506.880
  137 --   138	521.280	115.360	143.239	404.160	461.440	704.640
  138 --   139	494.912	125.648	156.013	273.920	497.280	620.160
  139 --   140	438.784	74.316	92.276	325.440	436.800	519.040
  140 --   141	529.536	118.344	146.944	393.920	526.400	672.320
  141 --   142	543.552	187.541	232.863	206.720	611.520	718.720
  142 --   143	455.552	67.590	83.924	372.160	504.320	518.400
  143 --   144	474.688	86.001	106.784	351.040	472.320	615.360
  144 --   145	519.232	110.262	136.908	349.760	515.520	676.480
  145 --   146	452.416	113.256	140.625	285.760	449.600	635.520
  146 --   147	497.088	165.440	205.421	381.760	406.400	820.160
  147 --   148	564.864	140.190	174.069	316.480	593.920	727.360
  148 --   149	412.864	112.362	139.516	266.560	357.440	557.440
  149 --   150	465.600	121.092	150.355	269.120	470.080	624.320
  150 --   151	480.448	75.896	94.237	396.160	456.000	621.120
  151 --   152	524.096	297.225	369.054	328.640	398.080	1115.520
  152 --   153	585.536	298.692	370.875	300.480	519.680	1146.240
  153 --   154	541.696	208.045	258.322	316.480	470.400	902.720
  154 --   155	534.272	267.945	332.698	301.440	452.160	1029.760
  155 --   156	633.792	212.703	264.105	426.880	572.800	1023.360
  156 --   157	603.392	276.113	342.839	427.520	460.480	1152.000
  157 --   158	554.624	297.111	368.912	264.000	415.040	1104.640
  158 --   159	607.936	225.233	279.664	430.080	546.240	1048.640
  159 --   160	592.960	217.155	269.634	437.120	477.760	1018.560
  160 --   161	481.792	295.134	366.458	179.840	403.840	1041.280
  161 --   162	520.576	169.322	210.241	385.920	459.520	844.160
  162 --   163	539.904	158.466	196.761	431.680	448.960	846.720
  163 --   164	554.432	273.947	340.151	226.880	506.240	1055.360
  164 --   165	524.992	216.398	268.694	263.680	541.440	867.840
  165 --   166	609.472	243.583	302.448	335.040	565.120	1053.120
  166 --   167	526.912	267.468	332.105	322.560	435.840	1053.440
  167 --   168	590.912	236.719	293.925	380.480	456.000	1031.040
  168 --   169	538.304	275.579	342.176	304.640	474.240	1073.280
  169 --   170	402.752	136.863	169.938	248.960	381.120	646.720
  170 --   171	522.688	104.524	129.784	385.920	517.760	688.960
  171 --   172	504.896	84.361	104.749	452.160	467.200	672.320
  172 --   173	376.960	104.827	130.160	202.880	366.720	495.040
  173 --   174	477.056	110.412	137.095	367.040	424.000	684.480
  174 --   175	549.568	146.654	182.095	405.120	485.760	734.080
  175 --   176	487.488	106.801	132.611	370.880	475.200	681.280
  176 --   177	467.584	149.065	185.088	245.440	420.160	663.040
  177 --   178	467.136	104.192	129.371	286.720	473.600	601.600
  178 --   179	392.384	88.013	109.282	250.560	383.040	514.240
  179 --   180	480.704	126.046	156.507	374.080	421.120	712.640
  180 --   181	500.160	100.539	124.836	344.320	557.760	610.880
  181 --   182	466.496	67.309	83.575	397.760	428.480	566.720
  182 --   183	517.184	127.116	157.836	390.400	440.640	711.040
  183 --   184	418.688	57.852	71.832	340.480	424.000	493.120
  184 --   185	519.680	261.989	325.302	226.880	515.200	994.240
  185 --   186	550.400	285.775	354.837	232.960	457.600	1076.480
  186 --   187	549.760	249.071	309.262	350.400	472.000	1032.640
  187 --   188	567.168	345.225	428.654	226.880	464.640	1197.760
  188 --   189	631.488	247.068	306.775	390.720	563.200	1103.680
  189 --   190	501.888	239.279	297.104	286.400	389.760	957.440
  190 --   191	585.280	175.663	218.114	359.680	510.720	857.920
  191 --   192	566.080	145.908	181.169	389.440	524.800	773.760
  192 --   193	476.288	166.861	207.186	324.480	449.600	791.360
  193 --   194	604.288	241.086	299.348	232.960	562.880	970.240
  194 --   195	539.136	82.704	102.690	482.240	504.960	702.720
  195 --   196	501.952	213.553	265.162	321.920	428.480	921.280
  196 --   197	559.424	207.869	258.103	425.280	470.080	973.760
  197 --   198	538.368	235.721	292.687	341.120	459.520	1001.280
  198 --   199	562.304	248.043	307.986	380.160	458.240	1047.040
  199 --   200	627.392	238.530	296.174	318.720	628.800	1033.600
  200 --   201	537.088	159.072	197.514	323.520	566.080	709.760
  201 --   202	420.800	269.650	334.814	249.280	297.600	956.480
  202 --   203	517.184	234.193	290.789	212.800	481.920	933.760
  203 --   204	469.056	128.539	159.602	300.800	422.080	624.960
  204 --   205	468.736	97.614	121.204	335.360	434.240	626.560
  205 --   206	513.280	133.339	165.562	329.600	515.520	675.520
  206 --   207	491.520	135.687	168.478	311.040	505.280	687.360
  207 --   208	446.016	175.319	217.687	225.600	414.720	765.120
