Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.314	0.479	0.595	0.000	0.000	1.236
    1 --     2	2.651	1.421	1.764	1.417	1.963	5.200
    2 --     3	3.825	2.322	2.883	1.958	2.944	8.222
    3 --     4	5.926	2.917	3.622	2.833	4.907	11.156
    4 --     5	8.808	3.771	4.682	4.000	7.000	13.495
    5 --     6	11.178	4.790	5.947	4.667	12.242	18.853
    6 --     7	12.169	4.680	5.811	5.708	11.197	20.188
    7 --     8	12.753	4.832	6.000	6.000	11.654	21.005
    8 --     9	12.739	3.918	4.865	7.778	12.488	19.657
    9 --    10	13.813	2.803	3.481	11.162	13.692	18.924
   10 --    11	14.601	2.544	3.158	10.785	16.140	17.482
   11 --    12	15.368	3.623	4.499	9.412	17.058	19.468
   12 --    13	15.829	3.424	4.251	9.475	16.859	19.314
   13 --    14	15.526	3.650	4.533	9.513	14.997	20.430
   14 --    15	14.547	3.677	4.566	8.657	13.749	19.358
   15 --    16	14.532	3.591	4.458	9.269	13.785	19.419
   16 --    17	14.695	2.858	3.549	10.645	14.100	18.599
   17 --    18	14.854	3.118	3.872	9.471	16.388	17.838
   18 --    19	14.389	3.204	3.978	8.725	16.290	17.284
   19 --    20	14.107	2.702	3.354	9.451	15.157	16.800
   20 --    21	14.133	2.031	2.522	10.857	14.379	16.894
   21 --    22	13.538	2.104	2.612	10.088	13.633	16.608
   22 --    23	13.186	2.373	2.946	9.124	13.220	16.351
   23 --    24	13.429	2.587	3.212	10.057	12.442	17.583
   24 --    25	13.822	2.475	3.074	11.218	12.631	17.920
   25 --    26	15.172	3.672	4.560	11.518	14.250	21.210
   26 --    27	15.181	3.143	3.902	11.314	14.425	20.575
   27 --    28	15.331	3.538	4.393	10.803	15.457	19.828
   28 --    29	16.038	2.406	2.988	12.825	15.583	19.059
   29 --    30	16.607	2.402	2.982	13.563	15.409	19.771
   30 --    31	16.964	2.859	3.550	13.648	16.513	20.592
   31 --    32	17.734	2.517	3.125	14.184	17.595	21.236
   32 --    33	18.034	1.933	2.400	14.658	18.303	20.679
   33 --    34	18.102	1.417	1.759	16.071	17.740	20.040
   34 --    35	18.687	1.776	2.206	16.887	18.189	21.932
   35 --    36	19.762	2.455	3.048	17.539	18.739	23.983
   36 --    37	20.134	2.537	3.150	17.368	19.142	24.476
   37 --    38	21.194	2.374	2.948	17.364	21.730	24.059
   38 --    39	21.263	2.423	3.009	17.225	22.214	24.053
   39 --    40	20.999	2.042	2.535	18.507	21.550	23.952
   40 --    41	21.225	1.988	2.469	18.041	21.456	24.092
