Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.228	0.456	0.566	0.000	0.000	1.139
    1 --     2	3.463	1.577	1.958	1.778	3.548	5.969
    2 --     3	9.066	2.842	3.529	4.451	10.511	12.231
    3 --     4	13.152	2.378	2.952	8.729	13.899	15.284
    4 --     5	15.505	2.426	3.012	11.910	15.874	19.159
    5 --     6	15.857	3.310	4.110	11.320	15.318	20.551
    6 --     7	16.330	2.304	2.860	13.237	15.448	19.871
    7 --     8	16.871	1.448	1.798	15.207	16.505	19.362
    8 --     9	17.228	0.887	1.102	15.889	17.167	18.443
    9 --    10	18.294	2.689	3.339	15.701	16.831	22.434
   10 --    11	18.094	2.726	3.385	15.801	16.050	22.090
   11 --    12	18.491	2.868	3.561	15.310	18.305	22.990
   12 --    13	18.568	3.380	4.196	14.260	20.261	22.535
   13 --    14	18.825	3.879	4.816	13.581	21.215	22.843
   14 --    15	19.399	4.566	5.669	12.543	22.104	23.598
   15 --    16	19.650	5.283	6.560	11.436	22.073	25.884
   16 --    17	19.284	5.701	7.078	10.672	22.116	26.292
   17 --    18	18.357	5.694	7.070	9.771	21.460	25.135
   18 --    19	18.637	6.503	8.075	8.723	21.326	26.547
   19 --    20	18.681	7.054	8.759	7.439	21.135	25.909
   20 --    21	19.208	7.742	9.614	6.965	22.967	26.419
   21 --    22	19.262	7.678	9.534	5.650	24.271	25.373
   22 --    23	18.735	7.568	9.397	4.690	22.997	24.684
   23 --    24	20.442	5.727	7.111	11.613	22.250	26.751
   24 --    25	20.003	5.277	6.553	11.473	21.251	26.021
   25 --    26	19.552	4.896	6.079	12.649	20.084	26.118
   26 --    27	20.483	6.045	7.506	12.862	21.515	30.195
   27 --    28	19.758	5.556	6.898	13.460	20.260	29.032
   28 --    29	21.111	5.701	7.079	14.538	22.446	29.660
   29 --    30	23.537	6.726	8.351	16.408	24.341	34.698
   30 --    31	23.930	7.171	8.904	15.759	24.833	34.746
   31 --    32	24.056	7.159	8.890	15.068	27.026	34.082
   32 --    33	23.727	7.262	9.016	14.547	26.352	32.958
   33 --    34	23.826	6.852	8.508	15.381	27.872	31.810
   34 --    35	23.534	6.642	8.247	15.480	27.026	31.068
   35 --    36	22.851	6.631	8.234	13.955	27.255	29.849
   36 --    37	23.351	7.125	8.846	13.173	26.610	30.574
   37 --    38	23.579	7.475	9.282	12.268	26.407	31.677
   38 --    39	24.139	7.461	9.264	12.046	29.447	30.982
   39 --    40	24.938	7.448	9.248	12.046	29.465	31.294
   40 --    41	24.510	7.261	9.016	11.956	28.605	30.853
   41 --    42	24.022	8.139	10.106	10.232	28.035	32.071
   42 --    43	23.906	8.411	10.443	9.558	29.448	31.165
   43 --    44	23.533	8.665	10.759	8.621	28.672	31.302
   44 --    45	23.517	9.046	11.232	7.916	27.514	33.483
   45 --    46	22.941	8.817	10.948	7.512	26.153	33.056
   46 --    47	22.739	8.879	11.025	6.531	26.340	32.432
   47 --    48	22.691	9.178	11.396	5.482	26.897	31.595
   48 --    49	23.310	9.011	11.188	6.730	27.684	30.722
   49 --    50	23.730	10.043	12.470	5.627	27.648	33.588
   50 --    51	23.466	10.173	12.632	4.694	26.604	33.318
   51 --    52	25.477	6.072	7.540	15.656	26.155	32.383
   52 --    53	26.705	4.702	5.839	20.591	26.042	32.911
   53 --    54	26.468	4.588	5.696	19.555	25.407	32.460
   54 --    55	26.387	4.566	5.669	19.349	25.468	31.435
   55 --    56	25.978	4.127	5.124	19.258	25.311	30.444
   56 --    57	25.519	4.403	5.467	18.372	24.605	30.974
   57 --    58	25.700	4.881	6.061	17.618	25.842	31.040
   58 --    59	26.352	5.592	6.943	16.489	30.002	30.897
   59 --    60	26.644	6.008	7.460	15.597	29.376	32.167
   60 --    61	27.105	6.825	8.475	14.466	29.959	33.852
   61 --    62	27.130	7.550	9.374	13.466	29.421	33.919
   62 --    63	26.681	7.817	9.706	12.389	30.236	33.240
   63 --    64	26.540	8.075	10.026	11.829	32.091	32.541
   64 --    65	26.024	8.143	10.111	10.690	30.977	32.295
   65 --    66	25.572	8.006	9.941	10.278	29.748	31.442
   66 --    67	25.573	8.176	10.152	9.555	30.015	31.296
   67 --    68	25.275	8.464	10.510	8.450	29.654	30.328
   68 --    69	26.233	9.489	11.783	7.311	30.674	31.917
   69 --    70	26.679	9.264	11.503	8.227	31.493	32.185
   70 --    71	26.480	8.753	10.868	9.126	30.927	32.311
