Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.094	0.189	0.235	0.000	0.000	0.472
    1 --     2	1.187	0.654	0.812	0.000	1.308	2.000
    2 --     3	2.622	0.925	1.149	1.667	2.000	3.938
    3 --     4	3.995	1.249	1.551	2.625	3.875	5.888
    4 --     5	5.965	2.152	2.672	4.000	5.236	9.717
    5 --     6	8.216	2.023	2.512	5.556	7.931	11.499
    6 --     7	10.702	1.837	2.281	8.533	10.814	13.199
    7 --     8	12.123	1.834	2.277	9.798	11.634	15.061
    8 --     9	11.948	2.413	2.996	8.679	11.667	15.898
    9 --    10	12.490	3.222	4.000	7.604	13.191	16.185
   10 --    11	11.876	3.386	4.204	7.341	12.887	15.492
   11 --    12	12.578	3.065	3.806	8.587	13.745	16.975
   12 --    13	13.019	2.849	3.537	8.231	13.892	16.746
   13 --    14	13.806	3.536	4.391	7.441	13.900	18.027
   14 --    15	14.634	3.866	4.800	8.725	14.271	19.506
   15 --    16	14.834	3.038	3.772	11.352	15.059	18.994
   16 --    17	14.151	2.911	3.614	10.616	14.329	17.727
   17 --    18	14.209	2.382	2.957	10.846	13.909	17.608
   18 --    19	14.251	1.889	2.345	11.779	14.814	17.170
   19 --    20	14.111	1.471	1.827	12.532	14.179	16.546
   20 --    21	13.757	1.905	2.365	11.907	13.192	17.009
   21 --    22	13.537	1.486	1.845	11.663	13.914	15.900
   22 --    23	13.132	1.873	2.326	11.428	11.959	15.645
   23 --    24	12.912	2.626	3.261	10.750	11.059	17.155
   24 --    25	12.277	2.475	3.073	9.938	10.566	16.097
   25 --    26	12.014	3.141	3.900	9.192	9.935	17.110
   26 --    27	11.229	3.011	3.738	8.704	8.952	15.882
   27 --    28	10.742	3.297	4.094	7.761	8.542	14.997
   28 --    29	10.558	4.054	5.033	6.881	7.733	16.137
   29 --    30	10.750	3.596	4.465	6.657	9.735	15.280
   30 --    31	9.967	4.511	5.601	3.266	8.622	15.603
   31 --    32	10.530	4.289	5.325	3.144	10.163	15.313
   32 --    33	10.414	4.350	5.401	2.356	11.813	14.667
   33 --    34	10.538	5.100	6.333	1.545	10.560	16.655
   34 --    35	10.863	6.245	7.754	0.228	11.188	19.424
   35 --    36	11.060	6.525	8.101	0.324	11.371	20.580
   36 --    37	11.394	5.819	7.225	1.516	11.789	19.796
   37 --    38	12.609	4.600	5.712	4.847	13.465	18.910
   38 --    39	13.060	3.956	4.912	7.347	13.390	17.863
   39 --    40	13.221	3.605	4.477	8.757	12.126	17.613
   40 --    41	12.829	3.338	4.144	8.658	11.072	16.839
   41 --    42	13.002	2.138	2.654	10.933	11.787	15.832
   42 --    43	13.904	1.882	2.337	11.641	14.055	16.666
   43 --    44	14.398	1.617	2.008	12.192	14.986	16.509
   44 --    45	14.879	2.358	2.928	11.802	14.551	18.962
   45 --    46	15.136	3.380	4.197	10.860	13.469	19.974
   46 --    47	15.073	3.448	4.281	10.860	13.421	19.393
   47 --    48	14.370	3.076	3.819	10.860	13.132	18.096
   48 --    49	14.049	3.789	4.705	9.032	13.683	19.370
   49 --    50	14.542	4.260	5.290	8.557	17.808	18.136
   50 --    51	13.934	3.709	4.606	8.742	16.142	17.408
   51 --    52	14.071	3.133	3.891	8.976	16.101	16.852
   52 --    53	15.150	2.841	3.527	10.171	15.447	19.037
   53 --    54	15.347	2.773	3.443	11.365	15.208	20.019
   54 --    55	15.752	2.932	3.640	11.657	14.564	20.019
   55 --    56	16.480	3.551	4.409	12.491	15.117	22.472
   56 --    57	17.117	3.967	4.925	12.916	17.636	23.944
   57 --    58	19.788	4.823	5.989	13.255	20.726	26.397
   58 --    59	21.349	6.341	7.873	12.148	23.392	28.975
   59 --    60	21.553	6.740	8.369	11.882	24.830	28.492
   60 --    61	21.569	7.166	8.898	10.973	25.392	29.787
   61 --    62	22.483	7.074	8.783	12.745	25.463	31.821
   62 --    63	24.104	5.997	7.446	16.850	25.686	33.503
   63 --    64	24.793	5.611	6.967	17.605	25.084	33.503
   64 --    65	24.811	5.429	6.741	17.595	24.159	33.444
   65 --    66	24.283	5.472	6.795	16.502	23.310	32.843
   66 --    67	23.960	5.488	6.814	16.234	23.413	32.052
   67 --    68	24.199	5.092	6.323	17.483	25.079	31.465
   68 --    69	24.346	4.743	5.889	18.721	26.158	31.104
   69 --    70	24.759	4.106	5.098	19.439	25.439	30.957
   70 --    71	25.112	4.211	5.228	20.622	24.520	31.992
   71 --    72	25.253	4.415	5.482	20.699	23.997	32.483
   72 --    73	26.225	5.104	6.337	19.788	24.884	34.445
   73 --    74	25.771	5.285	6.563	19.111	23.817	33.704
   74 --    75	25.453	5.597	6.950	17.538	24.470	32.650
   75 --    76	25.923	5.461	6.781	17.365	26.657	32.445
   76 --    77	26.612	4.959	6.157	18.768	28.636	32.670
   77 --    78	27.713	3.635	4.513	23.024	29.310	32.670
   78 --    79	27.652	3.693	4.585	21.899	29.033	32.270
   79 --    80	27.410	4.286	5.321	21.234	28.760	31.822
   80 --    81	26.721	4.496	5.583	19.759	28.248	31.235
   81 --    82	26.469	5.016	6.228	18.989	27.790	32.019
   82 --    83	26.714	5.784	7.182	17.925	28.494	33.984
   83 --    84	27.626	6.430	7.984	18.473	30.207	34.145
