0	1046.778	0.000
1	1046.778	0.000
2	1046.778	0.000
3	1046.778	0.000
4	1046.778	0.000
5	1046.778	0.000
6	1137.115	193.869
7	1859.808	193.869
8	1950.145	0.000
9	2144.439	416.970
10	2727.323	680.908
11	2921.617	694.949
12	2831.280	781.255
13	3608.458	610.838
14	3608.458	610.838
15	3893.089	0.000
16	3608.458	610.838
17	3323.827	814.451
18	3039.196	933.071
19	3039.196	933.071
20	2754.565	997.495
21	2844.901	935.246
22	3219.869	754.330
23	2935.238	863.725
24	2935.238	863.725
25	2844.901	935.246
26	2754.565	997.495
27	2469.934	1018.064
28	1900.671	933.071
29	1331.409	610.838
30	1900.671	933.071
31	1706.377	805.161
32	1796.714	790.496
33	1410.748	694.882
34	2081.345	882.917
35	1889.674	987.158
36	1692.756	606.701
37	1876.053	834.769
38	2158.060	669.152
39	2445.315	936.491
40	2636.986	757.018
41	2174.305	1049.790
42	2844.901	935.246
43	1514.706	877.305
44	1796.714	790.496
45	1410.748	694.882
46	1796.714	790.496
47	1514.706	877.305
48	2185.302	997.495
49	1230.075	670.773
50	1796.714	790.496
51	1785.716	852.979
52	1887.050	770.151
53	1306.790	430.113
54	2171.681	849.397
55	2264.641	1017.544
56	2365.976	922.651
57	1799.337	1003.232
58	1706.377	805.161
59	1695.379	866.000
60	2365.976	922.651
61	1785.716	852.979
62	2456.312	875.729
63	1785.716	852.979
64	1991.008	910.636
65	1799.337	1003.232
66	1900.671	933.071
67	1605.043	874.063
68	1900.671	933.071
69	1605.043	874.063
70	1796.714	790.496
71	1785.716	852.979
72	1887.050	770.151
73	1501.085	697.707
74	2081.345	882.917
75	1889.674	987.158
76	2365.976	922.651
77	1980.010	966.506
78	2185.302	997.495
79	1889.674	987.158
80	1796.714	790.496
81	1410.748	694.882
82	2262.018	809.355
83	1785.716	852.979
84	2081.345	882.917
85	2174.305	1049.790
86	1991.008	910.636
87	1514.706	877.305
88	1616.040	814.451
89	1605.043	874.063
90	1706.377	805.161
91	1695.379	866.000
92	1706.377	805.161
93	1889.674	987.158
94	1796.714	790.496
95	1785.716	852.979
96	1887.050	770.151
97	1876.053	834.769
98	2469.934	1018.064
99	2070.347	940.976
100	2456.312	875.729
101	2264.641	1017.544
102	2171.681	849.397
103	2081.345	882.917
104	1605.043	874.063
105	2740.944	854.056
106	1980.010	966.506
107	2560.270	970.803
108	1980.010	966.506
109	1991.008	910.636
110	1799.337	1003.232
111	2185.302	997.495
112	1889.674	987.158
113	2081.345	882.917
114	1695.379	866.000
115	2365.976	922.651
116	2354.978	979.991
117	2740.944	854.056
118	2264.641	1017.544
119	2275.639	962.973
120	1980.010	966.506
121	2081.345	882.917
122	1605.043	874.063
123	1616.040	814.451
124	1514.706	877.305
125	1421.746	619.994
126	1320.411	685.985
127	1602.419	617.960
128	1591.421	694.533
129	2365.976	922.651
130	1785.716	852.979
131	1602.419	617.960
132	2264.641	1017.544
133	1602.419	617.960
134	1695.379	866.000
135	2081.345	882.917
136	2174.305	1049.790
137	1421.746	619.994
138	1320.411	685.985
139	1706.377	805.161
140	1410.748	694.882
141	1331.409	610.838
142	1320.411	685.985
143	1706.377	805.161
144	1591.421	694.533
145	1692.756	606.701
146	1876.053	834.769
147	2067.724	710.333
148	2354.978	979.991
149	2456.312	875.729
150	2070.347	940.976
151	1692.756	606.701
152	2174.305	1049.790
153	2174.305	1049.790
154	1991.008	910.636
155	2083.968	1077.204
156	2560.270	970.803
157	1889.674	987.158
158	1991.008	910.636
159	1889.674	987.158
160	1706.377	805.161
161	1876.053	834.769
162	1887.050	770.151
163	1681.758	685.277
164	2456.312	875.729
165	1980.010	966.506
166	2469.934	1018.064
167	1799.337	1003.232
168	1512.082	622.342
169	1320.411	685.985
170	1227.451	258.492
171	1126.117	364.486
172	1320.411	685.985
173	2081.345	882.917
174	1216.454	403.856
175	1408.125	316.587
176	1410.748	694.882
177	1887.050	770.151
178	1397.127	445.581
179	1602.419	617.960
180	1605.043	874.063
181	1977.387	743.659
182	2174.305	1049.790
183	1977.387	743.659
184	2160.684	910.156
185	2171.681	849.397
186	2549.273	1026.520
187	2754.565	997.495
188	2083.968	1077.204
189	1900.671	933.071
190	1514.706	877.305
191	1616.040	814.451
192	1605.043	874.063
193	1512.082	622.342
194	1410.748	694.882
195	1501.085	697.707
196	1783.093	588.172
197	1889.674	987.158
198	2365.976	922.651
199	1695.379	866.000
200	1991.008	910.636
201	2264.641	1017.544
202	2365.976	922.651
203	2354.978	979.991
204	2650.607	916.576
205	1889.674	987.158
206	2560.270	970.803
207	1605.043	874.063
208	2185.302	997.495
209	1889.674	987.158
210	2365.976	922.651
211	1785.716	852.979
212	2081.345	882.917
213	2445.315	936.491
214	2365.976	922.651
215	2264.641	1017.544
216	2275.639	962.973
217	2368.599	1109.661
218	2185.302	997.495
219	1799.337	1003.232
220	1900.671	933.071
221	1320.411	685.985
222	1616.040	814.451
223	1514.706	877.305
224	1706.377	805.161
225	1695.379	866.000
226	1796.714	790.496
227	1980.010	966.506
228	2262.018	809.355
229	1785.716	852.979
230	2171.681	849.397
231	2445.315	936.491
232	2365.976	922.651
233	2458.936	1070.851
234	2469.934	1018.064
235	1514.706	877.305
236	1616.040	814.451
237	1605.043	874.063
238	1512.082	622.342
239	1605.043	874.063
240	1887.050	770.151
241	1605.043	874.063
242	1796.714	790.496
243	1889.674	987.158
244	2081.345	882.917
245	1785.716	852.979
246	2171.681	849.397
247	1980.010	966.506
248	2262.018	809.355
249	2264.641	1017.544
250	2275.639	962.973
251	2174.305	1049.790
252	2081.345	882.917
253	2174.305	1049.790
254	2844.901	935.246
255	2354.978	979.991
256	2171.681	849.397
257	2174.305	1049.790
258	1991.008	910.636
259	2083.968	1077.204
260	2458.936	1070.851
261	2469.934	1018.064
262	1514.706	877.305
263	1331.409	610.838
264	1799.337	1003.232
265	1900.671	933.071
266	2264.641	1017.544
267	1227.451	258.492
268	1126.117	364.486
269	1616.040	814.451
270	1410.748	694.882
271	1512.082	622.342
272	1605.043	874.063
273	1512.082	622.342
274	1230.075	670.773
275	1692.756	606.701
276	1876.053	834.769
277	2935.238	863.725
278	1980.010	966.506
279	2560.270	970.803
280	2174.305	1049.790
281	2469.934	1018.064
282	2174.305	1049.790
283	2560.270	970.803
284	1980.010	966.506
285	2560.270	970.803
286	2368.599	1109.661
287	2560.270	970.803
288	1605.043	874.063
289	1706.377	805.161
290	1980.010	966.506
291	1796.714	790.496
292	1695.379	866.000
293	2365.976	922.651
294	2174.305	1049.790
295	1706.377	805.161
296	1514.706	877.305
297	1900.671	933.071
298	1230.075	670.773
299	1421.746	619.994
300	1695.379	866.000
301	1602.419	617.960
302	1695.379	866.000
303	1887.050	770.151
304	1216.454	403.856
305	1602.419	617.960
306	1605.043	874.063
307	1796.714	790.496
308	1980.010	966.506
309	2365.976	922.651
310	2174.305	1049.790
311	2469.934	1018.064
312	2445.315	936.491
313	2636.986	757.018
314	2354.978	979.991
315	2650.607	916.576
316	2368.599	1109.661
317	2560.270	970.803
318	1230.075	670.773
319	2275.639	962.973
320	945.444	217.471
321	1421.746	619.994
322	945.444	217.471
323	1331.409	610.838
324	1035.780	306.998
325	1706.377	805.161
326	1785.716	852.979
327	2067.724	710.333
328	1772.095	669.688
329	2248.397	618.550
330	1876.053	834.769
331	2935.238	863.725
332	2458.936	1070.851
333	2754.565	997.495
334	2653.230	1104.269
335	2754.565	997.495
336	1889.674	987.158
337	1991.008	910.636
338	1501.085	697.707
339	2365.976	922.651
340	2070.347	940.976
341	2844.901	935.246
342	2174.305	1049.790
343	1991.008	910.636
344	1320.411	685.985
345	2275.639	962.973
346	1889.674	987.158
347	1991.008	910.636
348	1799.337	1003.232
349	2560.270	970.803
350	1605.043	874.063
351	2171.681	849.397
352	1785.716	852.979
353	2365.976	922.651
354	1605.043	874.063
355	1887.050	770.151
356	1876.053	834.769
357	2160.684	910.156
358	2171.681	849.397
359	2653.230	1104.269
360	2469.934	1018.064
361	1979.073	186.876
