Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	1017.600	329.965	236.042	477.000	1086.000	1578.000
    1 --     2	1019.100	271.219	194.018	531.000	998.000	1388.000
    2 --     3	1132.700	257.985	184.552	676.000	1148.000	1470.000
    3 --     4	1026.800	332.000	237.498	609.000	910.500	1569.000
    4 --     5	1010.300	344.757	246.624	488.000	948.500	1610.000
    5 --     6	1080.500	392.628	280.869	453.000	1133.500	1553.000
    6 --     7	1006.700	321.232	229.795	473.000	1064.500	1505.000
    7 --     8	1009.700	322.601	230.775	466.000	1052.500	1503.000
    8 --     9	951.700	318.022	227.499	409.000	1046.500	1418.000
    9 --    10	1003.600	349.478	250.001	472.000	904.500	1545.000
   10 --    11	938.700	347.968	248.921	361.000	1009.500	1521.000
   11 --    12	1046.800	649.938	464.937	412.000	891.000	2711.000
   12 --    13	1064.200	547.598	391.728	396.000	1047.500	2149.000
   13 --    14	731.300	250.828	179.432	438.000	671.500	1195.000
   14 --    15	811.900	334.376	239.198	401.000	814.000	1339.000
   15 --    16	916.700	332.448	237.819	370.000	898.000	1458.000
   16 --    17	992.300	396.896	283.923	442.000	1024.000	1617.000
   17 --    18	1109.600	366.859	262.435	451.000	1198.500	1717.000
   18 --    19	1230.900	1099.184	786.309	442.000	917.500	4435.000
   19 --    20	1230.100	802.740	574.246	546.000	1009.000	3520.000
   20 --    21	849.600	375.038	268.286	433.000	751.500	1596.000
   21 --    22	736.200	257.331	184.083	448.000	604.000	1222.000
   22 --    23	888.100	380.693	272.331	355.000	948.000	1465.000
   23 --    24	1077.400	770.448	551.145	536.000	828.500	3310.000
   24 --    25	1214.000	275.826	197.314	714.000	1348.000	1500.000
   25 --    26	1125.500	411.309	294.233	511.000	1207.500	1799.000
   26 --    27	1061.300	335.918	240.301	435.000	1024.500	1515.000
   27 --    28	845.100	289.545	207.128	410.000	880.500	1262.000
   28 --    29	1294.100	757.721	542.041	657.000	1028.500	3405.000
   29 --    30	976.000	315.782	225.897	518.000	986.500	1585.000
   30 --    31	950.700	385.808	275.991	423.000	1003.000	1635.000
   31 --    32	1095.000	329.415	235.649	468.000	1183.000	1579.000
   32 --    33	1063.300	322.659	230.817	514.000	1173.500	1507.000
   33 --    34	903.500	378.059	270.447	533.000	719.500	1523.000
   34 --    35	1058.900	394.395	282.133	514.000	1007.500	1945.000
   35 --    36	1007.200	308.128	220.421	435.000	1095.500	1418.000
   36 --    37	960.600	386.036	276.154	486.000	1032.500	1451.000
   37 --    38	953.600	404.790	289.569	418.000	947.000	1580.000
   38 --    39	1017.800	399.449	285.748	378.000	1106.500	1487.000
   39 --    40	886.900	396.689	283.774	346.000	910.000	1382.000
   40 --    41	810.700	361.109	258.322	376.000	788.000	1285.000
   41 --    42	899.000	359.266	257.004	467.000	829.000	1546.000
   42 --    43	929.300	509.330	364.353	496.000	797.500	2263.000
   43 --    44	1102.900	639.138	457.212	464.000	985.000	2319.000
   44 --    45	1158.600	549.036	392.757	427.000	1145.500	2476.000
   45 --    46	1155.600	204.883	146.565	704.000	1137.500	1460.000
   46 --    47	1062.700	343.621	245.812	454.000	1210.000	1456.000
   47 --    48	1054.100	395.966	283.257	397.000	1198.500	1545.000
   48 --    49	1157.000	554.475	396.648	564.000	1146.000	2505.000
   49 --    50	1116.500	562.155	402.141	428.000	1025.000	2449.000
   50 --    51	1134.200	433.691	310.244	528.000	1133.000	2057.000
   51 --    52	1051.000	377.815	270.272	353.000	1083.500	1634.000
   52 --    53	1019.000	344.056	246.123	426.000	1131.500	1501.000
   53 --    54	1054.300	427.371	305.723	428.000	1064.500	2019.000
   54 --    55	1068.400	558.273	399.364	480.000	992.000	2493.000
   55 --    56	911.700	368.005	263.255	456.000	859.000	1546.000
   56 --    57	953.900	407.472	291.488	372.000	1001.000	1576.000
   57 --    58	951.500	347.871	248.852	590.000	812.000	1848.000
   58 --    59	1073.800	896.425	641.263	366.000	738.000	3490.000
   59 --    60	1004.500	497.816	356.116	418.000	1113.000	2037.000
   60 --    61	893.900	299.606	214.325	483.000	949.000	1394.000
   61 --    62	957.800	329.299	235.566	408.000	955.500	1400.000
   62 --    63	971.300	291.996	208.881	468.000	986.500	1478.000
   63 --    64	1044.100	397.917	284.653	401.000	971.500	1944.000
   64 --    65	1053.500	339.829	243.099	493.000	1182.500	1464.000
   65 --    66	1003.600	318.061	227.527	494.000	1032.500	1565.000
   66 --    67	924.900	301.919	215.980	524.000	893.500	1442.000
   67 --    68	910.700	406.509	290.799	466.000	804.000	1618.000
   68 --    69	991.600	498.186	356.381	459.000	861.500	1842.000
   69 --    70	987.700	353.278	252.720	495.000	1105.000	1470.000
   70 --    71	976.600	332.012	237.507	417.000	1047.000	1415.000
   71 --    72	1160.900	318.072	227.535	560.000	1285.000	1624.000
   72 --    73	1130.200	324.360	232.033	421.000	1251.500	1660.000
   73 --    74	1168.000	297.640	212.919	682.000	1262.000	1498.000
   74 --    75	954.600	326.722	233.723	450.000	1019.000	1442.000
   75 --    76	858.800	290.055	207.493	467.000	807.500	1455.000
   76 --    77	1029.300	478.131	342.035	504.000	987.500	2134.000
   77 --    78	890.700	430.939	308.275	431.000	725.500	1531.000
   78 --    79	911.400	305.673	218.665	501.000	896.500	1321.000
   79 --    80	912.700	317.593	227.192	404.000	1033.000	1301.000
   80 --    81	884.900	317.555	227.165	479.000	912.000	1538.000
   81 --    82	1093.600	367.074	262.589	519.000	1167.000	1781.000
   82 --    83	1019.400	370.485	265.029	482.000	995.500	1575.000
   83 --    84	758.700	185.183	132.472	471.000	800.000	1035.000
   84 --    85	830.400	310.535	222.143	392.000	935.500	1295.000
   85 --    86	768.000	335.286	239.849	409.000	688.500	1358.000
   86 --    87	712.400	442.581	316.603	382.000	523.000	1891.000
