Time 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 377.280000 1644.000000 1372.800000 3394.080000
1.000000 513.920000 1716.000000 1986.400000 4216.320000
2.000000 439.680000 1596.000000 1570.400000 3606.080000
3.000000 402.560000 1980.000000 1622.400000 4004.960000
4.000000 449.600000 1464.000000 1757.600000 3671.200000
5.000000 416.640000 1728.000000 1934.400000 4079.040000
6.000000 485.760000 1848.000000 1913.600000 4247.360000
7.000000 416.960000 1620.000000 1632.800000 3669.760000
8.000000 496.320000 1764.000000 1861.600000 4121.920000
9.000000 491.520000 1860.000000 1903.200000 4254.720000
10.000000 257.280000 1524.000000 1008.800000 2790.080000
11.000000 137.280000 636.000000 603.200000 1376.480000
12.000000 47.680000 1008.000000 0.000000 1055.680000
13.000000 56.000000 1116.000000 0.000000 1172.000000
14.000000 70.400000 924.000000 0.000000 994.400000
15.000000 99.840000 1476.000000 0.000000 1575.840000
16.000000 190.400000 1536.000000 0.000000 1726.400000
17.000000 132.800000 1272.000000 0.000000 1404.800000
18.000000 50.560000 984.000000 2350.400000 3384.960000
19.000000 126.720000 1512.000000 2256.800000 3895.520000
20.000000 121.280000 1668.000000 1372.800000 3162.080000
21.000000 133.120000 1476.000000 1445.600000 3054.720000
22.000000 155.520000 1356.000000 1404.000000 2915.520000
23.000000 75.200000 1380.000000 1175.200000 2630.400000
24.000000 69.120000 1392.000000 1445.600000 2906.720000
25.000000 42.240000 1140.000000 1123.200000 2305.440000
26.000000 130.240000 1356.000000 1320.800000 2807.040000
27.000000 188.480000 1788.000000 1487.200000 3463.680000
28.000000 82.880000 1332.000000 1175.200000 2590.080000
29.000000 100.480000 1428.000000 1383.200000 2911.680000
30.000000 99.200000 1524.000000 1445.600000 3068.800000
31.000000 175.040000 1536.000000 1684.800000 3395.840000
32.000000 188.800000 1368.000000 1414.400000 2971.200000
33.000000 108.160000 1632.000000 1362.400000 3102.560000
34.000000 113.600000 1524.000000 1404.000000 3041.600000
35.000000 169.920000 1680.000000 1362.400000 3212.320000
36.000000 279.040000 1692.000000 1528.800000 3499.840000
37.000000 262.080000 1536.000000 1674.400000 3472.480000
38.000000 117.440000 1344.000000 1518.400000 2979.840000
39.000000 145.600000 1452.000000 1476.800000 3074.400000
40.000000 394.560000 1560.000000 1851.200000 3805.760000
41.000000 128.640000 1416.000000 1196.000000 2740.640000
42.000000 53.440000 1188.000000 1404.000000 2645.440000
43.000000 55.360000 1152.000000 1154.400000 2361.760000
44.000000 73.280000 1332.000000 1123.200000 2528.480000
45.000000 247.360000 1884.000000 1705.600000 3836.960000
46.000000 270.720000 1920.000000 1684.800000 3875.520000
47.000000 132.480000 1440.000000 1424.800000 2997.280000
48.000000 60.480000 1068.000000 1071.200000 2199.680000
49.000000 60.480000 1176.000000 1050.400000 2286.880000
50.000000 104.960000 1500.000000 1372.800000 2977.760000
51.000000 100.800000 1440.000000 1372.800000 2913.600000
52.000000 29.440000 480.000000 686.400000 1195.840000
53.000000 54.720000 1116.000000 1258.400000 2429.120000
54.000000 51.520000 1056.000000 1216.800000 2324.320000
55.000000 80.640000 1584.000000 1539.200000 3203.840000
56.000000 164.160000 1272.000000 1175.200000 2611.360000
57.000000 146.560000 1572.000000 1310.400000 3028.960000
58.000000 71.360000 1164.000000 1237.600000 2472.960000
59.000000 84.160000 1416.000000 1539.200000 3039.360000
60.000000 223.040000 1812.000000 1612.000000 3647.040000
61.000000 524.800000 1788.000000 1872.000000 4184.800000
62.000000 374.720000 1524.000000 1736.800000 3635.520000
63.000000 219.840000 1356.000000 1466.400000 3042.240000
64.000000 396.800000 1620.000000 1612.000000 3628.800000
65.000000 372.480000 1728.000000 1736.800000 3837.280000
66.000000 400.640000 1680.000000 1778.400000 3859.040000
67.000000 124.480000 1320.000000 1341.600000 2786.080000
68.000000 62.400000 1188.000000 1081.600000 2332.000000
69.000000 170.560000 1572.000000 1289.600000 3032.160000
70.000000 148.160000 1332.000000 1424.800000 2904.960000
71.000000 88.640000 864.000000 1154.400000 2107.040000
72.000000 76.800000 1380.000000 1289.600000 2746.400000
73.000000 99.520000 1356.000000 1352.000000 2807.520000
74.000000 265.600000 1848.000000 1580.800000 3694.400000
75.000000 305.280000 1692.000000 1591.200000 3588.480000
76.000000 116.800000 1572.000000 1445.600000 3134.400000
77.000000 102.400000 1476.000000 1508.000000 3086.400000
78.000000 162.880000 1608.000000 1528.800000 3299.680000
79.000000 390.400000 1692.000000 1560.000000 3642.400000
80.000000 242.560000 1716.000000 1445.600000 3404.160000
81.000000 104.960000 1524.000000 1268.800000 2897.760000
82.000000 171.520000 1524.000000 1466.400000 3161.920000
83.000000 418.880000 1680.000000 1840.800000 3939.680000
84.000000 357.760000 1560.000000 1778.400000 3696.160000
85.000000 124.800000 1464.000000 1580.800000 3169.600000
86.000000 147.520000 1656.000000 1435.200000 3238.720000
87.000000 508.480000 1776.000000 1736.800000 4021.280000
88.000000 507.520000 1788.000000 1643.200000 3938.720000
89.000000 262.720000 1668.000000 1622.400000 3553.120000
90.000000 121.600000 1332.000000 1424.800000 2878.400000
91.000000 107.200000 1524.000000 1320.800000 2952.000000
92.000000 203.520000 1512.000000 1508.000000 3223.520000
93.000000 151.360000 1440.000000 1216.800000 2808.160000
94.000000 94.400000 1356.000000 1268.800000 2719.200000
95.000000 80.320000 1368.000000 1476.800000 2925.120000
96.000000 176.320000 1536.000000 1518.400000 3230.720000
97.000000 228.800000 1584.000000 1528.800000 3341.600000
98.000000 108.480000 1464.000000 1476.800000 3049.280000
99.000000 65.920000 1380.000000 1237.600000 2683.520000
100.000000 65.600000 1308.000000 1320.800000 2694.400000
101.000000 152.960000 1860.000000 1560.000000 3572.960000
102.000000 252.480000 1368.000000 1414.400000 3034.880000
103.000000 151.680000 1620.000000 1591.200000 3362.880000
104.000000 72.960000 1344.000000 1279.200000 2696.160000
105.000000 193.920000 1776.000000 1518.400000 3488.320000
106.000000 425.600000 1812.000000 1778.400000 4016.000000
107.000000 368.960000 1608.000000 1726.400000 3703.360000
108.000000 143.040000 1512.000000 1414.400000 3069.440000
109.000000 168.640000 1500.000000 1341.600000 3010.240000
110.000000 545.920000 1608.000000 1820.000000 3973.920000
111.000000 452.480000 1752.000000 1736.800000 3941.280000
112.000000 425.920000 1692.000000 1622.400000 3740.320000
113.000000 544.640000 1668.000000 1976.000000 4188.640000
114.000000 415.040000 1836.000000 1788.800000 4039.840000
115.000000 540.480000 1800.000000 1757.600000 4098.080000
116.000000 753.280000 1704.000000 1872.000000 4329.280000
117.000000 584.320000 1740.000000 1872.000000 4196.320000
118.000000 520.960000 1836.000000 2038.400000 4395.360000
119.000000 380.480000 1716.000000 1705.600000 3802.080000
120.000000 487.680000 1728.000000 1757.600000 3973.280000
121.000000 430.720000 1764.000000 1788.800000 3983.520000
122.000000 640.000000 1992.000000 1778.400000 4410.400000
123.000000 776.320000 1884.000000 1830.400000 4490.720000
124.000000 546.560000 1980.000000 1622.400000 4148.960000
125.000000 520.960000 1644.000000 1955.200000 4120.160000
126.000000 388.480000 1836.000000 1830.400000 4054.880000
127.000000 494.400000 1716.000000 2017.600000 4228.000000
128.000000 509.760000 1656.000000 1695.200000 3860.960000
129.000000 402.880000 1764.000000 1788.800000 3955.680000
130.000000 635.200000 1812.000000 1664.000000 4111.200000
131.000000 512.000000 1680.000000 1674.400000 3866.400000
132.000000 628.800000 1608.000000 1705.600000 3942.400000
133.000000 484.160000 1812.000000 1684.800000 3980.960000
134.000000 454.080000 1704.000000 1393.600000 3551.680000
135.000000 488.320000 1848.000000 1664.000000 4000.320000
136.000000 361.600000 1704.000000 1809.600000 3875.200000
137.000000 515.520000 1692.000000 1622.400000 3829.920000
138.000000 558.400000 1692.000000 1820.000000 4070.400000
139.000000 692.800000 1812.000000 1653.600000 4158.400000
140.000000 613.440000 1692.000000 1768.000000 4073.440000
141.000000 430.080000 1656.000000 1695.200000 3781.280000
142.000000 486.720000 2220.000000 1892.800000 4599.520000
143.000000 408.960000 2028.000000 1799.200000 4236.160000
144.000000 490.880000 1764.000000 1580.800000 3835.680000
145.000000 507.200000 2076.000000 1955.200000 4538.400000
146.000000 430.720000 1620.000000 1716.000000 3766.720000
147.000000 504.960000 1848.000000 1778.400000 4131.360000
148.000000 427.840000 1908.000000 2059.200000 4395.040000
149.000000 633.600000 2076.000000 1747.200000 4456.800000
150.000000 702.400000 1944.000000 1757.600000 4404.000000
151.000000 510.720000 1680.000000 1809.600000 4000.320000
152.000000 696.320000 1728.000000 1861.600000 4285.920000
153.000000 399.040000 1812.000000 1747.200000 3958.240000
154.000000 494.080000 1776.000000 1820.000000 4090.080000
155.000000 490.240000 1956.000000 1757.600000 4203.840000
156.000000 482.880000 1884.000000 1799.200000 4166.080000
157.000000 581.760000 1740.000000 1965.600000 4287.360000
158.000000 422.080000 1608.000000 1934.400000 3964.480000
159.000000 524.160000 1716.000000 1872.000000 4112.160000
160.000000 454.720000 1752.000000 1570.400000 3777.120000
161.000000 507.840000 2148.000000 1601.600000 4257.440000
162.000000 555.840000 2028.000000 1840.800000 4424.640000
163.000000 417.280000 1776.000000 1861.600000 4054.880000
164.000000 702.720000 1788.000000 1903.200000 4393.920000
165.000000 509.440000 1536.000000 1622.400000 3667.840000
166.000000 530.560000 1740.000000 1736.800000 4007.360000
167.000000 556.800000 2100.000000 1955.200000 4612.000000
168.000000 398.400000 1788.000000 1778.400000 3964.800000
169.000000 636.800000 1788.000000 1726.400000 4151.200000
170.000000 439.680000 1668.000000 1872.000000 3979.680000
171.000000 506.880000 1872.000000 1820.000000 4198.880000
172.000000 715.200000 1896.000000 1830.400000 4441.600000
173.000000 567.040000 1836.000000 1882.400000 4285.440000
174.000000 804.480000 1752.000000 1944.800000 4501.280000
175.000000 471.680000 1992.000000 1664.000000 4127.680000
176.000000 517.440000 1920.000000 1820.000000 4257.440000
177.000000 560.000000 1944.000000 1840.800000 4344.800000
178.000000 433.920000 1908.000000 1778.400000 4120.320000
179.000000 747.200000 1860.000000 1892.800000 4500.000000
180.000000 451.840000 1740.000000 1851.200000 4043.040000
181.000000 837.440000 1800.000000 1757.600000 4395.040000
182.000000 530.880000 1956.000000 1903.200000 4390.080000
183.000000 565.760000 1812.000000 1643.200000 4020.960000
184.000000 742.720000 1704.000000 1404.000000 3850.720000
185.000000 429.440000 1416.000000 1747.200000 3592.640000
186.000000 486.080000 1788.000000 1903.200000 4177.280000
187.000000 480.320000 1896.000000 1809.600000 4185.920000
188.000000 871.360000 1884.000000 1872.000000 4627.360000
189.000000 1278.720000 1788.000000 1799.200000 4865.920000
190.000000 857.280000 1692.000000 1840.800000 4390.080000
191.000000 1065.280000 1944.000000 2163.200000 5172.480000
192.000000 913.280000 2052.000000 1736.800000 4702.080000
193.000000 648.640000 1932.000000 1934.400000 4515.040000
194.000000 525.440000 1968.000000 1716.000000 4209.440000
195.000000 503.360000 1860.000000 1872.000000 4235.360000
196.000000 512.640000 1656.000000 1872.000000 4040.640000
197.000000 408.640000 1740.000000 1591.200000 3739.840000
198.000000 593.920000 1992.000000 2277.600000 4863.520000
199.000000 558.720000 1848.000000 1539.200000 3945.920000
200.000000 643.840000 1860.000000 2048.800000 4552.640000
201.000000 625.920000 1980.000000 1716.000000 4321.920000
202.000000 510.080000 1824.000000 1622.400000 3956.480000
203.000000 553.920000 2148.000000 1695.200000 4397.120000
204.000000 487.040000 1788.000000 1664.000000 3939.040000
205.000000 573.760000 1884.000000 2184.000000 4641.760000
206.000000 480.640000 1752.000000 1955.200000 4187.840000
207.000000 439.680000 1596.000000 1965.600000 4001.280000
208.000000 545.920000 1788.000000 2048.800000 4382.720000
209.000000 441.600000 2064.000000 1674.400000 4180.000000
210.000000 601.280000 1800.000000 1612.000000 4013.280000
211.000000 526.400000 1680.000000 1872.000000 4078.400000
212.000000 622.080000 1788.000000 2080.000000 4490.080000
213.000000 627.840000 2040.000000 1840.800000 4508.640000
214.000000 377.920000 1536.000000 1716.000000 3629.920000
215.000000 492.160000 1668.000000 1695.200000 3855.360000
216.000000 449.600000 1776.000000 1518.400000 3744.000000
217.000000 627.200000 1980.000000 1861.600000 4468.800000
218.000000 677.120000 2064.000000 1996.800000 4737.920000
219.000000 536.960000 1812.000000 1726.400000 4075.360000
220.000000 553.600000 1932.000000 1788.800000 4274.400000
221.000000 405.760000 1896.000000 1622.400000 3924.160000
222.000000 484.800000 1668.000000 1726.400000 3879.200000
223.000000 483.200000 1632.000000 1622.400000 3737.600000
224.000000 442.240000 2112.000000 1622.400000 4176.640000
225.000000 505.600000 1992.000000 1830.400000 4328.000000
226.000000 412.800000 1608.000000 1736.800000 3757.600000
227.000000 582.720000 1752.000000 1612.000000 3946.720000
228.000000 433.280000 1608.000000 1768.000000 3809.280000
229.000000 621.440000 1800.000000 1716.000000 4137.440000
230.000000 534.720000 1860.000000 1518.400000 3913.120000
231.000000 587.520000 1524.000000 1955.200000 4066.720000
232.000000 744.960000 2100.000000 1809.600000 4654.560000
233.000000 454.080000 1908.000000 1757.600000 4119.680000
234.000000 715.200000 1776.000000 1653.600000 4144.800000
235.000000 770.560000 1680.000000 1674.400000 4124.960000
236.000000 593.600000 1608.000000 1747.200000 3948.800000
237.000000 676.160000 2016.000000 1892.800000 4584.960000
238.000000 420.160000 1716.000000 1747.200000 3883.360000
239.000000 520.320000 1740.000000 1861.600000 4121.920000
240.000000 650.240000 1944.000000 1736.800000 4331.040000
241.000000 648.000000 1776.000000 1882.400000 4306.400000
242.000000 749.440000 1608.000000 1830.400000 4187.840000
243.000000 446.080000 1932.000000 1892.800000 4270.880000
244.000000 549.760000 2004.000000 1612.000000 4165.760000
245.000000 545.920000 1668.000000 1778.400000 3992.320000
246.000000 637.760000 2028.000000 1653.600000 4319.360000
247.000000 720.320000 1896.000000 1560.000000 4176.320000
248.000000 439.360000 1848.000000 1788.800000 4076.160000
249.000000 702.400000 2052.000000 1747.200000 4501.600000
250.000000 458.880000 1668.000000 1612.000000 3738.880000
251.000000 630.080000 1872.000000 1643.200000 4145.280000
252.000000 709.120000 2028.000000 1996.800000 4733.920000
253.000000 556.800000 1812.000000 1466.400000 3835.200000
254.000000 760.000000 1764.000000 1851.200000 4375.200000
255.000000 408.000000 1716.000000 1757.600000 3881.600000
256.000000 565.120000 1536.000000 1445.600000 3546.720000
257.000000 680.000000 1728.000000 2048.800000 4456.800000
258.000000 505.600000 1728.000000 1788.800000 4022.400000
259.000000 797.120000 1812.000000 1882.400000 4491.520000
260.000000 487.040000 1680.000000 1674.400000 3841.440000
261.000000 599.360000 1788.000000 1757.600000 4144.960000
262.000000 629.440000 1836.000000 1820.000000 4285.440000
263.000000 441.600000 1788.000000 1799.200000 4028.800000
264.000000 523.840000 1620.000000 1840.800000 3984.640000
265.000000 441.920000 1800.000000 1882.400000 4124.320000
266.000000 747.520000 1836.000000 1809.600000 4393.120000
267.000000 584.000000 1812.000000 1612.000000 4008.000000
268.000000 529.280000 1836.000000 1851.200000 4216.480000
269.000000 654.400000 1260.000000 1372.800000 3287.200000
270.000000 439.680000 2472.000000 2163.200000 5074.880000
271.000000 790.400000 2076.000000 1851.200000 4717.600000
272.000000 595.200000 1692.000000 1892.800000 4180.000000
273.000000 585.920000 1836.000000 1913.600000 4335.520000
274.000000 770.880000 2052.000000 1799.200000 4622.080000
275.000000 622.080000 1740.000000 1830.400000 4192.480000
276.000000 839.040000 1908.000000 1549.600000 4296.640000
277.000000 500.480000 1836.000000 1716.000000 4052.480000
278.000000 468.480000 1812.000000 1830.400000 4110.880000
279.000000 442.880000 2004.000000 1570.400000 4017.280000
280.000000 539.520000 1836.000000 1788.800000 4164.320000
281.000000 842.560000 1632.000000 1830.400000 4304.960000
282.000000 478.720000 1752.000000 1560.000000 3790.720000
283.000000 687.360000 1884.000000 1747.200000 4318.560000
284.000000 648.640000 1956.000000 1809.600000 4414.240000
285.000000 484.160000 1908.000000 1695.200000 4087.360000
286.000000 605.760000 1752.000000 1913.600000 4271.360000
287.000000 484.160000 1548.000000 1674.400000 3706.560000
288.000000 743.360000 1956.000000 1924.000000 4623.360000
289.000000 584.320000 1980.000000 1570.400000 4134.720000
290.000000 542.720000 1872.000000 1799.200000 4213.920000
