Time 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 0.005818 0.003446 0.005525 0.014789
1.000000 0.008315 0.007582 0.005273 0.021170
2.000000 0.007926 0.020911 0.006721 0.035558
3.000000 0.005129 0.002811 0.003666 0.011606
4.000000 0.008709 0.005459 0.005762 0.019930
5.000000 0.014943 0.007192 0.007895 0.030030
6.000000 0.012394 0.016984 0.008578 0.037956
7.000000 0.017696 0.019927 0.010767 0.048390
8.000000 0.010882 0.006523 0.007217 0.024622
9.000000 0.008605 0.005874 0.005899 0.020378
10.000000 0.003399 0.002660 0.004804 0.010863
11.000000 0.004481 0.003662 0.005252 0.013395
12.000000 0.008296 0.005715 0.005928 0.019939
13.000000 0.009693 0.016226 0.006912 0.032831
14.000000 0.010380 0.008049 0.007258 0.025687
15.000000 0.013645 0.006810 0.006716 0.027171
16.000000 0.009693 0.010332 0.006527 0.026552
17.000000 0.013132 0.008102 0.007254 0.028488
18.000000 0.011678 0.008330 0.007118 0.027126
19.000000 0.010140 0.007067 0.007700 0.024907
20.000000 0.003696 0.003323 0.003928 0.010947
21.000000 0.002970 0.002138 0.003365 0.008473
22.000000 0.006309 0.003899 0.004249 0.014457
23.000000 0.010864 0.007881 0.006727 0.025472
24.000000 0.014549 0.011731 0.012597 0.038877
25.000000 0.013356 0.007250 0.006397 0.027003
26.000000 0.009133 0.005435 0.005948 0.020516
27.000000 0.007669 0.029831 0.026523 0.064023
28.000000 0.058213 0.097999 0.083760 0.239972
29.000000 0.064993 0.078586 0.081106 0.224685
30.000000 0.129084 0.318931 0.149949 0.597964
31.000000 0.164444 0.293102 0.167462 0.625008
32.000000 0.011731 0.007475 0.007291 0.026497
33.000000 0.004390 0.002976 0.004315 0.011681
34.000000 0.003359 0.002691 0.003558 0.009608
35.000000 0.011387 0.007201 0.007486 0.026074
36.000000 0.006643 0.003885 0.005020 0.015548
37.000000 0.006006 0.004817 0.005086 0.015909
38.000000 0.013612 0.008018 0.008035 0.029665
39.000000 0.012266 0.008566 0.006902 0.027734
40.000000 0.005760 0.004607 0.005760 0.016127
41.000000 0.004544 0.003388 0.004279 0.012211
42.000000 0.009023 0.008393 0.009084 0.026500
43.000000 0.005459 0.005439 0.006338 0.017236
44.000000 0.006452 0.006361 0.006750 0.019563
45.000000 0.012456 0.008583 0.008019 0.029058
46.000000 0.004707 0.002734 0.004361 0.011802
47.000000 0.007841 0.005575 0.005888 0.019304
48.000000 0.002812 0.002138 0.003385 0.008335
49.000000 0.002242 0.001584 0.003200 0.007026
50.000000 0.006185 0.003278 0.004462 0.013925
51.000000 0.003606 0.003185 0.004589 0.011380
52.000000 0.007118 0.005178 0.004768 0.017064
53.000000 0.010679 0.008059 0.007836 0.026574
