0 19,626661
416 32,54906 10,849686667
417 29,307242 9,769080667
418 17,786941 8,8934705
419 15,758063 7,8790315
420 21,033939 7,011313
421 12,044012 6,022006
422 14,568986 4,856328667
423 24,786593 4,9573186
424 9,968387 4,9841935
425 19,756212 4,939053
426 25,273135 6,31828375
427 15,580568 7,790284
428 25,333519 8,444506333
429 33,184185 11,061395
430 11,715617 11,715617
431 27,356568 13,678284
432 26,925938 13,462969
433 26,828742 13,414371
434 38,187696 12,729232
435 92,37827 13,196895714
436 25,726157 12,8630785
437 35,344188 11,781396
438 21,229069 10,6145345
439 29,343514 9,781171333
440 64,802367 10,8003945
441 95,541785 13,648826429
442 58,600822 14,6502055
443 54,01539 13,5038475
444 37,411802 12,470600667
445 57,519848 11,5039696
446 31,681215 10,560405
447 50,673989 10,1347978
448 84,822613 14,137102167
449 77,646736 15,5293472
450 43,845274 14,615091333
451 40,212911 13,404303667
452 24,891719 12,4458595
453 45,790933 11,44773325
454 20,647698 10,323849
455 19,125264 9,562632
456 57,446891 9,574481833
457 85,013431 10,626678875
458 30,758424 10,252808
459 28,007465 9,335821667
500 32,502006 8,1255015
501 15,003885 7,5019425
502 25,509552 6,377388
503 11,00261 5,501305
504 13,508298 4,502766
505 83,473846 8,3473846
506 89,614875 12,802125
507 64,739617 12,9479234
508 70,605885 14,121177
509 60,349267 15,08731675
510 41,569259 13,856419667
511 39,62312 13,207706667
512 63,753688 12,7507376
513 39,243127 13,081042333
514 24,338162 12,169081
515 33,32428 11,108093333
516 30,515943 10,171981
517 27,499287 9,166429
518 40,033023 8,0066046
519 28,102384 7,025596
520 17,983769 5,994589667
521 14,787478 4,929159333
522 54,657834 6,83222925
523 71,226968 11,871161333
524 36,212541 12,070847
525 87,530147 12,504306714
526 41,639002 13,879667333
527 38,135189 12,711729667
528 35,495152 11,831717333
529 32,446719 10,815573
530 52,399645 10,479929
531 32,894671 10,964890333
532 29,399444 9,799814667
533 41,763718 10,4409295
534 28,878892 9,626297333
535 84,429593 12,061370429
536 35,060133 11,686711
537 56,878359 11,3756718
538 120,823233 15,102904125
539 104,369377 17,394896167
540 95,467931 19,0935862
541 55,202145 18,400715
542 52,394501 17,464833667
543 32,798836 16,399418
544 145,041375 18,130171875
545 54,966761 18,322253667
546 34,951196 17,475598
547 87,403952 17,4807904
548 52,063419 17,354473
549 49,369453 16,456484333
550 30,782433 15,3912165
551 134,554029 16,819253625
552 108,999681 18,1666135
553 36,542065 18,2710325
554 85,541374 17,1082748
555 50,625803 16,875267667
556 165,114952 18,346105778
557 36,011737 18,0058685
558 68,449366 17,1123415
559 64,708001 16,17700025
560 45,101015 15,033671667
561 94,06777 15,677961667
562 51,542601 17,180867
563 132,34173 18,905961429
564 84,110649 21,02766225
565 104,606888 20,9213776
566 182,718412 22,8398015
567 23,960818 23,960818
568 171,0452 24,435028571
569 77,169968 25,723322667
570 153,743919 25,6239865
571 77,059812 25,686604
572 74,319252 24,773084
573 71,306063 23,768687667
574 119,661869 23,9323738
575 93,973736 23,493434
576 90,845589 22,71139725
577 107,885826 21,5771652
578 62,189528 20,729842667
579 78,456081 19,61402025
580 37,133446 18,566723
581 35,633698 17,816849
582 33,630107 16,8150535
583 31,634119 15,8170595
584 58,867147 14,71678675
585 54,919682 13,7299205
586 38,13456 12,71152
587 46,925889 11,73147225
588 21,140056 10,570028
589 19,635723 9,8178615
590 26,20924 8,736413333
591 15,640432 7,820216
592 39,208324 7,8416648
593 23,340255 7,780085
594 26,791903 6,69797575
595 17,363172 5,787724
596 14,357018 4,785672667
597 18,090886 4,5227215
598 13,717041 4,572347
599 53,331049 5,925672111
600 32,868877 6,5737754
601 16,572604 5,524201333
602 13,580353 4,526784333
603 11,024165 3,674721667
604 7,532692 2,510897333
605 18,008081 3,6016162
606 17,579288 3,5158576
607 67,951997 7,550221889
608 31,62189 10,54063
609 18,924964 9,462482
610 62,347116 10,391186
611 27,75238 9,250793333
612 24,930876 8,310292
613 21,749928 7,249976
614 18,997122 6,332374
615 31,322359 6,2644718
616 12,514037 6,2570185
617 52,440485 7,491497857
618 60,714945 8,673563571
619 45,784995 9,156999
620 24,829749 8,276583
621 21,822753 7,274251
622 24,1723 8,057433333
623 127,412819 12,7412819
624 94,162801 15,693800167
625 79,384069 15,8768138
626 100,408743 16,7347905
627 66,825524 16,706381
628 71,243636 17,810909
629 33,772889 16,8864445
630 87,037404 17,4074808
631 50,817875 16,939291667
632 78,39934 15,679868
633 29,812695 14,9063475
634 68,919823 13,7839646
635 25,564942 12,782471
636 35,270519 11,756839667
637 32,218779 10,739593
638 28,956087 9,652029
639 17,810936 8,905468
640 23,714785 7,904928333
641 20,212842 6,737614
642 5,906605 5,906605                     
