Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.495	0.495	0.787	0.000	0.490	1.000
    1 --     2	3.108	1.146	1.824	1.183	3.625	4.000
    2 --     3	6.527	1.844	2.933	4.500	6.092	9.426
    3 --     4	9.746	1.321	2.103	8.000	9.810	11.363
    4 --     5	10.779	0.745	1.185	9.920	10.658	11.880
    5 --     6	12.146	1.661	2.642	9.367	12.722	13.771
    6 --     7	13.982	1.132	1.801	12.108	14.441	14.939
    7 --     8	15.411	2.043	3.251	13.446	14.881	18.436
    8 --     9	15.749	2.233	3.553	12.252	16.140	18.464
    9 --    10	15.483	2.865	4.559	11.153	16.099	18.582
   10 --    11	15.463	1.663	2.647	13.111	15.765	17.208
   11 --    12	15.453	1.389	2.210	13.276	15.894	16.751
   12 --    13	15.421	0.858	1.365	14.314	15.437	16.498
   13 --    14	15.322	1.291	2.054	13.101	15.985	16.215
   14 --    15	15.144	0.896	1.426	14.093	14.963	16.557
   15 --    16	14.934	1.321	2.102	13.251	15.122	16.242
   16 --    17	14.694	1.201	1.911	12.670	15.158	15.789
   17 --    18	14.524	1.160	1.845	13.100	14.331	16.332
   18 --    19	14.612	1.822	2.900	13.060	13.914	17.559
   19 --    20	14.823	1.149	1.829	13.533	14.648	16.463
   20 --    21	15.031	1.553	2.472	13.014	14.895	17.321
   21 --    22	14.820	2.043	3.251	11.990	14.769	17.751
   22 --    23	14.255	1.828	2.909	11.482	14.479	16.579
   23 --    24	14.730	1.887	3.003	12.333	14.639	17.309
   24 --    25	14.144	2.370	3.771	10.997	14.463	16.651
   25 --    26	14.481	2.433	3.872	11.862	14.464	17.135
   26 --    27	14.038	2.620	4.170	10.686	14.347	16.773
   27 --    28	13.471	2.570	4.090	9.532	14.228	15.898
   28 --    29	13.491	2.987	4.752	8.817	14.518	16.111
   29 --    30	13.533	4.014	6.388	7.867	13.875	18.515
   30 --    31	12.865	4.192	6.670	6.814	13.201	18.242
   31 --    32	12.342	4.415	7.026	5.611	13.271	17.213
   32 --    33	12.412	4.446	7.074	5.762	13.401	17.084
   33 --    34	12.915	4.762	7.578	5.964	14.069	17.558
   34 --    35	13.545	4.839	7.700	7.170	14.352	18.304
   35 --    36	13.751	3.699	5.887	9.636	13.812	17.744
   36 --    37	14.063	3.385	5.387	8.987	14.587	18.093
