Interval	Avg	Std	CI=0.95	Min	Median	Max
  189 --   190	23.350	7.468	9.273	9.651	25.776	29.893
  190 --   191	22.987	7.594	9.429	9.279	24.797	29.923
  191 --   192	23.100	8.497	10.550	8.103	23.948	31.444
  192 --   193	23.995	8.623	10.707	9.906	23.811	33.033
  193 --   194	23.737	8.171	10.146	10.319	24.943	32.365
  194 --   195	23.570	8.238	10.228	10.004	26.180	31.980
  195 --   196	23.443	7.250	9.002	11.648	27.144	30.128
  196 --   197	23.869	6.452	8.011	13.493	26.239	31.051
  197 --   198	24.199	5.778	7.174	14.056	25.499	30.320
  198 --   199	24.075	6.392	7.937	13.210	24.780	31.116
  199 --   200	24.047	5.602	6.956	15.537	23.791	31.124
  200 --   201	24.699	5.376	6.675	17.174	23.107	31.804
  201 --   202	24.169	5.583	6.932	16.559	22.334	30.613
  202 --   203	23.651	6.152	7.638	15.367	22.176	31.633
  203 --   204	23.472	5.549	6.891	17.175	21.741	30.957
  204 --   205	23.795	5.058	6.281	17.154	22.365	30.078
  205 --   206	23.553	5.359	6.654	16.182	21.558	29.748
  206 --   207	23.260	5.687	7.061	15.253	21.602	29.745
  207 --   208	23.154	5.242	6.509	15.683	21.540	29.428
  208 --   209	23.189	5.793	7.192	15.214	21.077	31.028
  209 --   210	24.037	6.003	7.454	15.913	24.379	32.354
  210 --   211	24.965	6.616	8.215	16.513	27.077	34.178
  211 --   212	25.351	6.611	8.209	16.285	27.049	33.199
  212 --   213	24.898	6.479	8.044	16.200	27.471	31.948
  213 --   214	24.698	6.272	7.787	17.079	27.785	30.952
  214 --   215	25.102	6.262	7.776	17.183	29.555	30.729
  215 --   216	25.535	5.746	7.134	18.128	29.051	31.410
  216 --   217	25.774	5.215	6.475	19.187	29.160	31.012
  217 --   218	25.930	4.836	6.005	18.936	29.145	30.165
  218 --   219	25.723	4.819	5.984	18.434	29.151	30.142
  219 --   220	25.925	5.681	7.054	16.664	29.280	31.341
  220 --   221	25.997	5.949	7.386	15.869	29.260	31.130
  221 --   222	25.100	5.981	7.427	14.487	28.319	30.173
  222 --   223	24.915	5.264	6.536	15.873	27.477	29.875
  223 --   224	24.731	5.047	6.267	16.664	28.049	29.824
  224 --   225	24.445	4.900	6.084	17.299	26.908	29.207
  225 --   226	23.848	4.922	6.112	16.811	26.951	28.278
  226 --   227	23.195	5.226	6.489	15.632	27.332	27.473
  227 --   228	22.606	5.554	6.896	14.919	26.364	27.939
  228 --   229	22.119	5.321	6.607	15.233	25.281	28.116
  229 --   230	21.878	5.970	7.413	13.979	24.712	28.253
  230 --   231	22.563	6.188	7.684	13.723	26.300	28.973
  231 --   232	22.880	6.667	8.278	13.537	26.195	31.393
  232 --   233	22.849	6.142	7.626	15.775	25.099	31.880
  233 --   234	23.944	4.980	6.184	18.090	24.531	32.273
  234 --   235	23.988	4.507	5.596	18.482	24.490	31.246
  235 --   236	24.755	5.287	6.564	17.648	27.600	31.335
  236 --   237	24.559	5.684	7.058	16.807	27.787	31.389
  237 --   238	23.918	6.105	7.581	15.787	26.679	30.373
  238 --   239	23.350	6.270	7.785	14.753	26.027	30.070
  239 --   240	23.262	6.073	7.541	15.611	26.635	29.887
  240 --   241	22.957	5.982	7.428	15.228	26.899	29.007
  241 --   242	23.275	5.388	6.690	15.723	26.089	29.099
  242 --   243	23.427	5.053	6.274	16.943	25.044	29.213
  243 --   244	23.807	4.806	5.968	17.717	24.283	29.345
  244 --   245	23.604	5.237	6.503	17.614	23.062	30.311
  245 --   246	24.077	4.606	5.719	17.553	25.664	29.316
  246 --   247	23.936	4.769	5.922	16.638	26.940	28.373
  247 --   248	23.532	4.923	6.112	16.553	25.981	29.142
  248 --   249	23.215	5.224	6.487	16.476	25.331	29.748
  249 --   250	22.983	5.882	7.303	15.565	24.399	29.788
  250 --   251	22.119	6.220	7.723	14.311	23.343	29.320
  251 --   252	22.537	6.619	8.219	13.254	23.704	30.605
  252 --   253	22.829	6.564	8.150	13.323	23.505	30.149
  253 --   254	22.833	6.709	8.331	13.561	24.241	30.564
  254 --   255	22.179	7.163	8.893	12.502	23.195	31.320
  255 --   256	21.500	7.367	9.147	12.097	22.300	30.256
  256 --   257	21.829	7.760	9.636	12.336	21.085	31.401
  257 --   258	22.254	7.439	9.237	13.496	20.197	31.401
  258 --   259	22.900	8.202	10.184	13.075	19.294	33.320
  259 --   260	22.543	8.165	10.138	11.947	19.819	32.421
  260 --   261	22.552	8.083	10.036	11.055	20.613	31.847
  261 --   262	22.022	8.120	10.083	10.145	20.316	31.381
  262 --   263	21.327	7.145	8.872	11.241	19.314	29.538
  263 --   264	21.514	6.561	8.146	12.341	18.764	29.610
  264 --   265	21.639	5.999	7.449	13.213	21.056	29.619
  265 --   266	21.548	6.029	7.486	14.196	19.927	28.831
  266 --   267	21.544	7.061	8.768	13.250	19.051	30.131
  267 --   268	21.887	6.812	8.458	13.520	18.079	31.381
  268 --   269	21.430	6.595	8.189	13.113	18.589	30.662
  269 --   270	21.631	7.349	9.125	12.391	18.141	32.280
  270 --   271	22.258	8.310	10.318	11.580	18.532	32.661
  271 --   272	22.234	7.968	9.894	11.810	18.471	32.037
  272 --   273	22.910	7.286	9.046	13.272	19.394	31.965
  273 --   274	23.777	7.779	9.658	13.645	19.955	33.030
  274 --   275	23.081	7.682	9.538	12.856	19.456	32.329
  275 --   276	22.693	7.672	9.525	11.906	20.010	31.778
  276 --   277	21.724	7.788	9.671	10.619	18.925	30.918
