Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.436	0.536	0.666	0.000	0.000	1.178
    1 --     2	2.512	1.644	2.041	0.000	2.000	4.667
    2 --     3	5.940	3.482	4.323	1.000	6.111	11.521
    3 --     4	10.492	4.369	5.424	4.690	12.089	15.617
    4 --     5	11.436	3.112	3.863	6.667	12.897	14.761
    5 --     6	12.706	2.969	3.687	7.938	12.235	16.744
    6 --     7	13.558	3.649	4.531	8.569	12.425	18.142
    7 --     8	14.947	3.586	4.453	10.713	15.178	19.744
    8 --     9	15.234	3.307	4.107	10.046	15.323	18.899
    9 --    10	15.146	2.709	3.364	11.881	14.463	18.716
   10 --    11	15.341	2.664	3.308	12.290	14.451	19.729
   11 --    12	15.421	3.576	4.440	11.499	14.362	21.819
   12 --    13	15.893	4.577	5.683	10.182	13.500	22.393
   13 --    14	16.562	5.494	6.822	10.658	13.932	24.665
   14 --    15	16.960	5.087	6.316	11.394	14.360	25.149
   15 --    16	17.247	5.693	7.068	10.650	14.519	27.152
   16 --    17	17.229	6.182	7.675	9.407	15.055	27.821
   17 --    18	17.518	6.623	8.223	9.147	16.201	27.912
   18 --    19	17.710	6.588	8.180	11.112	14.932	28.603
   19 --    20	17.598	6.378	7.919	11.046	14.611	28.256
   20 --    21	17.395	6.911	8.581	10.412	15.300	29.383
   21 --    22	17.075	7.101	8.818	10.703	14.322	29.661
   22 --    23	16.911	7.950	9.871	8.794	13.406	30.605
   23 --    24	16.863	8.071	10.021	9.619	12.062	31.021
   24 --    25	17.067	8.642	10.731	9.600	11.705	32.595
   25 --    26	17.795	8.430	10.467	9.959	14.526	31.951
   26 --    27	17.766	8.501	10.555	9.145	14.239	30.865
   27 --    28	17.093	8.975	11.144	8.236	13.238	31.407
   28 --    29	16.611	9.745	12.100	7.120	12.361	32.408
   29 --    30	16.408	9.555	11.864	6.967	10.990	32.168
   30 --    31	16.620	9.956	12.362	6.278	10.908	33.341
   31 --    32	16.756	9.542	11.848	5.447	13.426	32.176
   32 --    33	16.193	9.618	11.942	4.415	12.360	31.331
   33 --    34	17.191	11.163	13.860	3.733	11.392	32.155
   34 --    35	17.147	11.631	14.442	3.822	10.458	31.314
   35 --    36	16.531	11.376	14.125	2.816	10.020	30.389
   36 --    37	16.664	11.170	13.869	3.237	10.463	31.083
   37 --    38	16.572	10.657	13.232	2.670	11.602	30.253
   38 --    39	16.891	11.108	13.792	3.736	10.768	31.368
   39 --    40	17.551	10.592	13.152	6.666	10.409	30.701
   40 --    41	17.345	10.646	13.219	7.986	9.065	31.122
   41 --    42	17.437	10.873	13.500	7.757	9.707	31.189
   42 --    43	17.089	11.264	13.986	6.853	9.568	31.436
   43 --    44	16.490	11.440	14.204	5.702	8.824	31.824
   44 --    45	16.806	11.594	14.396	4.841	9.335	31.151
   45 --    46	17.463	11.186	13.889	4.345	11.018	31.987
   46 --    47	18.036	10.216	12.685	6.345	13.962	31.225
   47 --    48	18.451	9.206	11.431	9.096	13.699	30.344
   48 --    49	18.921	9.323	11.576	9.713	12.826	30.621
   49 --    50	18.384	9.606	11.928	8.819	11.698	30.146
   50 --    51	18.061	10.345	12.845	7.834	10.859	31.097
   51 --    52	17.595	10.881	13.511	6.708	10.104	31.762
   52 --    53	17.153	11.399	14.154	5.853	9.550	32.615
   53 --    54	17.104	11.923	14.804	4.931	9.762	32.373
   54 --    55	17.018	12.612	15.660	4.749	8.879	33.343
   55 --    56	17.526	12.322	15.300	6.142	8.795	32.797
   56 --    57	17.955	11.102	13.785	8.244	9.660	31.876
   57 --    58	18.470	10.587	13.145	8.013	13.038	31.845
   58 --    59	17.794	10.578	13.134	6.936	12.801	31.287
   59 --    60	17.036	10.820	13.435	6.448	11.581	30.495
   60 --    61	17.390	11.104	13.787	6.125	11.546	30.916
   61 --    62	17.483	10.902	13.536	5.247	12.985	30.847
   62 --    63	17.350	11.050	13.720	4.175	14.789	30.546
   63 --    64	17.075	11.207	13.916	3.229	15.822	30.288
   64 --    65	17.050	10.448	12.973	3.949	15.868	29.229
   65 --    66	18.556	9.919	12.316	7.891	16.416	30.987
   66 --    67	18.985	10.494	13.030	7.442	16.652	31.285
   67 --    68	19.435	11.085	13.764	6.515	15.562	34.554
   68 --    69	19.361	11.241	13.958	6.007	16.888	34.034
   69 --    70	18.728	11.410	14.168	4.625	17.767	33.041
   70 --    71	18.992	11.156	13.852	6.461	18.095	31.988
   71 --    72	18.780	10.641	13.212	6.409	19.280	30.955
   72 --    73	15.256	8.883	11.030	5.421	15.179	30.058
   73 --    74	18.426	10.556	13.107	6.505	18.379	31.447
   74 --    75	18.549	10.327	12.823	7.023	17.869	31.309
   75 --    76	18.664	10.693	13.277	6.790	17.854	31.146
   76 --    77	18.668	10.627	13.195	5.770	17.100	31.550
   77 --    78	18.191	10.628	13.196	4.821	16.962	30.368
   78 --    79	17.924	11.167	13.865	3.767	17.162	30.777
   79 --    80	17.930	11.556	14.348	3.196	18.222	31.075
   80 --    81	18.540	12.275	15.242	2.077	23.343	31.146
   81 --    82	18.413	12.747	15.828	1.652	24.994	30.802
   82 --    83	18.855	12.299	15.271	3.135	27.202	30.178
   83 --    84	18.968	11.538	14.327	4.837	26.117	29.928
   84 --    85	18.885	11.283	14.010	4.724	25.068	29.641
   85 --    86	18.621	11.411	14.168	4.612	26.150	28.943
   86 --    87	18.698	11.995	14.893	3.735	25.534	30.216
   87 --    88	18.798	11.802	14.655	4.129	27.202	29.206
   88 --    89	19.803	12.834	15.935	3.687	29.848	30.937
   89 --    90	20.825	12.903	16.021	4.067	29.941	32.367
   90 --    91	20.978	13.414	16.655	3.645	29.542	33.393
   91 --    92	20.295	13.510	16.775	2.863	28.555	32.926
   92 --    93	19.943	13.525	16.794	1.918	27.844	32.747
   93 --    94	21.390	13.056	16.211	2.098	31.566	32.385
   94 --    95	21.461	12.961	16.093	2.140	31.362	32.281
   95 --    96	21.589	12.989	16.128	2.838	31.615	32.495
   96 --    97	21.735	12.660	15.720	3.572	31.387	32.429
   97 --    98	22.332	12.337	15.319	4.357	31.504	33.423
   98 --    99	22.533	11.689	14.514	5.446	31.210	32.479
   99 --   100	21.906	11.442	14.207	5.289	30.078	32.332
  100 --   101	21.972	11.087	13.766	6.761	29.817	31.688
  101 --   102	21.459	11.032	13.698	6.804	29.115	31.992
  102 --   103	21.322	11.544	14.334	6.048	29.672	31.746
  103 --   104	22.025	11.409	14.166	7.465	30.257	33.077
  104 --   105	21.834	11.180	13.881	6.754	29.514	32.031
  105 --   106	22.054	10.804	13.415	8.614	28.759	31.975
  106 --   107	22.901	10.094	12.534	9.606	29.411	32.124
  107 --   108	22.285	10.330	12.826	8.869	29.430	31.365
  108 --   109	21.545	10.595	13.155	7.840	29.334	31.185
  109 --   110	21.435	11.235	13.950	6.808	29.336	31.787
  110 --   111	21.671	11.365	14.112	6.121	29.320	32.704
  111 --   112	21.418	11.734	14.570	5.715	29.999	31.798
  112 --   113	20.827	11.147	13.841	6.044	29.132	30.712
  113 --   114	21.286	11.597	14.399	5.742	29.200	32.109
  114 --   115	21.642	11.336	14.076	6.690	30.131	31.871
  115 --   116	22.132	10.911	13.548	7.852	29.240	31.974
  116 --   117	22.019	11.060	13.733	7.768	30.337	31.875
  117 --   118	21.033	10.828	13.445	6.763	29.066	30.916
  118 --   119	20.753	11.138	13.829	6.942	28.451	32.191
  119 --   120	20.711	10.404	12.919	6.402	27.970	31.125
  120 --   121	20.700	10.912	13.550	5.435	28.625	31.193
  121 --   122	20.694	11.684	14.508	4.437	29.646	31.041
  122 --   123	19.989	11.929	14.811	3.306	29.163	29.933
  123 --   124	19.638	12.517	15.541	2.291	28.427	31.228
  124 --   125	18.967	12.601	15.646	1.443	28.674	29.951
