Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.614	0.586	0.728	0.000	0.667	1.569
    1 --     2	5.074	0.960	1.191	3.285	5.490	6.095
    2 --     3	8.815	0.789	0.979	8.000	8.667	10.000
    3 --     4	11.577	2.100	2.608	8.000	11.523	13.879
    4 --     5	12.810	1.385	1.719	10.760	13.159	14.918
    5 --     6	12.535	1.599	1.986	9.683	12.496	14.292
    6 --     7	11.632	1.486	1.845	9.178	11.468	13.468
    7 --     8	11.714	2.819	3.500	7.979	10.590	16.166
    8 --     9	12.550	3.480	4.320	6.801	13.061	16.711
    9 --    10	12.344	3.536	4.391	6.208	14.039	15.954
   10 --    11	11.765	3.525	4.377	5.632	13.753	14.744
   11 --    12	11.616	4.363	5.417	4.629	13.806	16.219
   12 --    13	11.671	3.656	4.540	5.953	13.724	15.082
   13 --    14	11.287	3.490	4.333	4.820	12.531	14.571
   14 --    15	11.604	3.227	4.007	5.931	11.893	15.115
   15 --    16	11.432	2.681	3.328	7.090	10.787	14.421
   16 --    17	12.155	3.174	3.942	8.519	10.441	16.893
   17 --    18	13.150	2.584	3.208	10.789	11.570	16.643
   18 --    19	12.645	3.158	3.921	9.784	10.427	16.967
   19 --    20	12.202	3.178	3.946	9.226	10.268	16.248
   20 --    21	11.950	2.531	3.143	9.810	9.943	15.164
   21 --    22	12.222	2.657	3.300	9.556	11.121	15.699
   22 --    23	11.938	3.090	3.836	8.256	10.561	15.956
   23 --    24	12.172	3.461	4.298	7.179	11.424	16.823
   24 --    25	13.101	4.807	5.969	6.437	11.690	19.779
   25 --    26	12.806	5.400	6.705	5.789	10.556	19.765
   26 --    27	12.480	5.069	6.295	4.909	11.221	18.925
   27 --    28	11.797	4.686	5.818	4.858	10.833	17.848
   28 --    29	11.155	4.446	5.521	4.692	9.718	17.020
   29 --    30	10.823	4.361	5.415	3.519	11.518	15.966
   30 --    31	10.983	4.980	6.184	2.741	10.289	17.706
   31 --    32	11.890	6.185	7.680	1.590	11.004	19.563
   32 --    33	12.568	6.483	8.049	0.828	13.736	19.412
   33 --    34	12.856	6.848	8.503	0.422	14.652	19.957
   34 --    35	12.961	7.149	8.876	0.750	13.871	22.082
   35 --    36	12.287	7.274	9.031	0.465	12.696	22.483
   36 --    37	12.519	7.408	9.198	0.144	12.114	22.302
   37 --    38	12.882	7.086	8.798	2.571	11.275	23.440
   38 --    39	13.713	7.491	9.301	5.053	10.412	25.766
   39 --    40	14.530	8.091	10.046	6.053	10.996	27.542
   40 --    41	15.093	7.241	8.991	7.336	11.474	27.449
   41 --    42	15.518	6.957	8.638	7.917	12.272	27.447
   42 --    43	15.090	7.407	9.197	7.497	10.903	27.626
   43 --    44	15.305	7.833	9.726	8.941	10.299	29.230
   44 --    45	15.495	8.493	10.546	8.555	9.470	29.821
   45 --    46	15.640	8.423	10.459	7.677	10.334	28.598
   46 --    47	16.224	8.591	10.667	6.629	13.199	28.951
   47 --    48	15.914	9.233	11.464	5.659	12.203	30.314
   48 --    49	15.459	8.965	11.132	6.307	11.631	29.696
   49 --    50	15.467	8.330	10.343	6.631	11.967	28.697
   50 --    51	15.963	7.977	9.905	5.792	11.969	27.594
   51 --    52	16.315	7.964	9.889	5.038	13.538	27.577
   52 --    53	16.091	8.361	10.382	5.124	12.382	27.771
   53 --    54	16.203	7.674	9.529	6.744	12.258	26.723
   54 --    55	16.395	7.357	9.135	7.898	12.977	25.549
   55 --    56	17.285	7.234	8.982	9.765	14.331	27.675
   56 --    57	18.590	6.414	7.964	11.765	15.221	27.825
   57 --    58	18.247	6.103	7.578	11.754	14.854	26.737
   58 --    59	18.245	6.091	7.564	11.177	15.143	26.867
   59 --    60	18.789	6.132	7.614	9.961	17.524	26.569
   60 --    61	20.079	6.721	8.345	10.954	17.635	29.530
   61 --    62	19.543	6.634	8.237	10.082	18.685	28.866
   62 --    63	19.251	7.076	8.786	9.146	18.527	27.672
   63 --    64	19.546	8.206	10.190	8.200	18.600	29.649
   64 --    65	19.017	8.208	10.191	8.358	17.491	29.122
   65 --    66	18.216	7.985	9.915	8.061	16.972	28.038
   66 --    67	18.140	8.612	10.693	6.562	19.070	29.015
   67 --    68	19.085	8.697	10.799	7.693	20.145	31.593
   68 --    69	19.374	8.494	10.547	8.986	21.361	31.195
   69 --    70	19.041	9.520	11.821	7.745	22.266	30.236
   70 --    71	18.903	9.099	11.298	8.202	21.076	29.151
   71 --    72	18.518	9.032	11.215	7.814	20.087	28.299
   72 --    73	17.802	8.935	11.094	7.077	19.026	27.873
   73 --    74	17.796	8.934	11.094	7.065	20.299	28.041
   74 --    75	18.246	9.577	11.892	6.400	20.727	29.220
   75 --    76	18.904	10.185	12.646	5.310	24.300	28.821
   76 --    77	18.702	10.760	13.360	4.434	24.221	29.363
   77 --    78	18.212	10.688	13.271	3.378	22.985	28.905
   78 --    79	18.268	10.341	12.840	4.774	21.812	28.829
   79 --    80	18.987	10.251	12.728	6.671	20.731	30.945
   80 --    81	19.427	10.097	12.537	7.255	20.512	31.166
   81 --    82	18.793	10.453	12.979	6.011	20.103	30.245
   82 --    83	18.903	10.787	13.394	4.931	20.688	31.050
   83 --    84	18.827	10.258	12.737	4.938	19.968	30.256
   84 --    85	19.104	10.355	12.857	5.120	22.302	30.095
   85 --    86	19.745	10.475	13.006	4.031	24.620	31.095
   86 --    87	19.330	10.580	13.137	3.046	24.390	31.011
   87 --    88	18.893	10.460	12.988	3.658	23.602	31.293
   88 --    89	18.210	10.316	12.809	3.143	22.520	30.617
   89 --    90	18.282	9.838	12.216	3.538	21.577	31.046
   90 --    91	17.785	9.629	11.956	3.138	21.985	30.015
   91 --    92	17.887	10.312	12.804	2.263	23.378	30.560
   92 --    93	17.944	10.640	13.211	1.801	23.921	30.078
   93 --    94	18.920	10.605	13.168	4.282	25.289	29.123
   94 --    95	19.306	11.038	13.705	5.017	26.773	30.215
   95 --    96	18.999	11.243	13.960	4.406	26.761	29.098
   96 --    97	18.745	10.478	13.010	5.963	25.597	28.868
   97 --    98	19.549	9.290	11.535	7.963	24.772	30.005
   98 --    99	20.111	9.072	11.264	8.567	24.629	30.927
   99 --   100	20.098	9.315	11.566	8.931	24.226	31.289
  100 --   101	19.484	9.330	11.585	8.131	22.016	30.136
  101 --   102	19.805	9.410	11.684	7.130	22.317	30.029
  102 --   103	19.576	9.928	12.328	6.133	22.457	29.943
  103 --   104	19.339	9.611	11.934	7.580	21.965	30.281
  104 --   105	19.664	9.316	11.568	7.525	23.265	30.538
  105 --   106	19.158	9.533	11.837	7.009	22.292	31.135
  106 --   107	18.816	9.656	11.989	7.432	21.280	31.372
  107 --   108	18.997	9.768	12.129	7.007	21.973	31.416
  108 --   109	18.459	9.929	12.328	6.038	21.333	30.705
  109 --   110	17.849	10.389	12.899	5.026	20.267	31.046
  110 --   111	17.676	9.586	11.903	5.539	19.391	30.135
  111 --   112	18.468	9.165	11.379	7.125	20.815	30.021
  112 --   113	18.555	9.972	12.382	6.044	21.051	31.028
  113 --   114	18.939	10.311	12.803	5.169	22.001	31.520
  114 --   115	18.373	10.950	13.596	4.064	20.839	32.158
  115 --   116	18.221	10.734	13.329	3.011	22.329	31.163
  116 --   117	17.943	11.067	13.742	2.121	22.994	31.088
  117 --   118	18.158	11.968	14.860	0.959	25.347	31.141
  118 --   119	17.544	11.709	14.538	1.213	25.175	30.183
  119 --   120	17.138	11.878	14.748	1.219	24.135	31.214
  120 --   121	16.423	11.333	14.072	2.147	23.005	29.998
  121 --   122	15.697	11.684	14.507	1.033	22.175	30.200
  122 --   123	15.432	12.181	15.124	0.088	21.231	29.988
  123 --   124	15.473	11.906	14.783	1.133	20.660	29.649
  124 --   125	15.297	11.482	14.256	1.688	19.335	30.043
  125 --   126	15.207	11.042	13.710	0.904	20.043	29.078
  126 --   127	17.125	10.020	12.441	2.706	21.736	29.491
  127 --   128	16.646	9.744	12.099	3.001	20.642	29.139
  128 --   129	16.958	9.276	11.518	3.720	19.725	28.213
  129 --   130	17.407	9.560	11.870	3.412	18.668	28.875
  130 --   131	17.512	9.365	11.629	3.764	19.110	28.078
  131 --   132	18.743	10.243	12.719	2.705	20.731	29.910
  132 --   133	17.972	10.407	12.921	2.083	19.679	30.153
  133 --   134	17.765	10.806	13.418	1.657	19.114	30.549
  134 --   135	18.774	9.963	12.371	4.544	19.716	31.353
  135 --   136	19.059	9.634	11.962	5.899	18.730	31.154
  136 --   137	19.613	8.705	10.808	8.759	18.408	31.625
  137 --   138	19.265	8.653	10.744	7.825	19.143	31.163
  138 --   139	18.856	8.642	10.730	6.774	20.989	29.922
  139 --   140	19.066	8.835	10.970	7.342	21.508	29.897
  140 --   141	19.257	9.500	11.796	6.941	20.594	30.134
  141 --   142	19.054	9.669	12.006	6.163	19.653	30.808
  142 --   143	18.601	9.237	11.469	7.063	18.628	30.331
  143 --   144	18.392	9.563	11.875	5.960	17.657	31.509
  144 --   145	17.752	10.012	12.431	4.840	17.200	32.034
  145 --   146	17.094	10.620	13.186	3.832	15.945	33.153
  146 --   147	16.798	10.735	13.329	3.378	16.447	32.329
  147 --   148	17.140	10.482	13.015	3.555	18.385	31.099
  148 --   149	17.326	10.493	13.028	3.613	18.680	30.709
  149 --   150	17.180	10.926	13.566	3.193	19.068	31.087
  150 --   151	17.560	10.905	13.541	2.951	19.818	29.998
  151 --   152	18.336	10.318	12.811	4.358	20.997	29.789
  152 --   153	18.945	9.443	11.725	6.864	20.991	30.335
  153 --   154	18.470	9.669	12.005	5.555	21.731	29.658
  154 --   155	18.762	10.142	12.593	5.790	20.398	30.397
  155 --   156	18.148	9.896	12.287	5.935	19.320	29.392
  156 --   157	18.246	9.949	12.353	5.791	18.948	30.845
  157 --   158	19.020	9.569	11.881	7.782	21.771	31.331
  158 --   159	19.013	9.252	11.487	6.770	22.402	30.182
  159 --   160	19.302	9.202	11.426	7.717	21.475	31.212
  160 --   161	19.232	8.928	11.085	6.916	20.646	30.107
  161 --   162	18.808	9.200	11.424	5.451	20.847	30.223
  162 --   163	18.986	9.749	12.105	5.718	20.817	30.052
  163 --   164	19.141	9.223	11.452	7.811	20.155	29.192
  164 --   165	19.559	9.765	12.125	6.962	20.949	30.770
  165 --   166	19.784	9.599	11.918	7.827	22.429	31.142
  166 --   167	19.833	10.497	13.034	6.428	24.810	30.546
  167 --   168	19.340	10.960	13.609	5.862	24.841	31.191
  168 --   169	18.664	10.739	13.335	5.326	23.945	30.596
  169 --   170	19.174	10.624	13.192	6.511	22.860	31.299
  170 --   171	18.571	10.882	13.512	5.503	21.925	30.037
  171 --   172	18.727	10.859	13.484	5.332	21.076	30.692
  172 --   173	18.940	10.448	12.973	6.550	19.887	30.836
  173 --   174	19.479	9.315	11.566	8.132	18.744	30.247
  174 --   175	19.294	9.280	11.522	7.501	18.604	30.159
  175 --   176	19.299	9.430	11.710	7.396	18.855	31.261
  176 --   177	19.327	9.259	11.496	8.268	19.189	31.749
  177 --   178	19.419	8.528	10.589	8.760	19.190	31.331
  178 --   179	19.339	8.412	10.445	7.678	20.203	30.880
  179 --   180	19.911	8.671	10.766	6.618	21.224	31.335
  180 --   181	19.842	9.068	11.259	5.510	22.433	30.157
  181 --   182	19.251	9.570	11.882	4.758	20.457	30.131
  182 --   183	19.382	9.367	11.630	5.638	21.379	30.035
  183 --   184	19.370	9.357	11.618	5.100	21.679	29.283
  184 --   185	19.335	9.199	11.423	6.447	20.573	30.637
  185 --   186	18.968	9.324	11.577	5.409	19.675	31.192
  186 --   187	18.633	9.631	11.959	4.580	18.919	31.218
  187 --   188	18.398	10.125	12.572	3.992	17.826	31.040
  188 --   189	17.564	10.759	13.359	2.515	16.611	30.952
  189 --   190	17.340	11.275	14.000	1.548	15.976	31.333
  190 --   191	17.082	10.671	13.250	1.578	15.957	30.170
  191 --   192	17.744	10.676	13.256	1.937	15.615	30.366
  192 --   193	18.032	10.943	13.588	0.446	16.553	30.122
  193 --   194	18.623	10.837	13.456	1.579	18.606	30.517
  194 --   195	18.511	11.349	14.092	1.395	17.220	31.508
  195 --   196	18.114	10.625	13.192	1.754	16.799	30.157
  196 --   197	18.799	10.231	12.703	3.979	15.687	30.804
  197 --   198	19.073	10.397	12.910	3.690	15.466	31.315
  198 --   199	18.690	10.210	12.678	3.557	15.043	30.169
  199 --   200	18.999	10.122	12.568	5.066	14.891	30.848
  200 --   201	18.167	9.845	12.225	5.085	13.782	29.806
  201 --   202	17.928	9.884	12.273	5.427	13.408	30.054
  202 --   203	19.064	9.544	11.851	5.807	17.052	30.427
  203 --   204	19.014	9.030	11.212	7.139	16.744	29.440
  204 --   205	19.671	9.886	12.275	7.070	16.417	31.862
  205 --   206	19.727	9.350	11.609	7.575	15.860	31.075
  206 --   207	19.667	9.679	12.018	6.387	15.243	31.043
  207 --   208	18.983	10.100	12.541	5.130	14.475	31.071
  208 --   209	18.716	9.980	12.391	4.246	15.171	30.619
  209 --   210	19.053	10.622	13.190	3.134	15.792	31.253
  210 --   211	18.305	10.421	12.940	2.317	16.522	29.947
  211 --   212	18.896	10.666	13.244	2.471	18.220	30.715
  212 --   213	18.875	10.874	13.502	2.597	18.017	31.457
  213 --   214	19.287	10.323	12.818	4.116	20.761	30.861
  214 --   215	20.225	10.649	13.222	6.067	21.365	31.879
  215 --   216	19.559	10.518	13.060	5.609	21.702	30.949
  216 --   217	19.818	10.171	12.629	6.774	22.239	31.593
  217 --   218	20.600	9.420	11.697	7.430	22.642	31.332
  218 --   219	20.316	9.258	11.496	6.175	22.316	30.183
  219 --   220	20.513	9.865	12.249	5.783	23.149	30.917
  220 --   221	20.031	9.294	11.540	7.117	22.300	30.033
  221 --   222	20.300	9.212	11.438	9.331	21.171	30.375
  222 --   223	19.799	9.212	11.438	9.260	20.486	30.324
  223 --   224	19.237	9.710	12.056	7.845	21.171	29.720
  224 --   225	19.544	8.979	11.148	8.641	20.055	29.466
  225 --   226	19.424	9.175	11.392	8.262	18.945	30.515
  226 --   227	18.864	9.841	12.219	7.130	17.999	30.317
  227 --   228	18.821	9.439	11.720	8.188	17.628	30.244
  228 --   229	19.740	8.799	10.925	9.886	16.756	30.804
  229 --   230	20.769	8.592	10.669	11.212	17.331	31.316
