Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	1.219	1.494	1.855	0.000	0.000	3.097
    1 --     2	5.571	2.026	2.516	3.143	4.880	8.500
    2 --     3	9.767	1.715	2.129	8.000	9.600	12.859
    3 --     4	12.295	0.532	0.661	11.615	12.356	12.969
    4 --     5	12.743	1.502	1.865	10.422	13.091	14.962
    5 --     6	12.364	1.730	2.148	9.531	12.257	14.314
    6 --     7	14.426	1.116	1.385	12.348	14.523	15.401
    7 --     8	17.515	0.900	1.117	16.461	17.052	18.660
    8 --     9	18.222	1.777	2.206	15.154	18.378	20.554
    9 --    10	18.063	2.002	2.485	15.248	17.682	20.898
   10 --    11	18.223	1.194	1.482	16.623	17.820	19.915
   11 --    12	17.533	1.061	1.318	15.704	18.002	18.780
   12 --    13	18.580	1.750	2.172	16.055	19.337	20.980
   13 --    14	18.019	2.114	2.625	14.947	18.842	20.668
   14 --    15	17.337	2.479	3.078	14.163	17.613	21.214
   15 --    16	16.456	2.594	3.221	13.332	16.687	20.612
   16 --    17	16.157	2.707	3.361	12.203	15.803	20.092
   17 --    18	16.458	4.041	5.018	11.437	14.643	21.569
   18 --    19	16.837	5.503	6.833	10.433	13.641	23.818
   19 --    20	16.445	6.482	8.049	9.216	12.612	26.186
   20 --    21	15.772	6.864	8.522	8.323	11.912	26.686
   21 --    22	15.931	7.870	9.772	7.196	11.293	27.616
   22 --    23	16.376	8.710	10.814	6.441	12.420	29.142
   23 --    24	16.396	9.530	11.833	5.444	12.616	29.471
   24 --    25	16.951	10.131	12.579	4.938	15.632	31.642
   25 --    26	17.357	8.872	11.016	6.723	16.350	30.564
   26 --    27	17.499	8.696	10.798	5.914	15.249	31.133
   27 --    28	16.638	9.104	11.304	4.846	14.007	31.162
   28 --    29	16.194	9.917	12.313	3.796	13.021	32.665
   29 --    30	18.216	9.103	11.303	9.463	14.323	32.727
   30 --    31	19.998	7.689	9.548	11.443	16.827	31.783
   31 --    32	19.824	8.076	10.028	11.457	16.551	32.348
   32 --    33	19.237	7.926	9.841	11.703	15.789	31.570
   33 --    34	19.119	7.317	9.085	10.838	14.912	30.658
   34 --    35	19.915	7.438	9.236	9.619	17.948	31.991
   35 --    36	20.526	7.162	8.893	8.915	20.677	31.351
   36 --    37	20.282	7.460	9.262	7.910	21.639	30.975
   37 --    38	20.467	7.711	9.574	8.056	21.523	31.396
   38 --    39	19.851	7.073	8.783	8.967	20.391	30.189
   39 --    40	20.422	6.928	8.603	9.707	22.240	30.737
   40 --    41	20.998	6.620	8.220	11.159	22.521	30.350
   41 --    42	20.803	6.725	8.350	10.791	23.476	29.401
   42 --    43	21.508	7.833	9.726	9.833	24.643	30.480
   43 --    44	22.088	7.402	9.191	9.613	26.285	29.309
   44 --    45	23.191	6.699	8.317	11.785	25.300	30.631
   45 --    46	22.758	7.150	8.878	10.829	24.531	31.268
   46 --    47	22.942	6.641	8.246	12.688	25.179	31.550
   47 --    48	23.156	6.240	7.748	14.504	25.860	31.475
   48 --    49	22.959	5.796	7.197	14.760	25.427	30.350
   49 --    50	23.979	5.144	6.387	16.764	24.507	31.310
   50 --    51	24.058	4.416	5.483	17.319	23.728	30.308
   51 --    52	24.532	4.487	5.572	16.859	24.407	30.490
   52 --    53	25.653	3.745	4.650	19.113	26.082	30.344
   53 --    54	25.318	3.580	4.445	19.030	25.476	29.284
   54 --    55	25.944	3.379	4.196	20.675	25.462	29.775
   55 --    56	26.679	2.544	3.158	23.050	26.374	29.555
   56 --    57	26.638	3.267	4.057	21.914	26.772	30.967
   57 --    58	27.238	4.061	5.042	21.591	28.870	31.910
   58 --    59	27.267	4.449	5.525	21.638	29.976	32.457
   59 --    60	27.438	4.476	5.558	21.750	28.924	32.520
   60 --    61	27.873	3.397	4.217	22.975	29.169	31.895
   61 --    62	28.119	3.139	3.898	23.699	30.018	31.525
   62 --    63	28.754	2.245	2.788	25.723	29.771	31.574
   63 --    64	28.679	1.913	2.375	25.366	28.845	31.287
   64 --    65	29.450	1.511	1.876	27.761	29.925	31.783
   65 --    66	29.334	1.802	2.237	26.688	29.286	31.734
   66 --    67	29.331	1.189	1.476	27.498	29.984	30.689
   67 --    68	29.685	0.994	1.234	28.017	29.694	30.754
   68 --    69	29.226	1.158	1.438	27.642	28.901	31.169
   69 --    70	29.860	0.871	1.082	28.895	29.414	31.327
   70 --    71	29.712	1.109	1.377	28.668	29.364	31.683
   71 --    72	29.698	1.061	1.317	28.484	29.144	31.341
   72 --    73	30.118	0.661	0.821	28.856	30.335	30.764
   73 --    74	29.792	1.286	1.597	27.736	29.759	31.540
   74 --    75	30.209	0.830	1.031	28.827	30.372	31.379
   75 --    76	30.474	0.802	0.996	29.128	30.749	31.418
   76 --    77	30.321	1.013	1.258	28.767	30.099	31.498
   77 --    78	30.593	0.972	1.207	28.718	30.834	31.483
