Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	1684.800	167.534	266.583	1476.800	1658.800	1944.800
    1 --     2	1653.600	147.812	235.202	1424.800	1684.800	1820.000
    2 --     3	1609.400	111.376	177.224	1497.600	1575.600	1788.800
    3 --     4	1411.800	274.802	437.271	1019.200	1471.600	1684.800
    4 --     5	1539.200	182.815	290.900	1300.000	1560.000	1736.800
    5 --     6	1651.000	110.645	176.061	1497.600	1653.600	1799.200
    6 --     7	1687.400	182.427	290.281	1414.400	1705.600	1924.000
    7 --     8	1534.000	33.296	52.982	1497.600	1528.800	1580.800
    8 --     9	1547.000	105.900	168.511	1372.800	1580.800	1653.600
    9 --    10	1541.800	146.595	233.265	1289.600	1612.000	1653.600
   10 --    11	1669.200	101.233	161.085	1539.200	1684.800	1768.000
   11 --    12	1677.000	195.450	311.005	1341.600	1768.000	1830.400
   12 --    13	1658.800	129.583	206.196	1570.400	1591.200	1882.400
   13 --    14	1794.000	167.937	267.225	1591.200	1788.800	2007.200
   14 --    15	1578.200	196.554	312.761	1352.000	1586.000	1788.800
   15 --    16	1539.200	167.211	266.069	1258.400	1601.600	1695.200
   16 --    17	1710.800	84.009	133.676	1612.000	1716.000	1799.200
   17 --    18	1554.800	154.695	246.154	1289.600	1627.600	1674.400
   18 --    19	1586.000	112.373	178.810	1414.400	1612.000	1705.600
   19 --    20	1708.200	188.119	299.339	1404.000	1768.000	1892.800
   20 --    21	1518.400	158.749	252.605	1300.000	1528.800	1716.000
   21 --    22	1705.600	167.534	266.583	1476.800	1710.800	1924.000
   22 --    23	1645.800	118.664	188.820	1518.400	1638.000	1788.800
   23 --    24	1593.800	43.116	68.607	1539.200	1591.200	1653.600
   24 --    25	1632.800	66.997	106.608	1528.800	1648.400	1705.600
   25 --    26	1658.800	33.296	52.982	1622.400	1653.600	1705.600
   26 --    27	1523.600	70.728	112.543	1466.400	1492.400	1643.200
   27 --    28	1625.000	88.972	141.574	1528.800	1601.600	1768.000
   28 --    29	1604.200	80.684	128.386	1497.600	1606.800	1705.600
   29 --    30	1627.600	190.422	303.004	1456.000	1554.800	1944.800
   30 --    31	1661.400	189.978	302.297	1393.600	1705.600	1840.800
   31 --    32	1638.000	108.205	172.178	1508.000	1622.400	1799.200
   32 --    33	1474.200	126.815	201.791	1341.600	1440.400	1674.400
   33 --    34	1640.600	78.647	125.145	1570.400	1612.000	1768.000
   34 --    35	1487.200	58.370	92.879	1393.600	1502.800	1549.600
   35 --    36	1375.400	71.061	113.075	1258.400	1398.800	1445.600
   36 --    37	1549.600	81.890	130.305	1466.400	1528.800	1674.400
   37 --    38	1604.200	159.323	253.518	1466.400	1544.400	1861.600
   38 --    39	1596.400	247.697	394.141	1341.600	1534.000	1976.000
   39 --    40	1614.600	99.312	158.027	1508.000	1591.200	1768.000
   40 --    41	1489.800	130.597	207.808	1268.800	1549.600	1591.200
   41 --    42	1718.600	107.169	170.530	1591.200	1710.800	1861.600
   42 --    43	1638.000	136.889	217.822	1497.600	1606.800	1840.800
   43 --    44	1562.600	92.254	146.797	1476.800	1528.800	1716.000
   44 --    45	1788.800	81.227	129.250	1716.000	1757.600	1924.000
   45 --    46	1531.400	103.053	163.981	1414.400	1508.000	1695.200
   46 --    47	1513.200	146.618	233.302	1289.600	1549.600	1664.000
   47 --    48	1638.000	52.259	83.156	1580.800	1638.000	1695.200
   48 --    49	1679.600	101.500	161.509	1570.400	1669.200	1809.600
   49 --    50	1534.000	87.168	138.704	1424.800	1523.600	1664.000
   50 --    51	1622.400	90.963	144.742	1539.200	1596.400	1757.600
   51 --    52	1513.200	39.942	63.557	1466.400	1508.000	1570.400
   52 --    53	1687.400	76.909	122.379	1601.600	1674.400	1799.200
   53 --    54	1757.600	144.481	229.902	1560.000	1757.600	1955.200
   54 --    55	1456.000	113.926	181.282	1289.600	1476.800	1580.800
   55 --    56	1632.800	177.563	282.542	1393.600	1627.600	1882.400
   56 --    57	1718.600	192.101	305.676	1528.800	1653.600	2038.400
   57 --    58	1539.200	92.144	146.622	1383.200	1575.600	1622.400
