"1","2018-04-06T11:43:17.797Z","2018-04-06T11:53:22.777Z","ATC","http://10.0.0.2/dash.js-B2/files/dash.edgesuite.net/dash264/TestCases/1b/qualcomm/1/MultiRate.mpd","video","3"
"2","2018-04-06T11:43:17.797Z","2018-04-06T11:53:22.805Z","ATC","http://10.0.0.2/dash.js-B2/files/dash.edgesuite.net/dash264/TestCases/1b/qualcomm/1/MultiRate.mpd","audio","3"
