0	0.002899
1	0.003351
2	0.003027
3	0.003320
4	0.002962
5	0.003815
6	0.003806
7	0.003362
8	0.002514
9	0.003469
10	0.002747
11	0.003495
12	0.004177
13	0.003706
14	0.003152
15	0.005021
16	0.003443
17	0.003934
18	0.003019
19	0.003125
20	0.003498
21	0.003155
22	0.003758
23	0.002425
24	0.003256
25	0.003226
26	0.003071
27	0.002938
28	0.003119
29	0.004069
30	0.004006
31	0.003810
32	0.003312
33	0.003109
34	0.003700
35	0.003095
36	0.003315
37	0.004551
38	0.003781
39	0.003276
40	0.003028
41	0.003372
42	0.003144
43	0.003502
44	0.003825
45	0.002381
46	0.003914
47	0.003227
48	0.003654
49	0.003458
50	0.004273
51	0.003252
52	0.003838
53	0.003088
54	0.003202
55	0.003596
56	0.002882
57	0.003986
58	0.004456
59	0.003131
60	0.003200
61	0.003795
62	0.004179
63	0.002992
64	0.003741
65	0.003144
66	0.002213
67	0.003195
68	0.003772
69	0.002345
70	0.003150
71	0.003728
72	0.003684
73	0.003055
74	0.003666
75	0.004192
76	0.003434
77	0.002849
78	0.003215
79	0.003433
80	0.002566
81	0.002776
82	0.002993
83	0.002511
84	0.003535
85	0.003859
86	0.003591
87	0.003550
88	0.003482
89	0.003159
90	0.003241
91	0.002892
92	0.003463
93	0.002430
94	0.003906
95	0.004267
96	0.005338
97	0.003220
98	0.003332
99	0.003430
100	0.004222
101	0.002864
102	0.003597
103	0.004861
104	0.003314
105	0.002686
106	0.002992
107	0.003124
108	0.002457
109	0.003050
110	0.003375
111	0.003410
112	0.003454
113	0.004320
114	0.003879
115	0.004016
116	0.002889
117	0.003262
118	0.004223
119	0.002274
120	0.003140
121	0.003090
122	0.004659
123	0.002878
124	0.003121
125	0.003183
126	0.002844
127	0.003429
128	0.003017
129	0.003133
130	0.002849
131	0.002870
132	0.004496
133	0.004029
134	0.004254
135	0.004094
136	0.004045
137	0.003588
138	0.003000
139	0.002969
140	0.003847
141	0.003088
142	0.003949
143	0.004433
144	0.003118
145	0.004228
146	0.003402
147	0.003146
148	0.002588
149	0.005075
150	0.003513
151	0.003968
152	0.004443
153	0.004092
154	0.003600
155	0.002701
156	0.003319
157	0.004002
158	0.003767
159	0.003159
160	0.003011
161	0.003537
162	0.003735
163	0.003473
164	0.002664
165	0.003444
166	0.004487
167	0.003619
168	0.003485
169	0.004524
170	0.004205
171	0.003859
172	0.004914
173	0.003303
174	0.003914
175	0.004183
176	0.003925
177	0.003792
178	0.002668
179	0.003222
180	0.003756
181	0.003029
182	0.003994
183	0.003235
184	0.003331
185	0.004301
186	0.004885
187	0.004430
188	0.003557
189	0.003636
190	0.003642
191	0.002652
192	0.002810
193	0.004807
194	0.004294
195	0.003820
196	0.004572
197	0.004337
198	0.004417
199	0.003188
200	0.003423
201	0.004391
202	0.003717
203	0.003108
204	0.004479
205	0.003182
206	0.002624
207	0.004011
208	0.003327
209	0.004004
210	0.002782
211	0.003262
212	0.003623
213	0.004330
214	0.003511
215	0.003044
216	0.004027
217	0.004268
218	0.002745
219	0.003225
220	0.003381
221	0.002846
222	0.002573
223	0.004643
224	0.003545
225	0.004011
226	0.003242
227	0.003171
228	0.003247
229	0.003574
230	0.003392
231	0.003990
232	0.002635
233	0.003008
234	0.003349
235	0.002988
236	0.003323
237	0.003811
238	0.004489
239	0.004096
240	0.004452
241	0.003889
242	0.004354
243	0.003579
244	0.003043
245	0.004763
246	0.004009
247	0.003717
248	0.003320
249	0.003435
250	0.003544
251	0.003913
252	0.004204
253	0.003048
254	0.004046
255	0.003326
256	0.003552
257	0.003098
258	0.005409
259	0.003483
260	0.002784
261	0.004365
262	0.003889
263	0.003058
264	0.003847
265	0.002979
266	0.003041
267	0.005276
268	0.003723
269	0.004012
270	0.002468
271	0.003873
272	0.003797
273	0.003875
274	0.004826
275	0.003633
276	0.003249
277	0.003391
278	0.002448
279	0.003620
