Time 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 1-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 5-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 0.001039 0.006062 0.007699 0.006435 0.005827 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.027062
1.000000 0.000520 0.001552 0.001778 0.001476 0.003052 0.000724 0.001297 0.002457 0.004109 0.003103 0.000000 0.000000 0.000000 0.000000 0.000000 0.020068
2.000000 0.001210 0.005921 0.006032 0.005267 0.005104 0.001234 0.006355 0.006431 0.005234 0.006028 0.000000 0.000000 0.000000 0.000000 0.000000 0.048816
3.000000 0.000989 0.006265 0.005925 0.005414 0.005574 0.000983 0.006956 0.007977 0.008298 0.005936 0.000000 0.000000 0.000000 0.000000 0.000000 0.054317
4.000000 0.001099 0.005272 0.004693 0.006439 0.005466 0.001068 0.009053 0.010408 0.009009 0.008181 0.000000 0.000000 0.000000 0.000000 0.000000 0.060688
5.000000 0.001095 0.005564 0.005364 0.005212 0.005971 0.001108 0.008107 0.009864 0.009712 0.008504 0.000000 0.000000 0.000000 0.000000 0.000000 0.060501
6.000000 0.001152 0.005289 0.006707 0.006483 0.006022 0.001151 0.008075 0.010682 0.010035 0.008586 0.000000 0.000000 0.000000 0.000000 0.000000 0.064182
7.000000 0.001255 0.004921 0.008071 0.005602 0.005382 0.001313 0.008546 0.011919 0.008809 0.008128 0.006372 0.000000 0.000000 0.000000 0.000000 0.070318
8.000000 0.001210 0.006535 0.007283 0.005357 0.005407 0.001220 0.008064 0.009855 0.008308 0.009355 0.029461 0.011633 0.000000 0.000000 0.000000 0.103688
9.000000 0.001200 0.006580 0.007445 0.008213 0.005200 0.001192 0.009189 0.008688 0.009474 0.009837 0.017280 0.034736 0.000000 0.000000 0.000000 0.119034
10.000000 0.001334 0.006960 0.008802 0.007588 0.006421 0.001329 0.008461 0.009394 0.009041 0.010087 0.022785 0.049582 0.000000 0.000000 0.006109 0.147893
11.000000 0.001262 0.008186 0.010729 0.008250 0.005974 0.001138 0.008883 0.010812 0.010198 0.008186 0.066657 0.092032 0.000000 0.000000 0.472392 0.704699
12.000000 0.001604 0.077756 0.000000 0.016067 0.015299 0.001488 0.013372 1.014785 0.013281 0.228207 1.100533 1.061537 0.000000 0.000000 0.213564 3.757493
13.000000 0.000807 0.008926 0.016571 0.007022 0.008205 0.000858 0.017681 0.008975 0.008247 0.012384 0.017463 0.021207 0.033887 0.000000 0.036086 0.198319
14.000000 0.001290 0.011117 0.013382 0.013013 0.010907 0.001184 0.008065 0.019345 0.011337 0.013778 0.062218 0.030772 0.050617 0.001015 0.204822 0.452862
15.000000 0.001258 0.015114 0.009681 0.009618 0.008483 0.001430 0.009340 0.010558 0.010898 0.008854 0.027568 0.017717 0.016421 0.001668 0.029240 0.177848
16.000000 0.001236 0.011469 0.009911 0.011179 0.009113 0.001204 0.009787 0.008754 0.009595 0.011035 0.032738 0.083156 0.015760 0.001104 0.030003 0.246044
17.000000 0.001263 0.012111 0.009710 0.010932 0.008974 0.001184 0.009299 0.008641 0.010620 0.011362 0.034586 0.024151 0.022807 0.001205 0.039830 0.206675
18.000000 0.001296 0.012678 0.010173 0.010986 0.010021 0.001256 0.009425 0.008820 0.011066 0.011037 0.037396 0.058522 0.015260 0.001070 0.038872 0.237878
19.000000 0.001270 0.012988 0.012547 0.011881 0.009815 0.001207 0.008689 0.010604 0.010666 0.010450 0.145868 0.026726 0.012640 0.001133 0.099407 0.375891
20.000000 0.001221 0.013262 0.011227 0.011642 0.009739 0.001229 0.009593 0.011872 0.010757 0.011373 0.028672 0.056271 0.012441 0.000997 0.036703 0.226999
