Time 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 1-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 5-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 565.760000 2067.360000 1530.080000 1740.000000 1736.800000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7640.000000
1.000000 606.080000 2289.280000 1752.000000 1896.000000 1872.000000 75.200000 280.800000 140.160000 116.800000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 9112.320000
2.000000 479.680000 1670.240000 1518.400000 1680.000000 1601.600000 472.000000 1435.200000 1646.880000 1728.640000 1632.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13864.640000
3.000000 604.160000 1752.000000 1693.600000 1848.000000 1716.000000 598.400000 1476.800000 1413.280000 1378.240000 1680.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14160.480000
4.000000 536.000000 2079.040000 1705.280000 1536.000000 1799.200000 559.360000 1591.200000 1366.560000 1331.520000 1620.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14124.160000
5.000000 549.760000 1752.000000 1833.760000 1932.000000 1768.000000 540.160000 1518.400000 1354.880000 1389.920000 1560.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14198.880000
6.000000 534.080000 2067.360000 1623.520000 1872.000000 1716.000000 527.040000 1508.000000 1378.240000 1389.920000 1656.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14272.160000
7.000000 467.840000 2102.400000 1331.520000 1752.000000 1674.400000 457.280000 1643.200000 1530.080000 1565.120000 1608.000000 93.440000 0.000000 0.000000 0.000000 0.000000 14225.280000
8.000000 455.360000 1518.400000 1366.560000 1656.000000 1601.600000 432.320000 1809.600000 1401.600000 1646.880000 1584.000000 665.760000 93.440000 0.000000 0.000000 0.000000 14231.520000
9.000000 483.840000 1553.440000 1401.600000 1344.000000 1653.600000 488.320000 1476.800000 1635.200000 1693.600000 1836.000000 467.200000 233.600000 0.000000 0.000000 0.000000 14267.200000
10.000000 423.360000 1693.600000 1296.480000 1500.000000 1393.600000 427.840000 1560.000000 1541.760000 1740.320000 1512.000000 490.560000 432.160000 0.000000 0.000000 96.000000 14107.680000
11.000000 127.360000 280.320000 175.200000 252.000000 218.400000 80.960000 520.000000 362.080000 397.120000 384.000000 140.160000 116.800000 0.000000 0.000000 24.000000 3078.400000
12.000000 519.360000 163.520000 0.000000 1752.000000 1632.800000 594.240000 1934.400000 11.680000 2312.640000 60.000000 11.680000 11.680000 0.000000 0.000000 60.000000 9064.000000
