Time 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 1-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 5-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 1-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 Aggregate-Flow
0.000000 0.000908 0.004581 0.004307 0.004651 0.005055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019502
1.000000 0.000460 0.001058 0.002939 0.000904 0.000854 0.000850 0.003302 0.002299 0.002883 0.002588 0.000000 0.000000 0.000000 0.000000 0.000000 0.018137
2.000000 0.001157 0.004847 0.004601 0.006826 0.005360 0.001108 0.004666 0.005028 0.007009 0.006004 0.000000 0.000000 0.000000 0.000000 0.000000 0.046606
3.000000 0.001176 0.006107 0.005451 0.007797 0.006795 0.001183 0.006245 0.006886 0.007071 0.006058 0.000000 0.000000 0.000000 0.000000 0.000000 0.054769
4.000000 0.001117 0.005928 0.004749 0.006622 0.005673 0.001102 0.006867 0.008737 0.008489 0.007332 0.000000 0.000000 0.000000 0.000000 0.000000 0.056616
5.000000 0.001146 0.006889 0.006031 0.007420 0.006546 0.001132 0.008008 0.009402 0.009948 0.008565 0.000000 0.000000 0.000000 0.000000 0.000000 0.065087
6.000000 0.001073 0.005827 0.004470 0.007273 0.006400 0.001186 0.007686 0.009554 0.009739 0.008488 0.000000 0.000000 0.000000 0.000000 0.000000 0.061696
7.000000 0.001077 0.005960 0.006460 0.006382 0.006049 0.001107 0.008035 0.009166 0.010358 0.009948 0.014997 0.007497 0.000000 0.000000 0.000000 0.087036
8.000000 0.001333 0.005069 0.006852 0.009003 0.007026 0.001263 0.008582 0.010794 0.011330 0.010593 0.026220 0.030096 0.014614 0.000000 0.000000 0.142775
9.000000 0.001141 0.005597 0.006737 0.010985 0.006473 0.001314 0.009224 0.008941 0.012477 0.009779 0.015423 0.019646 0.034667 0.000000 0.000000 0.142404
10.000000 0.001231 0.007021 0.007514 0.012545 0.006086 0.001563 0.007576 0.009792 0.009767 0.010709 0.020992 0.022953 0.046015 0.001096 0.000000 0.164860
11.000000 0.001437 0.007148 0.007272 0.014220 0.007337 0.001636 0.005863 0.013150 0.009881 0.010749 0.040170 0.030151 0.028303 0.002287 0.000000 0.179604
12.000000 0.002111 0.023752 0.175727 0.000000 0.000000 0.003816 0.028647 0.012812 0.026503 0.519779 0.044379 0.000000 0.180316 0.000000 0.009747 1.027589
13.000000 0.001030 0.011595 0.000000 0.000000 0.021467 0.001468 0.016922 0.052636 0.021676 0.013664 0.034396 0.538582 0.304531 0.046947 0.088549 1.153463
14.000000 0.000996 0.014521 0.013395 0.018954 0.008591 0.001056 0.006705 0.007482 0.008429 0.008658 0.025471 0.019604 0.019124 0.001295 0.057000 0.211281
15.000000 0.001089 0.010935 0.007809 0.017120 0.011077 0.001526 0.008035 0.018151 0.011256 0.011087 0.025931 0.055598 0.035212 0.001783 0.058621 0.275230
16.000000 0.001047 0.009131 0.010564 0.012711 0.011157 0.001575 0.007815 0.009345 0.010449 0.010418 0.025015 0.023817 0.074920 0.001811 0.250715 0.460490
17.000000 0.000979 0.010856 0.010234 0.012297 0.009983 0.001566 0.008461 0.009330 0.011101 0.009259 0.120305 0.024061 0.035577 0.001799 0.070093 0.335901
18.000000 0.001020 0.010528 0.009243 0.012630 0.011384 0.001559 0.008109 0.009492 0.011721 0.011192 0.026250 0.073395 0.036893 0.001923 0.071736 0.297075
19.000000 0.001156 0.010187 0.010805 0.026574 0.010948 0.001612 0.008333 0.010570 0.010177 0.010943 0.032075 0.023085 0.034936 0.001717 0.056448 0.249566
20.000000 0.001223 0.009792 0.010210 0.014972 0.011025 0.001479 0.008256 0.010403 0.011529 0.010046 0.026289 0.024892 0.090730 0.001531 0.149679 0.382056
21.000000 0.001123 0.010111 0.010583 0.019290 0.012900 0.001333 0.008048 0.009945 0.012546 0.011392 0.025263 0.023164 0.025000 0.001287 0.030681 0.202666
22.000000 0.001177 0.012002 0.011172 0.022835 0.017283 0.001111 0.008269 0.011940 0.012008 0.011380 0.022223 0.061089 0.018209 0.001070 0.049016 0.260784
23.000000 0.001057 0.014729 0.058742 0.015726 0.010292 0.003708 0.009932 0.013943 0.010839 0.012051 0.068350 0.019966 0.059639 0.002002 0.022743 0.323719
24.000000 0.001203 0.042431 0.005501 0.014289 0.044662 0.000735 0.008333 0.008015 0.039310 0.010976 0.018689 0.272504 0.057154 0.001470 0.034611 0.559883
25.000000 0.004005 0.090291 1.358268 0.134346 0.000000 0.043141 0.034429 1.411131 1.257516 0.152670 0.228762 1.235422 0.000000 0.000000 0.000000 5.949981
26.000000 0.000971 1.019081 0.073764 0.025136 0.047709 0.000000 0.020314 0.000000 0.010568 0.015156 0.000000 0.000000 0.020239 0.001024 1.213445 2.447407
27.000000 0.000961 0.011483 0.000000 0.029455 0.027634 0.000922 0.012762 0.013534 0.018723 0.014777 0.022214 0.017825 0.016540 0.001008 0.059373 0.247211
28.000000 0.001210 0.014744 0.013837 0.017750 0.009036 0.000000 0.009785 0.012426 0.009325 0.010879 0.000000 0.012753 0.007045 0.000614 0.010981 0.130385
29.000000 0.001217 0.010027 0.010706 0.038794 0.012746 0.000983 0.012632 0.011913 0.010187 0.014111 0.018108 0.016679 0.013909 0.001012 0.018977 0.192001
30.000000 0.001161 0.014516 0.010346 0.018617 0.014592 0.000959 0.012063 0.021401 0.013076 0.013366 0.011082 0.017695 0.012121 0.000943 0.011518 0.173456
31.000000 0.001155 0.017689 0.010456 0.017943 0.014371 0.000843 0.010256 0.016986 0.012606 0.012477 0.043907 0.070904 0.012611 0.000983 0.012845 0.256032
32.000000 0.001134 0.016904 0.010120 0.018096 0.014255 0.000884 0.010151 0.015448 0.011951 0.049537 0.010393 0.017235 0.011945 0.001007 0.022201 0.211261
33.000000 0.001116 0.016839 0.010728 0.018296 0.059056 0.000925 0.011402 0.015095 0.013637 0.012157 0.009596 0.018211 0.012931 0.000941 0.013771 0.214701
