Time 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 1-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 5-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 0.012401 0.030723 0.020294 0.031478 0.022034 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.116930
1.000000 0.003201 0.004747 0.001835 0.002089 0.003194 0.007346 0.004212 0.009603 0.011763 0.011458 0.000000 0.000000 0.000000 0.000000 0.000000 0.059448
2.000000 0.076626 0.067052 0.069890 0.068816 0.070161 0.078277 0.071844 0.079613 0.084519 0.071523 0.000000 0.000000 0.000000 0.000000 0.000000 0.738321
3.000000 0.166753 0.160991 0.162391 0.160134 0.162653 0.167507 0.172415 0.230083 0.184578 0.171553 0.000000 0.000000 0.000000 0.000000 0.000000 1.739058
4.000000 0.235516 0.238067 0.232493 0.235145 0.233556 0.238315 0.332402 0.588022 0.319284 0.261391 0.000000 0.000000 0.000000 0.000000 0.000000 2.914191
5.000000 0.307052 0.299990 0.300264 0.299712 0.300573 0.307188 0.451293 0.937879 0.585154 0.416790 0.000000 0.000000 0.000000 0.000000 0.000000 4.205895
6.000000 0.347249 0.344616 0.341694 0.342866 0.343955 0.347094 0.651733 1.180960 0.880559 0.604932 0.000000 0.000000 0.000000 0.000000 0.000000 5.385658
7.000000 0.399290 0.389859 0.394412 0.393226 0.394664 0.398918 0.797406 1.407663 1.093770 0.775949 0.413061 0.000000 0.000000 0.000000 0.000000 6.858218
8.000000 0.540425 0.512096 0.518906 0.514308 0.520515 0.546677 0.793589 1.360979 1.241427 0.869353 0.973930 0.561666 0.000000 0.000000 0.000000 8.953871
9.000000 0.755420 0.694708 0.688862 0.703723 0.687721 0.771407 0.944147 1.572387 1.340762 0.878088 1.053834 1.107917 0.000000 0.000000 0.000000 11.198976
10.000000 0.912649 0.929062 0.905075 0.926570 0.898432 1.011824 1.127722 1.810924 1.443156 1.124004 1.717311 1.602347 0.000000 0.000000 0.865364 15.274440
11.000000 1.055228 1.050696 1.054737 1.054722 1.051703 1.057350 1.196405 1.945940 1.448353 1.080030 2.503012 1.691180 0.000000 0.000000 1.812182 18.001538
12.000000 1.959122 2.080127 0.000000 1.960284 1.965866 1.923931 2.014317 2.990558 2.216643 2.098730 3.603834 2.719463 0.000000 0.000000 2.849168 28.382043
13.000000 1.697751 2.187933 2.440838 1.695935 1.641927 1.562050 1.952771 3.117354 1.697208 2.153638 4.398128 3.391259 1.354705 0.000000 3.704897 32.996394
14.000000 1.911351 1.912851 2.371214 2.163611 2.061596 1.902557 2.066238 1.786342 1.907892 1.550735 5.232357 4.218172 1.666797 0.874030 2.961232 34.586975
15.000000 1.975832 2.304729 2.516738 2.294518 2.121299 1.845253 1.584682 1.522411 1.710114 1.483526 5.266086 4.983203 1.439059 1.454595 2.075415 34.577460
16.000000 2.197979 2.606536 2.865152 2.600344 2.322612 2.032270 1.847637 1.861757 1.938960 1.793343 6.207375 4.170276 1.885079 1.783158 2.867417 38.979895
17.000000 2.529116 2.958358 3.244234 2.965927 2.587184 2.342073 2.062567 2.066134 2.103903 1.955060 7.049652 4.143324 2.291220 1.378422 3.695844 43.373018
18.000000 2.864197 3.279720 3.598564 3.390317 2.974862 2.622918 2.246950 2.357769 2.126251 2.022469 7.878416 4.092979 2.445045 1.142518 4.475924 47.518899
19.000000 3.159931 3.620112 3.946027 3.883055 3.290590 2.911046 2.474158 2.597936 2.226088 2.266107 6.740735 4.155600 3.008277 1.071492 3.814146 49.165300
20.000000 3.433373 3.959124 4.325053 4.196410 3.540353 3.178390 2.770914 2.925976 2.310086 2.514528 6.081013 4.078764 3.398702 1.021461 4.294565 52.028712
21.000000 3.622275 4.493879 4.639248 4.579268 3.908843 3.384768 3.006695 3.193303 2.483007 2.779566 6.949391 4.036529 3.376669 1.084939 4.861519 56.399899
22.000000 3.582595 5.020196 4.983456 4.926425 4.118462 3.429305 3.320044 3.512060 2.694064 2.927772 6.916819 4.389086 3.512810 1.145829 3.687809 58.166732
23.000000 4.687739 6.279719 6.309417 6.160090 5.354022 0.000000 4.721885 4.740509 3.828284 4.210030 5.124587 5.156691 4.570897 2.288208 4.846264 68.278342
24.000000 4.098742 6.355705 5.986104 6.212423 5.593678 3.858230 4.613223 4.732234 3.768704 4.022857 4.577855 4.125126 4.644914 1.962866 4.260012 68.812673
25.000000 4.516055 7.224127 6.827492 6.791481 5.842603 3.618104 5.125621 5.308380 4.265161 4.799413 3.749219 4.960604 3.672528 1.943315 4.658414 73.302517
26.000000 3.608321 7.230571 6.806179 6.811184 5.696065 2.495039 5.073026 5.270038 4.360411 4.507194 3.914682 4.612002 3.188372 1.306687 4.549763 69.429534
27.000000 1.991692 7.971317 7.299020 7.405048 6.263061 2.004372 5.502820 5.795967 4.651802 4.919163 4.102314 5.141878 3.334756 1.274952 5.091522 72.749684
