Time 1-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 1-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 1-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 Aggregate-Flow
0.000000 0.000663 0.000431 0.001640 0.000468 0.000409 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003611
1.000000 0.000547 0.000375 0.002022 0.000406 0.000402 0.000712 0.000421 0.000346 0.000696 0.000375 0.000000 0.000000 0.000000 0.000000 0.000000 0.006302
2.000000 0.000570 0.000445 0.001689 0.000611 0.000502 0.000709 0.000577 0.000443 0.001871 0.000448 0.000000 0.000000 0.000000 0.000000 0.000000 0.007865
3.000000 0.000475 0.000315 0.001702 0.000414 0.000327 0.000626 0.000729 0.000610 0.002043 0.000673 0.000000 0.000000 0.000000 0.000000 0.000000 0.007914
4.000000 0.000537 0.000381 0.001504 0.000295 0.000505 0.000481 0.000372 0.000541 0.002249 0.000409 0.000000 0.000000 0.000000 0.000000 0.000000 0.007274
5.000000 0.080747 0.086449 0.077397 0.067490 0.080894 0.000829 0.000510 0.000545 0.001903 0.000368 0.091269 0.081884 0.096399 0.086140 0.098427 0.851251
6.000000 0.194578 0.415389 0.194247 0.195612 0.197884 0.000662 0.000529 0.000597 0.002336 0.000521 0.195634 0.261118 0.297233 0.242147 0.300220 2.498707
7.000000 0.236312 0.626646 0.235161 0.234407 0.234577 0.000706 0.000747 0.000995 0.002402 0.000861 0.236643 0.470853 0.487955 0.436282 0.449019 3.653566
8.000000 0.271838 0.934926 0.272805 0.290167 0.273701 0.004548 0.003160 0.002532 0.004552 0.003288 0.272027 0.418620 0.712227 0.510227 0.612391 4.587009
9.000000 0.330012 1.080385 0.386299 0.344944 0.347932 0.005916 0.004973 0.004246 0.005978 0.004512 0.332434 0.472383 0.931950 0.678214 0.799785 5.729963
