Time 1-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 5-10.0.0.6-10.0.0.2 1-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 Aggregate-Flow
0.000000 0.000788 0.000553 0.001668 0.000692 0.000583 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004284
1.000000 0.000947 0.000857 0.002635 0.000910 0.000920 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006269
2.000000 0.000736 0.000652 0.001902 0.000598 0.000606 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004494
3.000000 0.003214 0.002552 0.004119 0.003049 0.002680 0.018544 0.014211 0.013072 0.015426 0.017257 0.000000 0.000000 0.000000 0.000000 0.000000 0.094124
4.000000 0.076665 0.071041 0.069513 0.069902 0.072078 0.076489 0.074925 0.072256 0.080859 0.076994 0.000000 0.000000 0.000000 0.000000 0.000000 0.740722
5.000000 0.154695 0.190656 0.156261 0.196860 0.180453 0.154265 0.270304 0.157635 0.164833 0.219615 0.000000 0.000000 0.000000 0.000000 0.000000 1.845577
6.000000 0.217258 0.436621 0.228396 0.443669 0.449097 0.219179 0.387045 0.218376 0.216278 0.296015 0.000000 0.000000 0.000000 0.000000 0.000000 3.111934
7.000000 0.266903 0.641147 0.278509 0.706811 0.571407 0.266440 0.508246 0.264396 0.265315 0.429452 0.000000 0.000000 0.000000 0.000000 0.000000 4.198626
8.000000 0.303089 0.884090 0.301042 1.005095 0.738476 0.309897 0.657642 0.410954 0.327905 0.466609 0.470170 0.000000 0.000000 0.000000 0.000000 5.874969
9.000000 0.419027 1.084916 0.414619 1.137832 0.987872 0.417317 0.796314 0.668932 0.445836 0.664911 0.685684 0.458609 0.462385 0.000000 0.000000 8.644254
