Time 1-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 1-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 Aggregate-Flow
12.000000 440.320000 1600.160000 1608.000000 1354.880000 1466.400000 466.560000 2172.480000 1620.000000 1903.200000 1401.600000 14033.600000
13.000000 477.120000 1658.560000 1464.000000 1109.600000 1445.600000 385.600000 2195.840000 1752.000000 2121.600000 1600.160000 14210.080000
14.000000 289.600000 1191.360000 948.000000 794.240000 956.800000 405.440000 2102.400000 1224.000000 1456.000000 1249.760000 10617.600000
15.000000 286.400000 1203.040000 0.000000 829.280000 1092.000000 509.760000 1191.360000 1020.000000 1102.400000 852.640000 8086.880000
16.000000 776.000000 3036.800000 2964.000000 1681.920000 2454.400000 579.200000 3504.000000 2244.000000 3224.000000 2966.720000 23431.040000
17.000000 556.160000 1973.920000 1548.000000 1039.520000 884.000000 683.520000 2055.680000 1776.000000 1736.800000 1892.160000 14145.760000
18.000000 579.200000 2020.640000 1560.000000 1226.400000 925.600000 498.560000 1693.600000 1560.000000 1352.000000 1752.000000 13168.000000
19.000000 590.720000 2219.200000 1812.000000 1261.440000 1206.400000 489.920000 1822.080000 1824.000000 436.800000 210.240000 11872.800000
20.000000 451.840000 1518.400000 1860.000000 922.720000 1248.000000 648.000000 2032.320000 1812.000000 2901.600000 3609.120000 17004.000000
21.000000 416.960000 1565.120000 1704.000000 852.640000 1185.600000 603.520000 2324.320000 1764.000000 1903.200000 1763.680000 14083.040000
22.000000 614.080000 2090.720000 2328.000000 1226.400000 1185.600000 450.240000 1752.000000 1512.000000 1456.000000 1565.120000 14180.160000
23.000000 521.280000 1892.160000 1716.000000 1074.560000 1040.000000 538.880000 2008.960000 1680.000000 1632.800000 1973.920000 14078.560000
24.000000 567.360000 1997.280000 2004.000000 1086.240000 1393.600000 515.840000 1822.080000 1512.000000 1466.400000 1623.520000 13988.320000
25.000000 556.160000 1857.120000 1920.000000 1261.440000 1539.200000 525.440000 1892.160000 1476.000000 1622.400000 1518.400000 14168.320000
26.000000 532.800000 1506.720000 1524.000000 817.600000 1237.600000 627.520000 2312.640000 1752.000000 1913.600000 1822.080000 14046.560000
27.000000 684.160000 1635.200000 1944.000000 1249.760000 1861.600000 475.840000 1763.680000 1428.000000 1466.400000 1495.040000 14003.680000
28.000000 533.440000 1693.600000 2196.000000 1495.040000 2360.800000 451.840000 1378.240000 1308.000000 1258.400000 1378.240000 14053.600000
29.000000 474.880000 1530.080000 1812.000000 1787.040000 2433.600000 471.360000 1506.720000 1452.000000 1175.200000 1576.800000 14219.680000
30.000000 279.680000 432.160000 660.000000 478.880000 1008.800000 362.880000 1541.760000 1164.000000 1362.400000 899.360000 8189.920000
31.000000 0.000000 151.840000 564.000000 0.000000 0.000000 127.360000 630.720000 0.000000 332.800000 23.360000 1830.080000
32.000000 0.000000 1705.280000 1188.000000 0.000000 2537.600000 467.200000 1448.320000 600.000000 624.000000 105.120000 8675.520000
33.000000 1634.880000 2592.960000 2004.000000 6061.920000 5033.600000 1054.080000 3574.080000 2640.000000 2631.200000 2920.000000 30146.720000
34.000000 843.520000 2102.400000 3792.000000 887.680000 2423.200000 729.600000 1938.880000 3336.000000 3047.200000 2651.360000 21751.840000
35.000000 552.640000 1062.880000 2004.000000 1378.240000 2028.000000 579.200000 1938.880000 1632.000000 1664.000000 1261.440000 14101.280000
36.000000 506.560000 1156.320000 1656.000000 2160.800000 1643.200000 567.680000 1658.560000 1824.000000 1528.800000 1378.240000 14080.160000
37.000000 488.640000 1588.480000 2208.000000 1728.640000 1726.400000 672.000000 1576.800000 1488.000000 1362.400000 1296.480000 14135.840000
38.000000 558.400000 1705.280000 2040.000000 1693.600000 1736.800000 590.720000 1635.200000 1548.000000 1508.000000 1179.680000 14195.680000
39.000000 587.200000 1308.160000 1776.000000 1752.000000 1892.800000 602.240000 1716.960000 1536.000000 1809.600000 1168.000000 14148.960000
40.000000 540.480000 1214.720000 1788.000000 1775.360000 1736.800000 625.600000 1716.960000 1500.000000 1528.800000 1226.400000 13653.120000
41.000000 580.480000 1273.120000 1644.000000 1810.400000 1632.800000 693.120000 1787.040000 1584.000000 1549.600000 1238.080000 13792.640000
42.000000 535.040000 1331.520000 1728.000000 1763.680000 1736.800000 528.000000 1787.040000 1728.000000 1570.400000 1366.560000 14075.040000
43.000000 559.360000 1471.680000 1668.000000 1822.080000 1612.000000 570.560000 1752.000000 1668.000000 1622.400000 1424.960000 14171.040000
44.000000 92.480000 584.000000 216.000000 198.560000 239.200000 92.480000 256.960000 132.000000 176.800000 327.040000 2315.520000
45.000000 599.680000 2534.560000 3072.000000 1530.080000 2849.600000 581.760000 3317.120000 3336.000000 3036.800000 58.400000 20916.000000
46.000000 648.640000 1389.920000 540.000000 1822.080000 676.000000 764.480000 537.280000 516.000000 707.200000 3200.320000 10801.920000
47.000000 880.320000 2756.480000 2724.000000 2779.840000 2756.000000 1104.320000 2522.880000 1716.000000 2475.200000 2347.680000 22062.720000
48.000000 556.160000 1857.120000 1524.000000 1471.680000 1632.800000 716.480000 1658.560000 1200.000000 1788.800000 1611.840000 14017.440000
49.000000 463.360000 3293.760000 1572.000000 1775.360000 1528.800000 610.560000 1413.280000 888.000000 1352.000000 1203.040000 14100.160000
50.000000 625.600000 1973.920000 1872.000000 1705.280000 1809.600000 590.720000 1611.840000 1104.000000 1435.200000 1495.040000 14223.200000
51.000000 521.280000 2172.480000 1440.000000 1728.640000 1560.000000 601.280000 1600.160000 1128.000000 1872.000000 1471.680000 14095.520000
52.000000 521.280000 3212.000000 1560.000000 1646.880000 1549.600000 589.120000 1471.680000 864.000000 1362.400000 1284.800000 14061.760000
53.000000 706.560000 2020.640000 1800.000000 1752.000000 1799.200000 524.800000 1541.760000 1020.000000 1435.200000 1214.720000 13814.880000
54.000000 776.000000 2114.080000 1608.000000 1635.200000 1664.000000 501.120000 1565.120000 1248.000000 1518.400000 1611.840000 14241.760000
55.000000 881.280000 2055.680000 1452.000000 1506.720000 1466.400000 543.680000 1565.120000 1224.000000 1539.200000 1635.200000 13869.280000
56.000000 579.520000 2184.160000 1620.000000 1646.880000 1622.400000 549.120000 1588.480000 1344.000000 1518.400000 1541.760000 14194.720000
57.000000 475.200000 2289.280000 1860.000000 1681.920000 1695.200000 458.880000 1448.320000 1368.000000 1476.800000 1354.880000 14108.480000
58.000000 490.240000 2639.680000 1140.000000 1530.080000 1300.000000 515.840000 1541.760000 1320.000000 1643.200000 1343.200000 13464.000000
59.000000 0.000000 0.000000 0.000000 0.000000 0.000000 46.400000 0.000000 84.000000 0.000000 70.080000 200.480000
60.000000 533.120000 11.680000 0.000000 0.000000 967.200000 501.440000 1763.680000 12.000000 561.600000 11.680000 4362.400000
61.000000 150.720000 2546.240000 12.000000 0.000000 1154.400000 46.400000 665.760000 408.000000 1799.200000 595.680000 7378.400000
62.000000 1123.520000 548.960000 2172.000000 2522.880000 1684.800000 1019.200000 1693.600000 1512.000000 2142.400000 1973.920000 16393.280000
63.000000 926.720000 6867.840000 3516.000000 4800.480000 364.000000 776.320000 1716.960000 3132.000000 2714.400000 3994.560000 28809.280000
64.000000 637.120000 1471.680000 3864.000000 3188.640000 5262.400000 463.360000 4193.120000 3924.000000 2454.400000 2581.280000 28040.000000
65.000000 764.480000 2055.680000 1596.000000 1483.360000 1071.200000 625.280000 1565.120000 1680.000000 977.600000 2067.360000 13886.080000
66.000000 580.800000 2207.520000 1584.000000 1576.800000 1112.800000 556.160000 1787.040000 1620.000000 1352.000000 1740.320000 14117.440000
67.000000 577.600000 2032.320000 1668.000000 1600.160000 1092.000000 544.320000 1775.360000 1704.000000 1196.000000 1635.200000 13824.960000
68.000000 653.120000 2160.800000 1632.000000 1728.640000 1154.400000 556.160000 1646.880000 1668.000000 1237.600000 1705.280000 14142.880000
69.000000 552.000000 2219.200000 1668.000000 1787.040000 1154.400000 556.160000 1658.560000 1632.000000 1133.600000 1670.240000 14031.200000
70.000000 617.920000 2067.360000 1656.000000 1763.680000 1144.000000 625.280000 1681.920000 1656.000000 1144.000000 1670.240000 14026.400000
71.000000 600.960000 1915.520000 1644.000000 1471.680000 1185.600000 741.440000 1681.920000 1680.000000 1164.800000 1716.960000 13802.880000
72.000000 579.200000 1997.280000 1692.000000 1576.800000 1175.200000 834.240000 1471.680000 1584.000000 956.800000 1670.240000 13537.440000
73.000000 522.240000 1927.200000 1872.000000 1693.600000 1175.200000 819.200000 1646.880000 1740.000000 1008.800000 1623.520000 14028.640000
74.000000 584.320000 2055.680000 1548.000000 1436.640000 1185.600000 559.360000 2008.960000 1728.000000 1466.400000 1460.000000 14032.960000
75.000000 266.240000 887.680000 1008.000000 852.640000 769.600000 312.640000 595.680000 948.000000 717.600000 1249.760000 7607.840000
76.000000 94.720000 0.000000 252.000000 782.560000 270.400000 173.760000 0.000000 732.000000 0.000000 0.000000 2305.440000
77.000000 996.160000 2020.640000 2076.000000 1436.640000 1424.800000 662.720000 11.680000 1464.000000 1664.000000 1938.880000 13695.520000
78.000000 0.000000 0.000000 384.000000 1436.640000 416.000000 1054.080000 3760.960000 168.000000 665.600000 969.440000 8854.720000
79.000000 316.480000 0.000000 2832.000000 373.760000 1206.400000 243.200000 1460.000000 2064.000000 1716.000000 1366.560000 11578.400000
80.000000 1039.040000 7556.960000 4152.000000 3831.040000 4056.000000 1482.880000 3749.280000 5280.000000 3120.000000 5548.000000 39815.200000
81.000000 324.160000 1833.760000 1896.000000 1576.800000 1466.400000 806.080000 1681.920000 1980.000000 998.400000 1623.520000 14187.040000
82.000000 370.880000 1787.040000 1980.000000 1600.160000 1331.200000 633.920000 1635.200000 1836.000000 884.000000 2020.640000 14079.040000
83.000000 359.040000 1798.720000 1896.000000 1646.880000 1632.800000 618.240000 1681.920000 1704.000000 977.600000 1752.000000 14067.200000
84.000000 359.040000 1798.720000 1752.000000 1471.680000 1258.400000 607.360000 2102.400000 1704.000000 1112.800000 1973.920000 14140.320000
85.000000 382.400000 1822.080000 1764.000000 1670.240000 1352.000000 517.440000 1903.840000 1692.000000 1164.800000 1822.080000 14090.880000
86.000000 416.960000 2102.400000 1752.000000 1681.920000 1279.200000 593.920000 1693.600000 1800.000000 1040.000000 1752.000000 14112.000000
87.000000 475.840000 1810.400000 2028.000000 1565.120000 1383.200000 624.000000 1752.000000 1680.000000 1050.400000 1763.680000 14132.640000
88.000000 728.960000 1915.520000 1800.000000 1600.160000 1372.800000 604.480000 1740.320000 1728.000000 1040.000000 1775.360000 14305.600000
89.000000 822.400000 1763.680000 1620.000000 1658.560000 1404.000000 568.320000 1822.080000 1584.000000 1060.800000 1868.800000 14172.640000
90.000000 1007.680000 1541.760000 1956.000000 1331.520000 1580.800000 557.120000 1658.560000 1560.000000 904.800000 1857.120000 13955.360000
91.000000 974.400000 1822.080000 1656.000000 1775.360000 1362.400000 490.560000 1506.720000 1812.000000 1071.200000 1775.360000 14246.080000
92.000000 69.760000 338.720000 528.000000 105.120000 270.400000 34.880000 93.440000 96.000000 114.400000 303.680000 1954.400000
93.000000 640.960000 1915.520000 84.000000 11.680000 10.400000 0.000000 0.000000 0.000000 1622.400000 1740.320000 6025.280000
94.000000 127.360000 128.480000 2100.000000 11.680000 124.800000 0.000000 0.000000 2340.000000 457.600000 525.600000 5815.520000
95.000000 613.760000 537.280000 1668.000000 0.000000 3338.400000 2061.440000 2709.760000 48.000000 1019.200000 1179.680000 13175.520000
96.000000 1767.680000 5793.280000 4380.000000 8351.200000 4440.800000 428.480000 5991.840000 4872.000000 2839.200000 4403.360000 43267.840000
97.000000 663.040000 1740.320000 1812.000000 1670.240000 1424.800000 579.200000 1962.240000 1428.000000 1383.200000 1518.400000 14181.440000
98.000000 582.720000 1588.480000 1632.000000 1565.120000 1580.800000 590.720000 1868.800000 1512.000000 1310.400000 1915.520000 14146.560000
99.000000 639.040000 1600.160000 1764.000000 1553.440000 1674.400000 567.680000 1576.800000 1536.000000 1331.200000 1845.440000 14088.160000
100.000000 590.400000 1728.640000 1968.000000 1810.400000 1622.400000 556.160000 1600.160000 1428.000000 1185.600000 1681.920000 14171.680000
101.000000 632.960000 1576.800000 1848.000000 1868.800000 1580.800000 602.240000 1693.600000 1464.000000 1237.600000 1728.640000 14233.440000
102.000000 609.920000 1576.800000 1812.000000 1646.880000 1539.200000 660.160000 1705.280000 1572.000000 1227.200000 1810.400000 14159.840000
103.000000 614.080000 1588.480000 1776.000000 1623.520000 1622.400000 799.360000 1623.520000 1548.000000 1248.000000 1787.040000 14230.400000
104.000000 594.880000 1611.840000 1644.000000 1576.800000 1601.600000 926.720000 1681.920000 1464.000000 1352.000000 1635.200000 14088.960000
105.000000 552.960000 1635.200000 1800.000000 1378.240000 1726.400000 1042.560000 1635.200000 1464.000000 1487.200000 1483.360000 14205.120000
106.000000 480.960000 1203.040000 1512.000000 1436.640000 1445.600000 492.480000 1892.160000 1776.000000 1601.600000 1775.360000 13615.840000
107.000000 0.000000 0.000000 0.000000 151.840000 41.600000 0.000000 1401.600000 96.000000 0.000000 0.000000 1691.040000
108.000000 968.000000 2207.520000 2544.000000 887.680000 3671.200000 1081.280000 876.000000 2268.000000 2953.600000 2452.800000 19910.080000
109.000000 0.000000 899.360000 12.000000 1962.240000 353.600000 0.000000 1343.200000 876.000000 717.600000 2394.400000 8558.400000
110.000000 1355.520000 2289.280000 3936.000000 2955.040000 2766.400000 1429.120000 4426.720000 2976.000000 2454.400000 1892.160000 26480.640000
111.000000 637.120000 1249.760000 1260.000000 1214.720000 1310.400000 595.520000 2394.400000 1476.000000 1632.800000 2429.440000 14200.160000
112.000000 613.760000 1191.360000 1344.000000 1261.440000 1362.400000 491.200000 2651.360000 1320.000000 1331.200000 2441.120000 14007.840000
113.000000 624.320000 1214.720000 1416.000000 1238.080000 1456.000000 551.040000 2569.600000 1368.000000 1393.600000 2347.680000 14179.040000
114.000000 549.440000 1249.760000 1464.000000 1214.720000 1476.800000 561.280000 2429.440000 1416.000000 1424.800000 2300.960000 14087.200000
115.000000 621.120000 1238.080000 1464.000000 1273.120000 1487.200000 607.360000 2616.320000 1356.000000 1424.800000 2055.680000 14143.680000
116.000000 582.080000 1238.080000 1476.000000 1296.480000 1508.000000 556.800000 2569.600000 1344.000000 1237.600000 2254.240000 14062.880000
117.000000 635.840000 1238.080000 1476.000000 1319.840000 1497.600000 640.320000 2604.640000 1308.000000 1372.800000 1915.520000 14008.640000
118.000000 565.120000 1273.120000 1560.000000 1343.200000 1622.400000 567.680000 2814.880000 1476.000000 1237.600000 1693.600000 14153.600000
119.000000 516.480000 1378.240000 1536.000000 1284.800000 1632.800000 523.200000 2709.760000 1632.000000 1570.400000 1436.640000 14220.320000
120.000000 498.560000 1401.600000 1560.000000 1635.200000 1414.400000 506.240000 1950.560000 1812.000000 1924.000000 1506.720000 14209.280000
121.000000 382.400000 1308.160000 888.000000 1016.160000 904.800000 304.320000 2534.560000 1056.000000 1279.200000 934.400000 10608.000000
122.000000 0.000000 0.000000 0.000000 0.000000 10.400000 0.000000 0.000000 0.000000 10.400000 0.000000 20.800000
123.000000 436.480000 11.680000 2208.000000 1857.120000 0.000000 532.800000 1775.360000 1500.000000 343.200000 198.560000 8863.200000
124.000000 243.200000 362.080000 1380.000000 1728.640000 0.000000 247.360000 1132.960000 1044.000000 3900.000000 2324.320000 12362.560000
125.000000 324.160000 1728.640000 1536.000000 11.680000 4066.400000 312.960000 0.000000 2616.000000 0.000000 794.240000 11390.080000
126.000000 1158.400000 6096.960000 2712.000000 81.760000 4264.000000 1239.360000 8059.200000 3072.000000 4711.200000 4041.280000 35436.160000
127.000000 567.680000 1530.080000 1572.000000 5676.480000 1632.800000 463.360000 1938.880000 1572.000000 1726.400000 1553.440000 18233.120000
128.000000 532.800000 1646.880000 1632.000000 1541.760000 1903.200000 498.240000 2195.840000 936.000000 1497.600000 1565.120000 13949.440000
129.000000 544.640000 1752.000000 1560.000000 1681.920000 1601.600000 488.000000 2090.720000 996.000000 1892.800000 1565.120000 14172.800000
130.000000 532.800000 1518.400000 1488.000000 1518.400000 1508.000000 531.200000 2219.200000 1248.000000 2028.000000 1576.800000 14168.800000
131.000000 532.800000 1530.080000 1716.000000 1576.800000 1560.000000 532.800000 2207.520000 1140.000000 1757.600000 1541.760000 14095.360000
132.000000 521.280000 1565.120000 1896.000000 1471.680000 1580.800000 509.760000 2044.000000 1236.000000 1695.200000 1658.560000 14178.400000
133.000000 579.200000 1728.640000 1536.000000 1565.120000 1601.600000 625.600000 2090.720000 1164.000000 1799.200000 1483.360000 14173.440000
134.000000 706.560000 1553.440000 1596.000000 1541.760000 1653.600000 672.000000 2020.640000 1116.000000 1716.000000 1541.760000 14117.760000
135.000000 915.200000 1541.760000 1380.000000 1576.800000 1736.800000 914.880000 2020.640000 996.000000 1653.600000 1448.320000 14184.000000
136.000000 1008.000000 1845.440000 1500.000000 1541.760000 1976.000000 938.560000 1600.160000 936.000000 1279.200000 1483.360000 14108.480000
137.000000 359.040000 607.360000 924.000000 478.880000 821.600000 706.560000 946.080000 756.000000 1705.600000 665.760000 7970.880000
138.000000 115.840000 700.800000 564.000000 455.520000 509.600000 46.400000 619.040000 0.000000 0.000000 11.680000 3022.880000
139.000000 1080.640000 1716.960000 48.000000 1775.360000 2163.200000 446.080000 163.520000 564.000000 1955.200000 0.000000 9912.960000
140.000000 1367.040000 35.040000 4608.000000 1623.520000 1445.600000 1433.280000 3737.600000 3312.000000 0.000000 5232.640000 22794.720000
141.000000 776.000000 3831.040000 1788.000000 2920.000000 4160.000000 1262.720000 3609.120000 900.000000 5272.800000 1565.120000 26084.800000
142.000000 747.840000 1506.720000 1704.000000 1611.840000 1622.400000 682.560000 1705.280000 1188.000000 1996.800000 1413.280000 14178.720000
143.000000 549.760000 1868.800000 1512.000000 1319.840000 1996.800000 531.200000 1705.280000 1332.000000 1736.800000 1681.920000 14234.400000
144.000000 529.920000 1506.720000 1680.000000 1716.960000 1965.600000 544.960000 1763.680000 1332.000000 1539.200000 1553.440000 14132.480000
145.000000 560.960000 1611.840000 1692.000000 1483.360000 1736.800000 558.400000 1985.600000 1116.000000 2038.400000 1448.320000 14231.680000
146.000000 536.320000 1588.480000 1608.000000 1635.200000 1965.600000 546.560000 1728.640000 1080.000000 1736.800000 1600.160000 14025.760000
147.000000 561.920000 1530.080000 1476.000000 1448.320000 1726.400000 581.120000 1810.400000 1296.000000 1924.000000 1565.120000 13919.360000
148.000000 551.360000 1495.040000 1944.000000 1611.840000 1726.400000 581.760000 1728.640000 1200.000000 1882.400000 1506.720000 14228.160000
149.000000 672.320000 1506.720000 1548.000000 1460.000000 1705.600000 659.200000 1833.760000 1452.000000 1788.800000 1553.440000 14179.840000
150.000000 599.680000 1623.520000 1668.000000 1588.480000 1809.600000 592.000000 1623.520000 1392.000000 1632.800000 1530.080000 14059.680000
151.000000 495.040000 1752.000000 1260.000000 1553.440000 1924.000000 486.400000 1740.320000 1728.000000 1591.200000 1530.080000 14060.480000
152.000000 490.560000 1670.240000 1788.000000 1460.000000 1653.600000 500.800000 1646.880000 1764.000000 1466.400000 1401.600000 13842.080000
153.000000 150.720000 525.600000 396.000000 537.280000 790.400000 197.120000 572.320000 600.000000 624.000000 689.120000 5082.560000
154.000000 208.320000 0.000000 48.000000 11.680000 832.000000 196.800000 23.360000 324.000000 249.600000 0.000000 1893.760000
155.000000 411.200000 992.800000 1044.000000 0.000000 1092.000000 544.000000 607.360000 720.000000 561.600000 1074.560000 7047.520000
156.000000 799.040000 105.120000 2580.000000 163.520000 624.000000 0.000000 2114.080000 2208.000000 1414.400000 2172.480000 12180.640000
157.000000 11.840000 2581.280000 156.000000 5209.280000 228.800000 1320.320000 1588.480000 3312.000000 1133.600000 1728.640000 17270.240000
158.000000 938.240000 5220.960000 4680.000000 3305.440000 7685.600000 764.800000 5291.040000 4404.000000 4180.800000 3480.640000 39951.520000
159.000000 336.000000 1705.280000 1224.000000 1471.680000 2496.000000 555.840000 1868.800000 1644.000000 1539.200000 1389.920000 14230.720000
160.000000 266.240000 1752.000000 1020.000000 1716.960000 2558.400000 544.640000 1728.640000 1764.000000 1591.200000 1109.600000 14051.680000
161.000000 289.600000 1670.240000 1008.000000 1565.120000 2600.000000 521.280000 1658.560000 2148.000000 1560.000000 1062.880000 14083.680000
162.000000 301.120000 1670.240000 1092.000000 1611.840000 2766.400000 509.440000 1658.560000 1908.000000 1508.000000 1132.960000 14158.560000
163.000000 301.440000 1670.240000 1068.000000 1623.520000 2849.600000 521.280000 1681.920000 1836.000000 1518.400000 1097.920000 14168.320000
164.000000 347.520000 1728.640000 1260.000000 1903.840000 2173.600000 591.040000 1693.600000 1884.000000 1528.800000 1109.600000 14220.640000
165.000000 433.600000 1705.280000 1308.000000 1880.480000 1643.200000 718.080000 1716.960000 1872.000000 1560.000000 1132.960000 13970.560000
166.000000 388.800000 1810.400000 1128.000000 1705.280000 1695.200000 915.200000 1775.360000 1764.000000 1632.800000 1179.680000 13994.720000
167.000000 602.240000 1938.880000 948.000000 1343.200000 1757.600000 1204.800000 1880.480000 1644.000000 1768.000000 1179.680000 14266.880000
168.000000 243.200000 186.880000 144.000000 221.920000 135.200000 277.760000 268.640000 108.000000 239.200000 233.600000 2058.400000
169.000000 787.840000 2242.560000 1464.000000 11.680000 1612.000000 845.120000 1962.240000 2004.000000 10.400000 1168.000000 12107.840000
170.000000 1355.200000 3095.200000 1572.000000 4636.960000 3588.000000 1397.760000 3036.800000 2724.000000 4617.600000 2160.800000 28184.320000
171.000000 973.120000 1997.280000 912.000000 1424.960000 2277.600000 557.120000 2055.680000 1716.000000 1164.800000 1179.680000 14258.240000
172.000000 602.560000 1903.840000 504.000000 548.960000 1196.000000 404.160000 1600.160000 1128.000000 780.000000 922.720000 9590.400000
173.000000 984.640000 2254.240000 840.000000 1261.440000 1622.400000 474.560000 2090.720000 1980.000000 1185.600000 1378.240000 14071.840000
174.000000 1019.200000 2254.240000 804.000000 1132.960000 1632.800000 610.560000 2172.480000 1980.000000 1196.000000 1448.320000 14250.560000
175.000000 1019.520000 2289.280000 792.000000 1121.280000 1788.800000 645.120000 2008.960000 1824.000000 1185.600000 1319.840000 13994.400000
176.000000 1007.680000 2265.920000 792.000000 1214.720000 1840.800000 598.080000 2090.720000 1956.000000 1019.200000 1354.880000 14140.000000
177.000000 1008.000000 2254.240000 780.000000 1261.440000 1757.600000 587.520000 1892.160000 1908.000000 1227.200000 1518.400000 14194.560000
178.000000 1065.600000 2289.280000 1008.000000 1132.960000 1404.000000 552.640000 2044.000000 1836.000000 1196.000000 1495.040000 14023.520000
179.000000 748.160000 1261.440000 840.000000 1214.720000 1154.400000 347.520000 1424.960000 1164.000000 1216.800000 1039.520000 10411.520000
180.000000 69.440000 969.440000 0.000000 0.000000 509.600000 149.760000 1354.880000 420.000000 52.000000 373.760000 3898.880000
181.000000 1139.200000 4636.960000 2628.000000 2663.040000 3172.000000 1181.440000 3375.520000 3444.000000 2652.000000 2978.400000 27870.560000
182.000000 633.920000 2347.680000 1092.000000 1191.360000 1674.400000 714.560000 2242.560000 1596.000000 1196.000000 1354.880000 14043.360000
183.000000 481.600000 2429.440000 1176.000000 1308.160000 1622.400000 483.200000 2230.880000 1680.000000 1289.600000 1413.280000 14114.560000
184.000000 542.400000 2008.960000 1140.000000 1261.440000 1716.000000 537.280000 2300.960000 1824.000000 1456.000000 1460.000000 14247.040000
185.000000 631.040000 2008.960000 1188.000000 1308.160000 1549.600000 648.640000 2347.680000 1704.000000 1320.800000 1483.360000 14190.240000
186.000000 657.920000 1845.440000 1452.000000 1541.760000 1570.400000 633.600000 2032.320000 1596.000000 1164.800000 1471.680000 13965.920000
187.000000 648.640000 2394.400000 1068.000000 1191.360000 1497.600000 648.640000 2172.480000 1692.000000 1320.800000 1378.240000 14012.160000
188.000000 601.280000 2487.840000 1188.000000 1226.400000 1435.200000 670.400000 1705.280000 1752.000000 1300.000000 1331.520000 13697.920000
189.000000 654.720000 1997.280000 1176.000000 1331.520000 1622.400000 649.280000 1962.240000 1800.000000 1300.000000 1658.560000 14152.000000
190.000000 581.440000 1950.560000 1128.000000 1249.760000 1643.200000 606.080000 2336.000000 1716.000000 1445.600000 1413.280000 14069.920000
191.000000 463.360000 1214.720000 1236.000000 1062.880000 1092.000000 393.920000 1495.040000 1116.000000 1071.200000 829.280000 9974.400000
192.000000 69.440000 455.520000 0.000000 11.680000 10.400000 0.000000 11.680000 84.000000 0.000000 175.200000 817.920000
193.000000 1108.160000 163.520000 1992.000000 233.600000 2215.200000 289.600000 0.000000 24.000000 124.800000 2394.400000 8545.280000
194.000000 127.680000 3737.600000 1536.000000 2768.160000 1934.400000 1517.760000 6260.480000 3228.000000 2745.600000 2417.760000 26273.440000
195.000000 1204.480000 4017.920000 0.000000 2581.280000 1674.400000 1320.640000 1086.240000 3612.000000 1965.600000 1366.560000 18829.120000
196.000000 706.880000 1903.840000 3372.000000 1436.640000 3244.800000 685.760000 3959.520000 1452.000000 2537.600000 1062.880000 20361.920000
197.000000 799.040000 1635.200000 1548.000000 1646.880000 1809.600000 610.880000 2417.760000 1188.000000 1414.400000 1168.000000 14237.760000
198.000000 787.840000 1693.600000 1224.000000 1331.520000 1851.200000 600.640000 2441.120000 1272.000000 1747.200000 1203.040000 14152.160000
199.000000 622.720000 1670.240000 1788.000000 1646.880000 1934.400000 565.120000 2160.800000 1296.000000 1497.600000 1074.560000 14256.320000
