Time 5-10.0.0.3-10.0.0.2 1-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 1-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 1-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 Aggregate-Flow
0.000000 1950.560000 341.120000 1487.200000 1404.000000 1214.720000 117.440000 582.400000 689.120000 564.000000 467.200000 0.000000 0.000000 0.000000 0.000000 0.000000 8817.760000
1.000000 1833.760000 498.880000 1372.800000 1704.000000 1518.400000 462.400000 1726.400000 1518.400000 1620.000000 1810.400000 0.000000 0.000000 0.000000 0.000000 0.000000 14065.440000
2.000000 1892.160000 520.000000 1424.800000 1452.000000 1471.680000 483.520000 1445.600000 1635.200000 1716.000000 1880.480000 0.000000 0.000000 0.000000 0.000000 0.000000 13921.440000
3.000000 1775.360000 538.240000 1456.000000 1476.000000 1565.120000 575.040000 1726.400000 1553.440000 1488.000000 1752.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13905.600000
4.000000 1693.600000 499.200000 1310.400000 1296.000000 1635.200000 505.280000 1684.800000 1705.280000 1716.000000 1927.200000 0.000000 0.000000 0.000000 0.000000 0.000000 13972.960000
5.000000 1845.440000 536.000000 1144.000000 1164.000000 1506.720000 543.040000 1840.800000 1716.960000 1608.000000 1857.120000 174.080000 0.000000 0.000000 0.000000 0.000000 13936.160000
6.000000 1798.720000 516.800000 977.600000 960.000000 1483.360000 510.080000 1601.600000 1646.880000 1848.000000 1950.560000 519.040000 336.000000 0.000000 0.000000 0.000000 14148.640000
7.000000 1506.720000 433.920000 873.600000 912.000000 1553.440000 454.400000 1570.400000 1343.200000 1896.000000 1973.920000 425.600000 876.000000 327.040000 0.000000 0.000000 14146.240000
8.000000 1401.600000 438.400000 1154.400000 984.000000 1973.920000 429.120000 1445.600000 1284.800000 1404.000000 1413.280000 448.320000 636.000000 899.360000 343.200000 0.000000 14256.000000
9.000000 1436.640000 394.240000 988.000000 1068.000000 1635.200000 378.880000 1310.400000 1401.600000 1680.000000 1833.760000 412.160000 564.000000 490.560000 405.600000 93.440000 14092.480000
10.000000 1086.240000 336.000000 676.000000 792.000000 1109.600000 424.320000 1102.400000 1062.880000 1116.000000 1273.120000 426.880000 300.000000 116.800000 187.200000 233.600000 10243.040000
11.000000 11.680000 254.080000 509.600000 12.000000 0.000000 197.120000 0.000000 665.760000 660.000000 724.160000 34.880000 228.000000 327.040000 218.400000 432.160000 4274.880000
12.000000 93.440000 567.680000 821.600000 1560.000000 1775.360000 682.560000 1570.400000 1191.360000 1284.000000 1261.440000 532.800000 792.000000 525.600000 457.600000 0.000000 13115.840000
13.000000 2616.320000 0.000000 665.600000 84.000000 1973.920000 486.720000 1404.000000 116.800000 2472.000000 105.120000 301.120000 720.000000 210.240000 426.400000 724.160000 12306.400000
