Time 5-10.0.0.3-10.0.0.2 1-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 1-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 1-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 Aggregate-Flow
0.000000 0.002858 0.000780 0.002939 0.002335 0.002389 0.001354 0.004732 0.004191 0.003890 0.005475 0.000000 0.000000 0.000000 0.000000 0.000000 0.030943
1.000000 0.005412 0.001158 0.006863 0.006427 0.006456 0.001247 0.005138 0.007156 0.007400 0.006308 0.000000 0.000000 0.000000 0.000000 0.000000 0.053565
2.000000 0.006532 0.001165 0.007918 0.009147 0.008825 0.001204 0.006505 0.009130 0.008781 0.008229 0.000000 0.000000 0.000000 0.000000 0.000000 0.067436
3.000000 0.007172 0.001126 0.009776 0.011640 0.009321 0.001092 0.007501 0.009539 0.008696 0.008197 0.000000 0.000000 0.000000 0.000000 0.000000 0.074060
4.000000 0.006701 0.001178 0.010614 0.012305 0.010517 0.001158 0.007972 0.009491 0.009767 0.007856 0.000000 0.000000 0.000000 0.000000 0.000000 0.077559
5.000000 0.006589 0.001132 0.011461 0.011682 0.009750 0.001117 0.008283 0.008860 0.010371 0.008613 0.001315 0.000000 0.000000 0.000000 0.000000 0.079173
6.000000 0.007331 0.001137 0.012462 0.014735 0.009763 0.001142 0.007857 0.007539 0.008834 0.007777 0.001135 0.016622 0.000000 0.000000 0.000000 0.096334
7.000000 0.007130 0.001282 0.014960 0.017770 0.009519 0.001284 0.005716 0.007395 0.009032 0.007983 0.001354 0.027613 0.022882 0.000000 0.000000 0.133920
8.000000 0.010074 0.001297 0.012689 0.014973 0.008643 0.001273 0.005634 0.007031 0.010427 0.011309 0.001207 0.020004 0.026768 0.027353 0.000000 0.158682
9.000000 0.009127 0.001435 0.016175 0.015649 0.009879 0.001485 0.006592 0.007067 0.007537 0.008205 0.001364 0.021212 0.024214 0.053356 0.007559 0.190856
