Time 1-10.0.0.3-10.0.0.2 2-10.0.0.3-10.0.0.2 5-10.0.0.3-10.0.0.2 3-10.0.0.3-10.0.0.2 4-10.0.0.3-10.0.0.2 1-10.0.0.6-10.0.0.2 4-10.0.0.6-10.0.0.2 2-10.0.0.6-10.0.0.2 5-10.0.0.6-10.0.0.2 3-10.0.0.6-10.0.0.2 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 5-10.0.0.4-10.0.0.2 4-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 0.005042 0.003288 0.003116 0.002991 0.003269 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.017706
1.000000 0.000783 0.002462 0.000665 0.000668 0.000761 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005339
2.000000 0.000958 0.001860 0.000558 0.000546 0.000586 0.010562 0.006259 0.005469 0.005397 0.005642 0.000000 0.000000 0.000000 0.000000 0.000000 0.037837
3.000000 0.000959 0.002375 0.000698 0.000695 0.000995 0.009157 0.004903 0.006302 0.007541 0.005462 0.000000 0.000000 0.000000 0.000000 0.000000 0.039087
4.000000 0.000679 0.002292 0.000440 0.000452 0.000392 0.000873 0.000250 0.002626 0.000395 0.000440 0.000000 0.000000 0.000000 0.000000 0.000000 0.008839
5.000000 0.004985 0.004173 0.002827 0.003650 0.003234 0.044997 0.040777 0.039276 0.044733 0.044123 0.056163 0.051207 0.056236 0.054142 0.054301 0.504824
6.000000 0.007518 0.004596 0.003888 0.003980 0.004644 0.153112 0.154432 0.155331 0.157058 0.152151 0.152494 0.156923 0.155600 0.169889 0.199609 1.631225
7.000000 0.000645 0.001729 0.000582 0.000476 0.000733 0.219071 0.217139 0.241219 0.266975 0.229265 0.219068 0.335915 0.299286 0.310557 0.369831 2.712491
8.000000 0.009236 0.005603 0.005265 0.005427 0.005572 0.267518 0.264466 0.281765 0.343082 0.280505 0.266471 0.340605 0.292948 0.427893 0.511068 3.307424
9.000000 0.003621 0.003447 0.002344 0.002455 0.002449 0.325150 0.320259 0.322147 0.371654 0.369625 0.328810 0.393221 0.385200 0.631462 0.712128 4.173972
10.000000 0.004871 0.003681 0.003035 0.003435 0.003192 0.367610 0.361075 0.359394 0.360703 0.478085 0.398633 0.544581 0.478337 0.832675 0.887397 5.086704
11.000000 0.007747 0.004848 0.004004 0.004171 0.004788 0.434089 0.423114 0.425067 0.422271 0.626701 0.436076 0.590282 0.472512 1.032654 1.048833 5.937157
12.000000 0.000680 0.002227 0.000629 0.000756 0.000414 0.572568 0.571729 0.567136 0.566456 0.770437 0.572218 0.751535 0.585880 1.221882 1.045880 7.230427
13.000000 0.002909 0.004226 0.001533 0.001623 0.002198 0.784872 0.801392 0.785264 0.790398 0.896965 0.781000 1.114436 0.817258 1.326894 1.094043 9.205011
14.000000 0.000774 0.002240 0.000502 0.000632 0.000682 0.857813 0.854494 0.836804 0.848326 0.997651 0.879474 1.508302 0.896172 1.160682 1.046711 9.891259
15.000000 0.002531 0.003031 0.001630 0.001628 0.001662 1.627976 1.843373 1.632044 0.000000 1.626277 0.911802 2.352305 1.640870 1.629714 1.701015 14.975858
16.000000 0.000843 0.002094 0.000845 0.000784 0.000880 1.291379 1.937454 1.280235 1.623708 1.265243 1.329569 2.361706 1.350457 1.233919 1.335127 15.014243
17.000000 0.000840 0.001924 0.001022 0.000577 0.000549 1.110502 1.666494 0.885531 0.897071 0.980853 1.028023 1.512409 0.859041 1.002316 1.178177 11.125329
18.000000 0.004747 0.003539 0.002757 0.003391 0.003056 1.070710 1.988236 0.924882 0.899098 1.168725 1.001164 1.331596 0.984501 1.248146 1.174175 11.808723
19.000000 0.002661 0.002145 0.000371 0.000448 0.000518 0.946532 2.194544 0.995094 0.905367 1.330930 0.922997 1.735957 1.049844 1.604445 1.188707 12.880560
20.000000 0.005712 0.004525 0.003603 0.003705 0.003803 1.000514 2.295474 1.014415 0.992624 1.568776 0.996740 2.155827 1.112151 1.920945 1.141658 14.220472
21.000000 0.003127 0.003537 0.001702 0.001990 0.001748 1.011661 2.295964 1.022223 1.005440 1.800375 1.010171 2.533756 1.175911 2.203515 1.013664 15.084784
22.000000 0.000939 0.002202 0.000801 0.000567 0.000606 0.995355 2.134133 1.020980 0.991783 1.986647 0.996043 2.957150 1.151114 2.453732 0.990795 15.682847
23.000000 0.006177 0.004825 0.003460 0.004305 0.004105 1.009794 2.138061 1.052383 1.002696 2.134033 1.009020 3.239826 1.193376 2.678216 1.004499 16.484776
24.000000 0.000879 0.001935 0.000520 0.000849 0.000851 1.057200 2.248646 1.125549 1.053732 2.361263 1.054888 3.510420 1.281170 2.909270 1.061898 17.669070
25.000000 0.001140 0.002542 0.000518 0.000742 0.000625 1.121561 2.197686 1.270606 1.123366 2.688792 1.120689 3.792667 1.393267 3.153323 1.127780 18.995304
26.000000 0.000872 0.002392 0.000570 0.000982 0.000498 1.122634 2.162648 1.376118 1.114551 2.858824 1.117325 4.104380 1.428377 3.307264 1.111397 19.708832
27.000000 0.000973 0.002021 0.000364 0.001173 0.000603 1.126262 0.000000 1.302266 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.433662
28.000000 0.000875 0.002076 0.000721 0.000643 0.000729 1.787690 3.079443 1.896461 1.805642 3.488954 1.799113 5.124164 2.077138 4.020947 1.858326 26.942922
29.000000 0.001424 0.002354 0.001347 0.001233 0.001006 1.313068 2.507987 1.356608 1.325369 3.284608 1.382708 4.731195 1.702434 3.715097 1.208195 22.534633
30.000000 0.005867 0.004799 0.004096 0.003496 0.003118 1.502107 2.810739 1.535476 1.586441 3.646036 1.576217 4.370164 1.881499 4.012191 1.126557 24.068803
31.000000 0.010113 0.006572 0.006420 0.006831 0.006798 1.203782 3.090081 1.449752 1.495692 4.041831 1.303554 4.577167 1.824038 4.139935 1.072230 24.234796
32.000000 0.010632 0.006599 0.005519 0.007508 0.006315 1.137658 3.197106 1.319969 1.477086 4.306432 1.190799 4.698493 1.681673 3.379558 1.132893 23.558240
33.000000 0.007112 0.004754 0.003689 0.004128 0.004597 1.190665 3.158641 1.288301 1.499672 4.872315 1.219535 4.777754 1.580254 3.068198 1.182140 23.861755
34.000000 0.008143 0.004952 0.004281 0.005038 0.004500 1.230358 3.238575 1.236959 1.550174 5.335034 1.228511 4.742208 1.547192 3.225489 1.223603 24.585017
35.000000 0.004873 0.003538 0.002625 0.002883 0.003044 1.245562 3.278793 1.313522 1.604486 5.610567 0.000000 4.869807 1.621198 3.352558 0.000000 22.913456
36.000000 0.004535 0.003767 0.002377 0.002831 0.002594 1.784432 3.191156 1.269797 1.703312 6.481248 1.802683 5.566529 1.647928 3.931847 1.955300 29.350336
37.000000 0.000973 0.001873 0.000713 0.000728 0.000535 1.597605 3.128697 1.123599 1.641668 6.719289 1.532994 5.378749 1.541722 3.736933 1.605492 28.011570
38.000000 0.005385 0.004139 0.002786 0.002969 0.003708 1.771628 3.087169 1.107530 1.693214 7.110428 1.560579 5.684053 1.327456 4.058281 1.721269 29.140594
39.000000 0.001470 0.002448 0.000886 0.000783 0.000865 1.924771 3.065039 1.196478 1.788087 7.539047 1.683322 5.207338 1.209125 4.325274 1.734986 29.679919
40.000000 0.005389 0.003759 0.002706 0.004147 0.003381 2.126354 3.037913 1.267005 1.813682 8.121375 1.814303 5.478837 1.264451 4.275191 1.879437 31.097930
41.000000 0.003684 0.003577 0.001850 0.002126 0.002561 2.256711 2.639539 1.288835 0.000000 8.667177 1.765551 5.754005 0.000000 3.975519 0.000000 26.361135
42.000000 0.000963 0.002081 0.000389 0.000468 0.000941 2.265805 3.615709 2.259969 2.506482 0.000000 1.948186 6.820573 2.300301 4.932151 2.884999 29.539017
43.000000 0.003978 0.003540 0.002327 0.002374 0.002180 2.505551 2.909180 1.641105 1.651644 7.254693 1.338487 6.772251 1.722462 4.754038 2.525122 33.088932
44.000000 0.004661 0.003946 0.002780 0.002893 0.003258 2.136284 2.017989 1.202951 1.078003 6.709528 1.364708 7.085251 1.231910 4.838674 2.476194 30.159030
45.000000 0.000773 0.001922 0.000540 0.000509 0.001096 2.224950 1.981158 1.138494 0.968008 7.140289 1.239593 7.488725 1.009537 4.985223 2.480714 30.661531
46.000000 0.001049 0.001993 0.000826 0.000586 0.000412 2.122228 2.018263 1.007668 0.984300 7.621059 1.115584 7.772560 0.985654 5.168935 2.539751 31.340868
47.000000 0.000590 0.001980 0.000477 0.000351 0.000625 2.149861 1.995478 0.997675 0.998885 8.073316 1.030422 8.096699 0.998449 4.050014 2.663145 31.057967
48.000000 0.008373 0.005274 0.005585 0.005631 0.005976 2.053885 1.999587 1.022046 1.019309 6.387389 1.047897 5.952869 1.021565 3.996428 2.846309 27.378123
49.000000 0.003118 0.003112 0.002015 0.002205 0.001831 2.005379 2.058664 1.051942 1.051182 5.633155 1.088719 5.521094 1.050925 4.225900 2.977176 26.676417
50.000000 0.003898 0.003446 0.002192 0.002570 0.002216 2.001223 2.081395 1.054223 1.055483 6.127885 1.058043 5.816512 1.054967 4.499777 3.140921 27.904751
51.000000 0.000963 0.002498 0.000788 0.000725 0.000700 1.830382 2.179176 1.082147 1.082906 6.652604 1.086407 6.014135 1.083860 4.641695 3.276449 28.935435
52.000000 0.001059 0.001942 0.000492 0.000732 0.000670 2.300460 2.544766 2.089111 2.050358 7.628561 1.566910 7.109769 2.061111 4.625809 4.256254 36.238004
