Interval	Avg	Std	CI=0.95	Min	Median	Max
  316 --   317	24.189	5.046	6.265	15.178	26.445	29.557
  317 --   318	25.188	5.388	6.691	15.551	26.445	31.557
  318 --   319	25.687	5.490	6.817	15.712	27.487	31.557
  319 --   320	26.279	6.014	7.467	15.712	28.445	33.557
  320 --   321	26.679	6.254	7.766	15.712	28.445	33.557
  321 --   322	26.710	6.130	7.611	16.087	28.369	33.557
  322 --   323	26.526	6.146	7.631	16.087	28.086	33.490
  323 --   324	26.506	5.701	7.079	16.962	27.762	33.003
  324 --   325	26.438	5.028	6.242	18.087	27.048	32.737
  325 --   326	25.843	4.498	5.585	18.087	26.569	31.137
  326 --   327	25.847	3.851	4.782	20.087	26.305	30.884
  327 --   328	25.929	3.261	4.049	22.087	25.029	30.635
  328 --   329	25.475	3.332	4.137	22.087	24.352	30.490
  329 --   330	25.057	2.970	3.688	22.068	24.352	30.006
  330 --   331	24.310	3.179	3.947	20.016	24.352	28.824
  331 --   332	24.742	3.338	4.145	19.939	26.352	28.824
  332 --   333	24.548	3.577	4.441	19.343	26.352	28.824
  333 --   334	24.708	4.174	5.183	19.018	27.096	28.761
  334 --   335	24.721	4.207	5.223	18.931	27.388	28.622
  335 --   336	24.591	4.520	5.612	17.953	28.096	28.352
  336 --   337	24.895	4.832	6.000	17.845	28.215	29.509
  337 --   338	24.911	4.504	5.593	18.666	27.472	29.509
  338 --   339	24.972	4.571	5.676	18.666	27.437	29.848
  339 --   340	25.820	4.555	5.656	18.666	28.207	30.346
  340 --   341	26.409	4.032	5.006	19.541	28.190	30.596
  341 --   342	26.579	4.005	4.972	19.791	28.846	30.596
  342 --   343	27.416	3.462	4.299	21.791	27.796	32.430
  343 --   344	27.967	2.952	3.665	23.791	27.783	32.596
  344 --   345	28.060	3.085	3.831	23.791	27.279	32.596
  345 --   346	28.673	3.632	4.510	23.731	28.311	34.596
  346 --   347	28.447	3.659	4.543	23.440	28.311	34.596
  347 --   348	28.405	3.714	4.612	23.187	28.302	34.596
  348 --   349	27.900	3.855	4.787	22.561	27.807	34.567
  349 --   350	27.876	3.894	4.836	22.232	27.591	34.473
  350 --   351	27.723	3.896	4.838	21.735	27.591	33.971
