Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	280.832	63.622	78.997	224.640	263.680	398.400
    1 --     2	347.136	52.532	65.227	256.640	367.680	403.200
    2 --     3	352.192	66.163	82.152	226.560	373.760	420.480
    3 --     4	294.464	54.977	68.263	224.000	326.720	358.720
    4 --     5	326.656	41.484	51.510	272.320	343.360	371.840
    5 --     6	349.120	72.726	90.301	208.000	377.600	406.400
    6 --     7	285.888	40.665	50.492	227.520	291.840	346.240
    7 --     8	314.688	40.828	50.695	267.200	289.600	365.120
    8 --     9	352.704	59.260	73.581	248.000	367.040	414.400
    9 --    10	317.056	39.827	49.451	242.880	328.640	362.560
   10 --    11	295.168	39.461	48.997	257.600	270.080	360.320
   11 --    12	353.216	40.403	50.167	274.560	372.480	384.320
   12 --    13	310.464	46.120	57.265	224.000	318.720	357.440
   13 --    14	298.240	48.172	59.813	252.160	267.840	371.200
   14 --    15	384.384	54.035	67.093	278.400	405.760	422.400
   15 --    16	309.824	32.866	40.809	264.640	310.400	360.000
   16 --    17	273.088	73.178	90.862	180.800	249.600	385.280
   17 --    18	343.104	30.524	37.900	283.520	352.640	366.080
   18 --    19	341.696	57.650	71.582	249.920	365.120	398.080
   19 --    20	272.000	65.989	81.936	194.560	255.680	386.880
   20 --    21	325.504	79.389	98.574	185.600	362.880	399.680
   21 --    22	334.464	56.776	70.497	263.360	317.760	416.640
   22 --    23	308.096	80.632	100.118	230.720	269.120	437.120
   23 --    24	379.776	132.796	164.888	234.880	362.560	625.600
   24 --    25	406.656	139.399	173.086	292.800	363.200	677.120
   25 --    26	292.864	60.849	75.554	215.360	296.640	369.600
   26 --    27	358.912	95.792	118.941	223.680	363.840	510.400
   27 --    28	468.800	215.514	267.596	325.440	370.880	895.360
   28 --    29	399.808	121.105	150.371	257.280	363.840	582.080
   29 --    30	448.640	243.987	302.950	281.600	344.640	930.880
   30 --    31	438.336	173.702	215.680	266.240	382.400	762.240
   31 --    32	541.312	337.328	418.848	217.920	368.960	1068.480
   32 --    33	594.048	371.355	461.098	319.360	459.200	1328.000
   33 --    34	810.688	416.947	517.708	281.280	1038.720	1255.040
   34 --    35	769.920	396.179	491.921	275.200	790.400	1336.000
   35 --    36	548.544	328.347	407.696	251.520	377.600	1133.760
   36 --    37	703.040	399.938	496.589	308.480	579.200	1352.960
   37 --    38	756.480	373.935	464.302	234.560	816.000	1274.560
   38 --    39	715.968	379.122	470.742	323.840	699.840	1360.320
