Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.000	0.000	0.000	0.000	0.000	0.000
    1 --     2	0.000	0.000	0.000	0.000	0.000	0.000
    2 --     3	0.000	0.000	0.000	0.000	0.000	0.000
    3 --     4	0.000	0.000	0.000	0.000	0.000	0.000
    4 --     5	0.002	0.004	0.005	0.000	0.000	0.010
    5 --     6	0.001	0.001	0.001	0.000	0.000	0.002
    6 --     7	0.003	0.005	0.006	0.000	0.000	0.012
    7 --     8	0.006	0.005	0.006	0.000	0.008	0.013
    8 --     9	0.001	0.001	0.001	0.000	0.000	0.002
    9 --    10	0.000	0.000	0.000	0.000	0.000	0.000
   10 --    11	0.007	0.006	0.008	0.000	0.005	0.014
   11 --    12	0.005	0.006	0.008	0.000	0.000	0.013
   12 --    13	0.003	0.003	0.003	0.000	0.002	0.006
   13 --    14	0.004	0.006	0.008	0.000	0.001	0.016
   14 --    15	0.007	0.006	0.008	0.000	0.010	0.016
   15 --    16	0.001	0.001	0.002	0.000	0.000	0.004
   16 --    17	0.001	0.001	0.001	0.000	0.000	0.002
   17 --    18	0.001	0.001	0.001	0.000	0.000	0.003
   18 --    19	0.006	0.007	0.009	0.000	0.000	0.014
   19 --    20	0.002	0.003	0.004	0.000	0.000	0.007
   20 --    21	0.005	0.004	0.005	0.000	0.007	0.009
   21 --    22	0.006	0.005	0.006	0.000	0.010	0.010
   22 --    23	0.003	0.002	0.003	0.000	0.004	0.005
   23 --    24	0.002	0.004	0.005	0.000	0.001	0.010
   24 --    25	0.002	0.002	0.003	0.000	0.000	0.005
   25 --    26	0.000	0.000	0.000	0.000	0.000	0.000
   26 --    27	0.006	0.007	0.008	0.000	0.007	0.018
   27 --    28	0.001	0.000	0.001	0.000	0.000	0.002
   28 --    29	0.000	0.000	0.000	0.000	0.000	0.000
   29 --    30	0.003	0.004	0.005	0.000	0.000	0.008
   30 --    31	0.006	0.005	0.006	0.000	0.008	0.010
   31 --    32	0.000	0.000	0.000	0.000	0.000	0.000
   32 --    33	0.000	0.000	0.000	0.000	0.000	0.000
   33 --    34	0.002	0.003	0.004	0.000	0.000	0.009
   34 --    35	0.001	0.001	0.001	0.000	0.000	0.002
   35 --    36	0.006	0.007	0.009	0.000	0.000	0.015
   36 --    37	0.008	0.008	0.009	0.000	0.005	0.017
   37 --    38	0.012	0.010	0.013	0.000	0.013	0.023
   38 --    39	0.008	0.006	0.008	0.000	0.009	0.015
   39 --    40	0.003	0.003	0.004	0.000	0.001	0.007
   40 --    41	0.001	0.003	0.003	0.000	0.000	0.007
   41 --    42	0.000	0.000	0.000	0.000	0.000	0.000
   42 --    43	0.001	0.001	0.002	0.000	0.000	0.003
   43 --    44	0.004	0.005	0.006	0.000	0.001	0.010
   44 --    45	0.007	0.008	0.009	0.000	0.002	0.016
   45 --    46	0.001	0.001	0.002	0.000	0.000	0.003
   46 --    47	0.000	0.000	0.000	0.000	0.000	0.000
   47 --    48	0.004	0.004	0.005	0.000	0.000	0.009
   48 --    49	0.006	0.007	0.009	0.000	0.001	0.015
   49 --    50	0.031	0.061	0.076	0.000	0.000	0.154
   50 --    51	0.060	0.120	0.149	0.000	0.000	0.300
   51 --    52	0.004	0.005	0.006	0.000	0.004	0.013
   52 --    53	0.014	0.013	0.016	0.000	0.014	0.029
   53 --    54	0.008	0.009	0.011	0.000	0.000	0.019
   54 --    55	0.003	0.004	0.005	0.000	0.000	0.008
   55 --    56	0.000	0.000	0.000	0.000	0.000	0.000
   56 --    57	0.003	0.003	0.003	0.000	0.004	0.006
   57 --    58	0.005	0.010	0.012	0.000	0.001	0.024
   58 --    59	0.002	0.003	0.004	0.000	0.000	0.009
   59 --    60	0.001	0.002	0.003	0.000	0.000	0.006
   60 --    61	0.001	0.002	0.002	0.000	0.000	0.005
   61 --    62	0.001	0.002	0.003	0.000	0.000	0.005
   62 --    63	0.004	0.004	0.005	0.000	0.003	0.009
   63 --    64	0.021	0.030	0.038	0.000	0.013	0.081
   64 --    65	0.050	0.101	0.125	0.000	0.000	0.252
   65 --    66	0.000	0.000	0.000	0.000	0.000	0.000
   66 --    67	0.024	0.045	0.056	0.000	0.003	0.114
   67 --    68	0.032	0.061	0.076	0.000	0.003	0.155
   68 --    69	0.005	0.006	0.008	0.000	0.000	0.012
   69 --    70	0.007	0.008	0.010	0.000	0.000	0.016
   70 --    71	0.000	0.000	0.000	0.000	0.000	0.001
   71 --    72	0.000	0.000	0.000	0.000	0.000	0.000
   72 --    73	0.005	0.007	0.008	0.000	0.000	0.014
   73 --    74	0.001	0.001	0.001	0.000	0.000	0.002
   74 --    75	0.000	0.000	0.000	0.000	0.000	0.000
   75 --    76	0.000	0.000	0.000	0.000	0.000	0.000
   76 --    77	0.002	0.003	0.003	0.000	0.000	0.007
   77 --    78	0.001	0.001	0.001	0.000	0.002	0.002
   78 --    79	0.007	0.008	0.010	0.000	0.003	0.017
   79 --    80	0.002	0.003	0.003	0.000	0.000	0.006
   80 --    81	0.001	0.001	0.001	0.000	0.000	0.002
   81 --    82	0.006	0.007	0.009	0.000	0.000	0.015
   82 --    83	0.008	0.007	0.008	0.000	0.012	0.017
   83 --    84	0.001	0.003	0.003	0.000	0.000	0.007
   84 --    85	0.003	0.007	0.008	0.000	0.000	0.016
   85 --    86	0.000	0.000	0.000	0.000	0.000	0.001
   86 --    87	0.000	0.000	0.000	0.000	0.000	0.000
   87 --    88	0.003	0.002	0.003	0.000	0.002	0.005
   88 --    89	0.005	0.010	0.012	0.000	0.000	0.025
   89 --    90	0.002	0.004	0.005	0.000	0.000	0.010
   90 --    91	0.000	0.000	0.000	0.000	0.000	0.000
   91 --    92	0.000	0.000	0.000	0.000	0.000	0.000
   92 --    93	0.007	0.004	0.005	0.000	0.009	0.011
   93 --    94	0.010	0.005	0.007	0.000	0.011	0.017
   94 --    95	0.004	0.004	0.005	0.000	0.004	0.009
   95 --    96	0.004	0.005	0.006	0.000	0.000	0.013
   96 --    97	0.006	0.006	0.007	0.000	0.003	0.016
   97 --    98	0.007	0.008	0.009	0.000	0.008	0.021
   98 --    99	0.001	0.003	0.003	0.000	0.000	0.006
   99 --   100	0.000	0.000	0.000	0.000	0.000	0.000
  100 --   101	0.006	0.005	0.006	0.000	0.009	0.010
  101 --   102	0.005	0.008	0.010	0.000	0.003	0.021
  102 --   103	0.003	0.003	0.004	0.000	0.001	0.007
  103 --   104	0.000	0.000	0.000	0.000	0.000	0.000
  104 --   105	0.000	0.000	0.000	0.000	0.000	0.000
  105 --   106	0.006	0.005	0.006	0.000	0.008	0.013
  106 --   107	0.004	0.008	0.010	0.000	0.000	0.019
  107 --   108	0.005	0.009	0.011	0.000	0.000	0.023
  108 --   109	0.005	0.006	0.008	0.000	0.004	0.017
  109 --   110	0.003	0.005	0.007	0.000	0.000	0.013
  110 --   111	0.003	0.006	0.008	0.000	0.000	0.016
  111 --   112	0.000	0.000	0.000	0.000	0.000	0.000
  112 --   113	0.000	0.000	0.000	0.000	0.000	0.000
  113 --   114	0.000	0.000	0.000	0.000	0.000	0.000
  114 --   115	0.000	0.000	0.000	0.000	0.000	0.000
  115 --   116	0.000	0.000	0.000	0.000	0.000	0.000
  116 --   117	0.000	0.000	0.000	0.000	0.000	0.000
  117 --   118	0.004	0.005	0.006	0.000	0.000	0.010
  118 --   119	0.006	0.007	0.008	0.000	0.000	0.014
  119 --   120	0.000	0.000	0.000	0.000	0.000	0.000
  120 --   121	0.002	0.002	0.002	0.000	0.004	0.004
  121 --   122	0.004	0.004	0.005	0.000	0.005	0.012
  122 --   123	0.004	0.003	0.004	0.000	0.002	0.010
  123 --   124	0.000	0.000	0.000	0.000	0.000	0.000
  124 --   125	0.000	0.000	0.000	0.000	0.000	0.000
  125 --   126	0.003	0.005	0.006	0.000	0.000	0.012
  126 --   127	0.005	0.006	0.007	0.000	0.000	0.012
  127 --   128	0.001	0.001	0.001	0.000	0.000	0.002
  128 --   129	0.005	0.006	0.008	0.000	0.000	0.013
  129 --   130	0.000	0.000	0.000	0.000	0.000	0.000
  130 --   131	0.002	0.003	0.004	0.000	0.000	0.008
  131 --   132	0.001	0.001	0.001	0.000	0.000	0.003
  132 --   133	0.002	0.003	0.004	0.000	0.000	0.009
  133 --   134	0.004	0.004	0.005	0.000	0.001	0.008
  134 --   135	0.002	0.003	0.004	0.000	0.000	0.006
  135 --   136	0.000	0.000	0.000	0.000	0.000	0.000
  136 --   137	0.004	0.004	0.005	0.000	0.000	0.009
