Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.555	0.693	0.860	0.000	0.000	1.600
    1 --     2	4.751	1.187	1.474	3.375	4.324	6.667
    2 --     3	10.130	1.202	1.492	8.000	10.328	11.661
    3 --     4	12.065	1.456	1.808	11.211	11.309	14.961
    4 --     5	12.058	1.571	1.951	10.559	11.259	14.064
    5 --     6	12.776	2.498	3.102	9.933	11.411	16.443
    6 --     7	16.755	1.855	2.303	15.016	15.867	19.833
    7 --     8	18.149	0.828	1.028	17.192	17.655	19.324
    8 --     9	18.799	1.628	2.021	16.099	18.871	20.517
    9 --    10	18.375	1.770	2.198	15.218	19.321	20.089
   10 --    11	17.938	1.520	1.887	14.967	18.531	19.172
   11 --    12	17.809	0.609	0.757	16.957	17.842	18.593
   12 --    13	17.515	0.983	1.220	16.266	17.337	18.866
   13 --    14	17.033	1.613	2.003	15.443	16.156	19.155
   14 --    15	16.548	2.364	2.935	14.477	15.081	20.429
   15 --    16	15.526	2.255	2.800	13.317	14.167	19.212
   16 --    17	14.979	2.748	3.411	12.579	13.372	19.893
   17 --    18	14.698	2.862	3.554	12.280	13.856	20.064
   18 --    19	14.354	2.951	3.664	11.891	12.848	20.087
   19 --    20	14.379	3.169	3.934	11.703	12.483	20.305
   20 --    21	14.580	3.537	4.391	10.565	13.842	20.466
   21 --    22	15.326	2.734	3.395	11.807	15.537	19.318
   22 --    23	15.359	2.056	2.552	12.462	16.196	18.224
   23 --    24	14.494	1.754	2.178	12.495	14.954	17.139
   24 --    25	14.158	1.934	2.401	11.436	13.995	16.485
   25 --    26	14.336	2.708	3.362	10.420	13.540	18.300
   26 --    27	14.996	2.901	3.602	10.802	14.695	18.687
   27 --    28	15.534	2.341	2.907	12.690	15.241	18.773
   28 --    29	15.089	2.386	2.962	11.904	14.223	18.868
   29 --    30	14.626	1.922	2.387	12.633	13.632	17.992
   30 --    31	13.872	1.755	2.180	12.372	12.968	17.103
   31 --    32	14.741	1.553	1.928	13.154	14.675	17.527
   32 --    33	14.474	2.098	2.605	12.389	13.643	17.539
   33 --    34	14.782	2.523	3.133	11.506	13.667	18.790
   34 --    35	15.382	3.684	4.575	10.717	15.312	21.935
   35 --    36	15.373	4.417	5.485	9.626	14.438	22.681
   36 --    37	15.820	4.418	5.486	8.422	15.227	21.694
   37 --    38	15.271	4.433	5.504	7.428	15.829	20.532
   38 --    39	15.232	4.131	5.129	7.761	16.497	19.608
   39 --    40	15.568	4.345	5.396	7.475	18.219	19.113
   40 --    41	15.044	4.574	5.680	6.699	17.210	19.684
