Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.909	1.657	2.058	0.000	0.000	4.214
    1 --     2	4.058	4.257	5.286	0.000	2.479	12.303
    2 --     3	7.733	3.268	4.058	4.179	6.017	13.505
    3 --     4	12.295	4.511	5.602	8.000	9.950	20.635
    4 --     5	14.706	4.261	5.291	11.806	12.972	23.175
    5 --     6	15.651	3.274	4.065	12.344	14.502	21.867
    6 --     7	17.385	4.498	5.585	12.766	15.489	25.501
    7 --     8	18.662	5.459	6.779	12.671	18.395	28.239
    8 --     9	19.636	6.573	8.162	11.501	18.578	31.309
    9 --    10	19.476	6.730	8.356	12.016	17.409	31.857
   10 --    11	19.534	7.120	8.840	13.096	16.379	33.093
   11 --    12	19.653	6.523	8.100	14.005	17.231	31.962
   12 --    13	19.639	6.745	8.375	13.061	18.125	32.373
   13 --    14	19.102	6.658	8.267	12.843	17.876	31.779
   14 --    15	19.072	6.147	7.632	13.761	17.521	30.880
   15 --    16	18.700	6.139	7.623	12.692	16.538	30.091
   16 --    17	18.520	6.454	8.014	13.511	15.519	30.975
   17 --    18	18.250	6.921	8.594	12.768	14.406	31.660
   18 --    19	18.542	6.881	8.544	12.708	15.206	31.424
   19 --    20	18.305	6.495	8.065	12.551	16.616	30.215
   20 --    21	17.388	6.580	8.170	11.562	15.472	29.384
   21 --    22	17.281	6.645	8.251	10.679	15.055	29.034
   22 --    23	17.806	6.484	8.051	9.554	16.000	29.348
   23 --    24	18.136	6.600	8.195	8.474	19.275	28.359
   24 --    25	17.823	6.901	8.569	8.600	18.421	29.217
   25 --    26	17.383	6.544	8.125	8.961	17.487	28.230
   26 --    27	17.231	6.969	8.653	8.265	16.610	28.882
   27 --    28	16.796	6.595	8.188	8.904	15.671	28.438
   28 --    29	16.759	7.462	9.265	7.363	14.908	29.865
   29 --    30	17.395	7.259	9.013	7.980	15.630	29.846
   30 --    31	18.168	7.699	9.559	8.333	17.312	30.978
   31 --    32	19.244	7.360	9.138	11.956	16.389	31.240
   32 --    33	19.051	7.223	8.968	11.676	15.423	30.793
   33 --    34	18.267	6.991	8.680	10.916	14.879	29.779
   34 --    35	18.317	6.232	7.737	11.465	16.336	28.736
   35 --    36	19.026	5.621	6.979	12.616	19.200	28.399
   36 --    37	19.790	5.092	6.322	14.791	19.952	28.886
   37 --    38	19.365	4.578	5.685	14.989	19.187	27.641
   38 --    39	19.015	4.527	5.621	14.392	18.064	26.743
   39 --    40	19.375	5.601	6.954	13.556	17.189	29.139
   40 --    41	19.274	6.466	8.028	12.683	17.071	30.633
   41 --    42	19.389	6.707	8.328	11.489	18.613	30.871
   42 --    43	19.092	6.843	8.497	10.556	18.262	30.525
   43 --    44	18.834	7.319	9.088	9.482	18.408	31.226
   44 --    45	18.939	7.133	8.857	10.508	19.950	30.815
   45 --    46	19.319	7.364	9.143	10.893	20.766	31.030
   46 --    47	20.302	8.514	10.571	10.802	20.538	31.969
   47 --    48	19.403	8.394	10.422	9.827	19.439	30.848
   48 --    49	19.100	8.780	10.902	8.627	18.548	31.257
   49 --    50	19.006	8.895	11.045	7.984	17.714	31.259
   50 --    51	19.283	8.416	10.450	8.633	16.828	30.067
   51 --    52	19.755	8.326	10.338	10.877	15.940	31.011
   52 --    53	20.159	7.566	9.394	12.304	16.739	30.599
   53 --    54	20.786	7.265	9.021	12.431	17.939	30.906
   54 --    55	21.600	7.204	8.944	12.913	17.939	30.585
   55 --    56	21.627	7.139	8.864	11.714	20.373	29.801
   56 --    57	22.030	7.781	9.661	10.742	23.191	30.261
   57 --    58	22.284	7.623	9.465	11.907	24.701	30.625
   58 --    59	22.198	7.342	9.116	12.338	23.832	30.885
   59 --    60	21.303	7.787	9.669	10.203	22.654	31.126
   60 --    61	21.161	7.045	8.748	11.434	21.256	30.248
   61 --    62	21.889	7.106	8.824	10.623	20.957	30.911
   62 --    63	22.220	7.028	8.726	11.001	20.942	31.541
   63 --    64	21.707	7.004	8.696	10.840	19.936	31.047
   64 --    65	21.057	6.963	8.646	9.912	19.869	30.017
   65 --    66	20.971	6.921	8.594	9.653	20.363	30.293
   66 --    67	20.586	6.766	8.402	9.842	20.441	29.968
   67 --    68	20.263	7.125	8.846	8.725	20.381	29.126
   68 --    69	21.669	7.450	9.251	8.689	21.455	29.617
   69 --    70	22.347	7.691	9.549	8.859	22.858	30.589
   70 --    71	22.452	7.171	8.904	10.400	21.797	31.200
   71 --    72	22.547	7.265	9.020	10.787	21.771	31.440
   72 --    73	22.029	7.892	9.799	9.071	21.850	31.787
   73 --    74	21.998	7.623	9.465	9.210	21.074	30.446
   74 --    75	22.233	7.039	8.740	10.619	21.625	29.555
   75 --    76	21.997	7.261	9.016	10.084	21.934	29.804
   76 --    77	22.207	8.285	10.287	9.246	21.255	32.318
   77 --    78	21.967	8.770	10.890	8.300	22.778	33.047
   78 --    79	21.515	9.047	11.233	7.282	22.510	31.980
   79 --    80	21.119	8.656	10.748	8.192	21.569	30.696
   80 --    81	20.584	8.969	11.137	7.020	20.791	30.292
   81 --    82	20.503	9.523	11.824	5.989	20.195	31.225
   82 --    83	20.662	8.830	10.964	7.150	19.317	30.698
   83 --    84	21.529	8.670	10.765	8.099	19.998	31.242
   84 --    85	22.069	8.662	10.755	8.750	21.716	32.357
   85 --    86	22.360	7.665	9.518	10.361	23.586	31.061
   86 --    87	22.795	8.092	10.047	10.973	22.767	31.866
   87 --    88	22.514	8.531	10.592	10.174	22.901	32.460
   88 --    89	22.719	8.499	10.553	10.489	25.354	31.359
   89 --    90	22.930	7.500	9.312	14.062	24.647	31.258
   90 --    91	22.781	7.325	9.096	13.520	23.608	31.358
   91 --    92	22.351	7.719	9.584	12.460	22.765	31.232
   92 --    93	22.359	7.052	8.756	13.555	21.959	31.197
   93 --    94	23.118	7.164	8.895	14.772	22.498	31.901
   94 --    95	22.289	7.333	9.105	13.437	22.361	31.623
   95 --    96	21.771	7.595	9.430	12.417	22.422	31.023
   96 --    97	21.788	8.250	10.243	11.458	23.039	31.701
   97 --    98	21.489	7.423	9.216	11.878	22.794	30.425
   98 --    99	21.607	6.968	8.652	13.409	21.628	30.316
   99 --   100	21.732	7.094	8.808	12.610	20.524	30.898
  100 --   101	20.990	7.198	8.937	11.544	19.337	29.669
  101 --   102	21.080	8.188	10.167	10.160	18.463	30.863
  102 --   103	21.701	8.619	10.702	9.586	19.758	33.196
  103 --   104	22.443	8.073	10.024	10.940	19.789	33.850
  104 --   105	23.807	7.490	9.300	13.474	24.222	33.396
  105 --   106	24.619	6.793	8.434	15.140	26.789	32.427
  106 --   107	25.311	5.740	7.127	16.474	28.834	31.210
  107 --   108	25.162	5.590	6.941	16.041	28.369	31.300
  108 --   109	24.561	5.740	7.128	15.133	27.156	31.658
  109 --   110	23.714	5.716	7.097	14.254	26.584	30.363
  110 --   111	24.206	7.110	8.829	13.041	25.602	31.445
  111 --   112	23.470	7.020	8.716	12.482	25.805	30.459
  112 --   113	23.584	6.733	8.360	13.107	25.755	30.790
  113 --   114	23.317	6.924	8.598	12.138	26.936	30.665
  114 --   115	23.148	6.487	8.055	12.356	27.380	29.374
  115 --   116	23.063	6.395	7.941	11.657	26.578	29.449
  116 --   117	24.304	6.839	8.492	12.449	28.380	30.310
  117 --   118	24.248	6.956	8.637	12.316	28.509	30.252
  118 --   119	24.056	6.728	8.354	12.862	28.896	29.461
  119 --   120	24.367	6.140	7.623	13.407	28.474	29.556
  120 --   121	24.660	4.849	6.021	15.714	27.334	29.172
  121 --   122	24.644	4.801	5.961	16.241	26.846	29.368
  122 --   123	24.282	5.283	6.560	15.234	27.343	29.739
  123 --   124	23.963	5.869	7.287	14.390	26.412	31.036
  124 --   125	23.910	6.087	7.558	13.451	25.391	30.727
  125 --   126	24.706	5.624	6.983	14.705	24.502	30.902
  126 --   127	24.794	5.315	6.599	16.192	23.516	31.067
  127 --   128	24.169	5.673	7.043	15.122	22.724	30.731
  128 --   129	23.522	6.087	7.558	14.121	21.575	30.375
  129 --   130	22.982	6.460	8.021	13.370	20.599	30.940
  130 --   131	22.914	6.487	8.055	12.325	22.349	29.932
  131 --   132	22.760	6.881	8.544	11.204	23.043	30.706
  132 --   133	22.552	7.470	9.275	9.278	23.622	29.587
