Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	1593.280	192.262	238.725	1362.400	1508.000	1913.600
    1 --     2	1743.040	179.363	222.709	1518.400	1757.600	2028.000
    2 --     3	1620.320	145.213	180.306	1445.600	1653.600	1778.400
    3 --     4	1584.960	118.688	147.370	1362.400	1622.400	1716.000
    4 --     5	1711.840	170.839	212.124	1518.400	1716.000	2007.200
    5 --     6	1607.840	15.565	19.327	1580.800	1612.000	1622.400
    6 --     7	1711.840	197.611	245.366	1539.200	1570.400	2028.000
    7 --     8	1707.680	139.748	173.519	1466.400	1747.200	1892.800
    8 --     9	1620.320	135.663	168.448	1404.000	1653.600	1788.800
    9 --    10	1530.880	220.950	274.346	1216.800	1612.000	1799.200
   10 --    11	1688.960	69.486	86.278	1622.400	1653.600	1820.000
   11 --    12	1705.600	141.532	175.735	1560.000	1695.200	1955.200
   12 --    13	1666.080	159.280	197.772	1445.600	1684.800	1892.800
   13 --    14	1724.320	125.215	155.475	1580.800	1747.200	1934.400
   14 --    15	1616.160	145.541	180.712	1456.000	1528.800	1830.400
   15 --    16	1768.000	93.715	116.363	1622.400	1768.000	1882.400
   16 --    17	1726.400	117.846	146.325	1622.400	1664.000	1934.400
   17 --    18	1705.600	59.924	74.406	1591.200	1726.400	1757.600
   18 --    19	1626.560	180.205	223.754	1341.600	1622.400	1851.200
   19 --    20	1612.000	102.955	127.835	1424.800	1622.400	1716.000
   20 --    21	1589.120	114.002	141.552	1414.400	1632.800	1736.800
   21 --    22	1738.880	173.702	215.679	1487.200	1726.400	2028.000
   22 --    23	1607.840	336.459	417.769	1008.800	1664.000	1965.600
   23 --    24	1626.560	127.306	158.071	1435.200	1612.000	1830.400
   24 --    25	1647.360	61.210	76.002	1560.000	1632.800	1726.400
   25 --    26	1686.880	145.213	180.306	1476.800	1705.600	1903.200
   26 --    27	1740.960	205.867	255.618	1435.200	1809.600	2007.200
   27 --    28	1686.880	101.984	126.629	1580.800	1622.400	1830.400
   28 --    29	1620.320	182.330	226.392	1404.000	1560.000	1955.200
   29 --    30	1782.560	129.329	160.583	1612.000	1736.800	1996.800
   30 --    31	1609.920	142.203	176.568	1435.200	1601.600	1851.200
   31 --    32	1630.720	173.951	215.988	1341.600	1653.600	1851.200
   32 --    33	1661.920	106.345	132.044	1528.800	1622.400	1820.000
   33 --    34	1703.520	109.945	136.515	1580.800	1695.200	1882.400
   34 --    35	1751.360	135.854	168.686	1528.800	1809.600	1882.400
   35 --    36	1614.080	206.895	256.894	1435.200	1466.400	1882.400
   36 --    37	1674.400	187.084	232.296	1476.800	1580.800	1965.600
   37 --    38	1749.280	124.349	154.399	1643.200	1726.400	1986.400
   38 --    39	1722.240	42.424	52.676	1674.400	1726.400	1778.400
   39 --    40	1645.280	200.739	249.250	1383.200	1768.000	1872.000
   40 --    41	1763.840	116.666	144.859	1601.600	1778.400	1934.400
   41 --    42	1703.520	189.543	235.348	1476.800	1632.800	1976.000
   42 --    43	1591.200	200.480	248.929	1372.800	1601.600	1944.800
   43 --    44	1666.080	106.953	132.800	1580.800	1622.400	1872.000
   44 --    45	1664.000	122.879	152.574	1497.600	1632.800	1820.000
   45 --    46	1830.400	160.174	198.882	1601.600	1882.400	2059.200
   46 --    47	1747.200	86.012	106.799	1664.000	1716.000	1913.600
   47 --    48	1632.800	186.389	231.433	1404.000	1643.200	1944.800
   48 --    49	1728.480	169.670	210.673	1476.800	1716.000	1965.600
   49 --    50	1647.360	209.099	259.631	1331.200	1612.000	1976.000
   50 --    51	1772.160	174.967	217.251	1508.000	1778.400	2048.800
   51 --    52	1722.240	124.904	155.089	1560.000	1684.800	1882.400
   52 --    53	1705.600	157.998	196.180	1518.400	1643.200	1944.800
   53 --    54	1618.240	228.762	284.046	1206.400	1726.400	1830.400
   54 --    55	1562.080	80.933	100.492	1476.800	1528.800	1705.600
   55 --    56	1668.160	98.575	122.397	1508.000	1684.800	1809.600
   56 --    57	1751.360	166.997	207.354	1560.000	1757.600	2017.600
   57 --    58	1599.520	144.915	179.936	1362.400	1591.200	1799.200
   58 --    59	1666.080	135.504	168.250	1435.200	1664.000	1830.400
   59 --    60	1745.120	194.277	241.227	1393.600	1768.000	1976.000
   60 --    61	1620.320	120.461	149.572	1414.400	1632.800	1778.400
   61 --    62	1732.640	70.413	87.430	1612.000	1736.800	1830.400
