Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.498	0.335	0.416	0.000	0.472	1.000
    1 --     2	4.227	1.181	1.466	2.000	4.488	5.429
    2 --     3	8.072	2.446	3.037	3.938	8.969	11.073
    3 --     4	10.762	3.016	3.745	5.542	11.751	14.043
    4 --     5	11.805	3.090	3.837	6.000	12.353	14.782
    5 --     6	12.645	1.949	2.419	9.142	12.837	15.109
    6 --     7	14.187	2.403	2.984	11.446	14.443	17.051
    7 --     8	14.869	3.878	4.815	10.492	14.808	19.232
    8 --     9	14.899	3.427	4.255	9.779	15.159	18.874
    9 --    10	14.908	3.074	3.817	10.585	14.820	18.687
   10 --    11	15.291	3.752	4.659	9.516	15.694	20.030
   11 --    12	15.715	3.786	4.701	8.750	17.440	19.622
   12 --    13	15.793	2.710	3.365	11.560	16.525	18.996
   13 --    14	15.573	2.630	3.266	12.544	15.339	19.326
   14 --    15	14.889	2.983	3.704	11.650	14.310	19.705
   15 --    16	15.079	3.123	3.877	11.204	15.641	18.829
   16 --    17	15.922	3.106	3.856	12.149	15.035	20.048
   17 --    18	16.071	2.641	3.279	13.424	14.563	19.434
   18 --    19	15.815	2.289	2.842	13.493	14.211	18.703
   19 --    20	15.845	3.221	4.000	12.392	14.819	21.043
   20 --    21	15.380	3.356	4.167	11.629	14.735	20.173
   21 --    22	15.649	3.835	4.762	10.942	13.843	21.064
   22 --    23	16.607	4.083	5.069	10.942	16.297	22.265
   23 --    24	16.819	4.218	5.238	10.862	16.975	22.248
   24 --    25	17.943	5.069	6.294	10.417	16.623	23.608
   25 --    26	18.295	5.390	6.693	11.353	15.753	25.451
   26 --    27	18.327	4.562	5.665	12.699	17.669	24.342
   27 --    28	18.114	3.962	4.920	13.406	17.762	23.557
   28 --    29	17.656	3.673	4.561	13.788	16.622	23.151
   29 --    30	16.782	3.532	4.385	13.047	15.871	22.003
   30 --    31	16.585	3.896	4.838	12.130	14.788	21.612
   31 --    32	16.213	4.347	5.397	10.939	13.870	21.514
   32 --    33	16.175	4.879	6.058	10.222	14.072	22.121
   33 --    34	16.665	5.014	6.225	10.812	16.308	23.413
   34 --    35	16.001	5.229	6.492	10.087	15.507	23.427
   35 --    36	15.601	5.449	6.766	9.759	14.630	23.116
   36 --    37	15.695	5.381	6.682	10.298	13.560	22.243
   37 --    38	15.847	5.263	6.534	10.046	13.017	23.226
   38 --    39	16.540	4.579	5.686	12.687	12.927	22.701
   39 --    40	16.542	4.423	5.492	11.790	15.034	22.285
   40 --    41	17.210	6.328	7.858	10.873	15.284	27.186
   41 --    42	17.577	7.162	8.893	9.706	16.907	27.795
   42 --    43	17.490	7.675	9.530	8.595	17.898	27.446
   43 --    44	17.548	8.398	10.427	8.002	16.863	29.504
   44 --    45	18.319	9.607	11.929	6.922	15.699	32.612
   45 --    46	18.668	9.844	12.223	6.049	14.604	33.051
   46 --    47	19.969	9.595	11.914	7.248	16.880	32.287
   47 --    48	19.571	9.225	11.454	8.512	15.733	31.344
   48 --    49	19.281	8.730	10.839	9.126	16.378	30.346
   49 --    50	19.077	8.309	10.317	9.142	17.850	29.312
