Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.171	0.342	0.424	0.000	0.000	0.854
    1 --     2	4.470	0.928	1.152	3.111	4.250	5.667
    2 --     3	9.823	1.384	1.718	7.333	10.629	11.162
    3 --     4	11.363	0.036	0.044	11.320	11.352	11.410
    4 --     5	10.605	0.326	0.404	10.301	10.438	11.130
    5 --     6	10.077	0.511	0.634	9.432	10.123	10.842
    6 --     7	12.215	1.852	2.299	9.002	12.059	14.391
    7 --     8	14.047	3.011	3.738	8.132	14.982	16.263
    8 --     9	14.263	3.746	4.652	7.065	16.311	17.337
    9 --    10	13.913	4.106	5.098	5.929	15.370	17.749
   10 --    11	13.028	4.171	5.179	4.855	14.409	16.508
   11 --    12	13.018	4.604	5.717	4.040	14.836	16.677
   12 --    13	12.898	4.947	6.142	3.164	14.472	16.480
   13 --    14	12.803	4.648	5.771	3.826	14.261	16.887
   14 --    15	14.445	3.133	3.891	10.710	14.243	20.000
   15 --    16	14.533	3.036	3.769	11.631	13.697	20.264
   16 --    17	14.822	4.042	5.019	11.384	12.891	22.037
   17 --    18	14.904	4.453	5.529	10.568	12.796	23.280
   18 --    19	15.374	3.664	4.549	11.602	14.475	22.098
   19 --    20	14.603	3.625	4.501	10.954	13.765	21.201
   20 --    21	14.582	3.600	4.470	11.553	12.793	21.232
   21 --    22	15.110	3.706	4.602	12.023	13.470	22.182
   22 --    23	15.256	4.150	5.153	12.042	13.532	23.428
   23 --    24	16.627	3.655	4.538	14.021	14.889	23.875
   24 --    25	16.728	4.097	5.088	13.373	14.778	24.620
   25 --    26	17.538	4.505	5.594	13.352	15.232	26.075
   26 --    27	17.734	4.460	5.538	13.693	15.836	26.286
   27 --    28	18.856	3.961	4.919	12.822	18.401	25.180
   28 --    29	19.816	3.850	4.780	14.698	18.971	26.617
   29 --    30	19.706	3.526	4.378	16.731	17.799	26.454
   30 --    31	20.058	4.632	5.752	15.622	17.008	27.517
   31 --    32	20.005	5.372	6.671	14.455	17.067	28.283
   32 --    33	20.517	6.172	7.663	13.621	17.988	30.742
   33 --    34	21.452	5.876	7.296	12.617	19.817	30.216
   34 --    35	21.462	6.233	7.739	11.457	20.439	29.192
   35 --    36	22.408	6.798	8.440	10.645	22.031	30.003
   36 --    37	23.125	7.283	9.043	9.907	23.768	30.279
   37 --    38	23.535	7.098	8.813	10.597	24.705	31.323
   38 --    39	24.740	6.659	8.269	13.133	24.704	32.808
   39 --    40	24.388	6.498	8.068	12.877	26.172	31.877
   40 --    41	24.133	6.531	8.109	11.920	26.849	30.878
   41 --    42	24.877	6.483	8.049	13.065	26.274	31.552
   42 --    43	24.193	6.613	8.211	11.971	25.422	30.699
   43 --    44	25.249	5.805	7.208	14.404	25.983	31.016
   44 --    45	24.758	5.884	7.306	13.953	25.249	30.843
   45 --    46	24.654	6.526	8.103	12.667	25.270	31.200
   46 --    47	24.619	6.309	7.834	12.897	24.991	30.839
   47 --    48	24.768	5.730	7.115	14.100	26.538	30.409
   48 --    49	25.376	5.384	6.685	16.018	27.772	30.907
   49 --    50	24.173	5.420	6.730	14.706	26.639	29.627
   50 --    51	24.155	5.590	6.941	13.850	27.031	29.670
   51 --    52	24.531	5.422	6.733	14.458	26.117	29.883
   52 --    53	24.206	4.629	5.748	15.526	25.055	28.603
   53 --    54	24.681	4.439	5.511	16.959	24.280	29.262
   54 --    55	25.076	4.401	5.464	18.011	25.095	30.423
   55 --    56	25.266	3.737	4.640	19.776	25.113	30.524
   56 --    57	26.093	3.346	4.154	20.389	26.578	30.225
   57 --    58	25.959	3.836	4.762	19.288	27.077	30.887
   58 --    59	26.110	3.650	4.532	19.389	27.573	30.178
   59 --    60	25.770	3.585	4.452	19.519	26.675	29.987
   60 --    61	25.884	3.513	4.363	19.644	26.510	30.172
   61 --    62	26.564	3.091	3.838	21.444	26.517	30.934
   62 --    63	26.050	3.402	4.224	20.335	25.575	30.431
   63 --    64	25.954	3.233	4.015	20.252	27.781	29.260
   64 --    65	26.347	3.472	4.311	20.398	28.154	29.685
   65 --    66	26.998	3.429	4.258	20.824	28.014	30.684
   66 --    67	27.347	2.693	3.344	22.492	28.422	29.805
   67 --    68	27.221	3.143	3.903	21.427	27.882	30.853
   68 --    69	27.056	2.667	3.311	22.587	27.480	30.906
   69 --    70	27.742	3.468	4.306	21.414	28.547	31.280
   70 --    71	27.810	3.878	4.815	20.470	29.548	31.578
   71 --    72	27.376	4.233	5.256	19.354	28.718	31.852
   72 --    73	26.612	4.282	5.317	18.523	27.522	31.315
   73 --    74	27.264	5.052	6.273	17.475	28.691	32.059
   74 --    75	27.544	3.175	3.942	21.569	28.281	30.839
   75 --    76	27.314	3.214	3.991	21.458	28.284	30.714
   76 --    77	27.420	3.701	4.596	20.256	28.348	30.849
   77 --    78	27.306	4.090	5.079	19.188	29.090	30.205
   78 --    79	27.551	4.728	5.871	18.267	29.680	31.019
   79 --    80	27.673	5.266	6.539	17.268	30.071	31.353
   80 --    81	27.482	5.708	7.088	16.337	30.352	31.731
   81 --    82	27.866	6.382	7.924	15.398	30.623	33.069
   82 --    83	27.273	6.527	8.104	14.437	29.612	32.660
   83 --    84	27.649	6.036	7.495	15.757	30.651	31.683
   84 --    85	27.096	6.161	7.650	14.822	29.581	30.931
   85 --    86	27.738	5.845	7.257	16.092	30.197	31.571
   86 --    87	28.744	5.398	6.702	17.995	30.973	32.294
   87 --    88	28.126	5.357	6.651	17.528	29.922	31.867
   88 --    89	27.958	5.762	7.154	16.508	30.264	31.548
   89 --    90	28.119	4.484	5.567	19.201	30.060	31.090
   90 --    91	28.536	4.127	5.124	20.348	30.151	31.414
   91 --    92	28.587	4.548	5.647	19.516	30.629	31.309
   92 --    93	28.035	4.846	6.017	18.404	30.128	31.027
   93 --    94	28.291	4.996	6.203	18.325	30.551	31.222
   94 --    95	28.048	4.606	5.719	18.895	30.351	30.930
   95 --    96	28.345	4.342	5.392	19.759	30.520	31.320
   96 --    97	28.420	4.854	6.027	18.730	30.677	31.226
   97 --    98	28.048	3.802	4.721	20.473	29.757	30.484
   98 --    99	29.175	3.321	4.124	22.594	30.431	31.658
   99 --   100	28.431	3.533	4.387	21.395	29.985	30.642
  100 --   101	28.517	3.990	4.955	20.569	30.142	31.096
  101 --   102	28.664	4.091	5.080	20.524	30.444	31.378
  102 --   103	28.589	3.284	4.078	22.074	30.068	30.944
  103 --   104	29.320	3.405	4.228	22.653	30.641	31.786
  104 --   105	29.695	2.796	3.472	24.515	30.482	32.796
  105 --   106	29.375	2.815	3.495	23.966	30.227	32.008
  106 --   107	29.463	2.540	3.154	24.389	30.635	30.883
  107 --   108	29.206	3.001	3.727	23.368	29.959	31.460
  108 --   109	29.414	3.590	4.458	22.348	30.693	32.028
  109 --   110	28.880	3.005	3.731	22.991	29.848	31.380
  110 --   111	28.886	2.595	3.223	23.907	29.732	31.309
  111 --   112	29.401	2.276	2.826	24.916	30.592	30.999
  112 --   113	28.889	2.332	2.895	24.423	30.175	30.864
  113 --   114	28.896	2.391	2.969	24.230	30.212	30.524
  114 --   115	29.102	1.888	2.345	25.537	29.654	30.997
  115 --   116	28.789	1.962	2.436	25.158	29.495	31.025
  116 --   117	29.112	1.437	1.784	26.490	29.526	30.841
  117 --   118	28.691	1.966	2.442	25.497	28.750	31.431
  118 --   119	29.085	2.273	2.822	25.079	29.372	31.569
  119 --   120	28.860	1.609	1.998	26.631	28.518	31.285
  120 --   121	29.035	1.691	2.100	27.031	29.307	31.752
  121 --   122	29.493	1.375	1.707	27.570	30.218	31.229
  122 --   123	29.451	1.592	1.977	26.511	30.329	30.879
  123 --   124	29.388	1.602	1.990	26.319	29.824	30.702
  124 --   125	28.808	1.543	1.916	26.393	28.878	31.150
  125 --   126	28.273	1.715	2.130	25.502	28.300	30.205
  126 --   127	28.372	2.133	2.648	24.516	29.074	30.746
  127 --   128	27.475	2.299	2.854	23.307	28.008	30.188
  128 --   129	27.905	2.296	2.850	23.655	29.076	29.766
  129 --   130	27.754	2.190	2.719	23.576	28.361	29.974
  130 --   131	28.088	1.988	2.469	24.207	29.132	29.477
  131 --   132	29.146	1.722	2.138	26.171	29.863	30.959
  132 --   133	29.569	1.600	1.986	27.441	29.551	31.783
  133 --   134	30.151	1.971	2.447	27.391	30.675	32.186
  134 --   135	29.605	1.734	2.153	26.346	29.963	31.099
  135 --   136	29.185	1.459	1.811	26.390	29.761	30.380
  136 --   137	29.867	1.578	1.960	26.928	30.579	31.244
  137 --   138	29.003	0.896	1.112	27.586	29.366	29.991
  138 --   139	28.936	1.490	1.850	26.346	29.029	30.971
  139 --   140	28.748	2.022	2.510	25.268	29.268	31.084
  140 --   141	28.349	1.936	2.403	25.675	28.354	31.282
  141 --   142	28.464	2.233	2.772	25.392	28.524	32.019
  142 --   143	28.417	1.677	2.083	26.128	28.638	30.889
  143 --   144	28.760	2.213	2.748	25.526	28.978	31.517
  144 --   145	29.041	1.887	2.343	26.708	29.628	31.114
  145 --   146	29.165	2.441	3.031	25.999	28.448	32.764
  146 --   147	28.596	2.964	3.680	25.062	27.576	33.202
  147 --   148	28.209	3.116	3.869	25.038	27.582	33.346
  148 --   149	28.090	3.040	3.775	24.449	28.077	32.239
  149 --   150	28.039	2.699	3.351	23.974	28.789	31.488
  150 --   151	28.553	1.458	1.810	26.061	29.170	30.315
  151 --   152	28.760	1.562	1.940	26.049	28.628	30.625
  152 --   153	28.284	2.002	2.486	24.944	28.431	30.474
  153 --   154	29.293	1.595	1.980	27.469	28.738	31.935
  154 --   155	29.568	1.887	2.343	27.524	28.624	32.873
  155 --   156	29.659	1.543	1.916	27.279	30.051	31.878
  156 --   157	29.272	1.171	1.454	27.631	29.038	30.773
  157 --   158	29.151	1.364	1.693	27.652	28.694	31.435
  158 --   159	29.623	1.467	1.822	27.333	30.149	31.552
  159 --   160	30.508	0.732	0.909	29.622	30.481	31.400
  160 --   161	30.646	0.993	1.232	28.961	30.688	31.807
  161 --   162	30.679	1.376	1.708	28.054	31.177	31.970
  162 --   163	29.639	1.330	1.652	27.052	30.161	30.820
  163 --   164	29.566	1.789	2.221	26.218	30.298	31.104
  164 --   165	29.141	1.898	2.357	25.796	30.204	30.938
  165 --   166	29.252	2.156	2.677	26.044	30.606	31.640
  166 --   167	29.201	2.335	2.900	25.776	30.004	32.019
  167 --   168	29.431	1.926	2.392	26.101	29.788	31.384
  168 --   169	29.695	1.664	2.066	27.191	30.315	31.735
  169 --   170	29.553	1.527	1.896	27.387	29.920	31.570
  170 --   171	29.122	2.166	2.689	26.303	29.297	31.719
  171 --   172	29.040	2.319	2.879	26.054	30.680	31.339
  172 --   173	28.737	2.438	3.027	25.098	30.298	30.913
  173 --   174	28.469	2.477	3.075	24.220	29.887	30.569
  174 --   175	28.345	2.054	2.551	24.455	28.840	30.483
  175 --   176	28.920	1.318	1.636	26.379	29.632	29.898
  176 --   177	29.192	1.286	1.596	26.999	29.980	30.424
  177 --   178	28.504	1.030	1.279	27.323	28.695	29.879
  178 --   179	28.942	1.032	1.281	27.226	28.917	30.383
  179 --   180	28.868	0.980	1.217	27.816	28.575	30.585
  180 --   181	28.852	1.547	1.921	26.972	28.351	31.177
  181 --   182	28.602	1.492	1.852	26.138	28.784	30.669
  182 --   183	28.607	1.977	2.455	25.048	28.590	30.497
  183 --   184	28.425	1.734	2.153	25.655	28.940	30.698
  184 --   185	28.177	1.628	2.022	26.227	28.244	30.256
  185 --   186	28.096	2.034	2.525	25.555	28.501	30.637
  186 --   187	27.891	2.370	2.943	24.977	28.502	31.030
  187 --   188	27.150	2.154	2.675	24.064	27.334	30.107
  188 --   189	26.855	2.888	3.585	23.145	26.379	30.932
  189 --   190	26.297	3.474	4.313	22.055	25.373	30.852
  190 --   191	25.743	3.606	4.478	21.028	25.815	29.880
  191 --   192	25.720	3.503	4.349	20.777	26.584	30.002
  192 --   193	26.458	3.129	3.885	22.005	27.392	30.110
  193 --   194	26.515	3.257	4.045	22.056	27.376	30.855
  194 --   195	25.611	3.520	4.370	21.056	26.357	30.802
  195 --   196	25.859	4.154	5.158	21.140	26.107	31.970
  196 --   197	26.043	4.072	5.056	21.227	26.457	31.186
