Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.000	0.000	0.000	0.000	0.000	0.000
    1 --     2	1.030	1.607	1.995	0.000	0.000	4.148
    2 --     3	3.260	3.344	4.152	1.208	1.833	9.927
    3 --     4	4.790	4.959	6.158	1.917	2.000	14.645
    4 --     5	5.982	4.695	5.829	2.000	3.938	14.467
    5 --     6	7.080	4.728	5.870	2.000	4.000	13.655
    6 --     7	8.547	4.292	5.329	3.875	7.942	14.165
    7 --     8	8.532	3.620	4.495	4.000	10.000	12.509
    8 --     9	8.999	2.403	2.984	5.708	9.931	11.953
    9 --    10	9.640	2.505	3.110	6.000	9.738	13.554
   10 --    11	11.280	3.747	4.653	6.000	11.418	17.271
   11 --    12	12.808	4.253	5.281	7.875	11.433	20.659
   12 --    13	12.585	4.344	5.394	8.000	10.260	20.292
   13 --    14	12.843	4.537	5.633	8.285	11.496	21.441
   14 --    15	12.854	4.068	5.051	9.181	10.873	20.503
   15 --    16	13.781	3.491	4.335	10.763	13.007	20.378
   16 --    17	14.863	2.973	3.692	10.964	14.722	19.539
   17 --    18	13.974	2.261	2.807	11.256	13.301	17.177
   18 --    19	13.358	2.543	3.158	9.944	12.975	17.086
   19 --    20	12.724	2.133	2.648	10.459	11.995	15.425
   20 --    21	12.525	1.983	2.463	10.214	12.181	15.130
   21 --    22	12.551	2.035	2.527	10.377	11.665	15.130
   22 --    23	12.220	2.496	3.099	9.727	11.243	15.297
   23 --    24	11.804	2.621	3.255	8.696	11.689	14.880
   24 --    25	11.907	2.012	2.498	9.355	11.450	14.517
   25 --    26	11.774	1.523	1.891	10.266	11.064	13.858
   26 --    27	11.123	1.407	1.747	9.631	10.193	12.864
   27 --    28	10.963	1.608	1.997	9.000	10.131	13.059
   28 --    29	10.875	2.352	2.920	7.592	10.327	13.701
   29 --    30	10.253	3.379	4.195	6.333	10.410	14.243
   30 --    31	9.775	3.685	4.576	5.217	10.708	14.377
   31 --    32	9.209	2.743	3.406	4.514	10.595	12.023
   32 --    33	9.697	2.493	3.095	4.780	10.937	11.384
   33 --    34	9.639	2.743	3.406	4.446	10.787	12.145
   34 --    35	9.649	3.055	3.793	3.987	10.335	12.676
   35 --    36	9.669	3.833	4.759	2.693	10.499	13.492
   36 --    37	9.459	4.317	5.360	1.728	9.539	14.686
   37 --    38	9.478	2.997	3.722	5.378	9.189	14.686
   38 --    39	9.129	3.576	4.441	4.558	8.544	15.533
   39 --    40	9.257	3.031	3.763	7.378	7.593	15.254
   40 --    41	9.046	2.615	3.247	6.695	7.938	14.009
   41 --    42	10.366	3.059	3.798	5.387	11.012	14.823
   42 --    43	10.725	4.075	5.060	4.625	10.889	16.622
   43 --    44	10.535	4.971	6.172	2.811	10.131	18.219
   44 --    45	9.913	5.586	6.936	2.317	9.296	19.400
   45 --    46	10.444	5.660	7.028	2.317	10.165	19.942
   46 --    47	11.339	6.151	7.637	4.317	11.144	21.186
   47 --    48	13.234	7.335	9.108	5.586	13.362	25.858
   48 --    49	14.319	6.778	8.417	7.128	14.725	26.193
   49 --    50	14.062	6.650	8.257	7.679	13.617	26.184
   50 --    51	14.173	6.346	7.880	8.426	12.359	26.400
   51 --    52	14.681	6.604	8.200	8.462	12.817	27.398
   52 --    53	14.466	7.030	8.729	6.451	13.522	27.400
   53 --    54	15.113	7.417	9.210	5.940	14.596	28.188
   54 --    55	16.212	8.306	10.313	4.910	17.164	29.861
   55 --    56	17.624	8.978	11.148	6.368	17.009	33.573
   56 --    57	17.576	9.759	12.118	6.910	15.814	35.938
   57 --    58	17.460	9.831	12.207	6.910	15.237	35.979
   58 --    59	17.512	9.125	11.330	8.910	14.805	35.030
   59 --    60	17.606	7.874	9.777	11.310	14.536	33.038
   60 --    61	18.327	7.118	8.838	13.064	15.710	32.405
   61 --    62	18.268	6.843	8.497	12.565	16.053	31.706
   62 --    63	18.337	7.833	9.727	11.164	15.433	33.609
   63 --    64	17.884	8.140	10.107	10.470	14.599	33.706
   64 --    65	18.316	8.357	10.377	9.762	14.553	33.654
   65 --    66	18.973	8.621	10.705	9.562	15.012	32.869
   66 --    67	19.085	8.153	10.123	10.562	15.262	32.070
   67 --    68	19.943	7.413	9.204	12.541	15.512	31.860
   68 --    69	20.116	7.057	8.763	14.310	15.295	31.901
   69 --    70	19.066	7.577	9.408	11.888	14.174	31.969
   70 --    71	18.791	8.306	10.313	10.874	13.713	32.943
   71 --    72	18.740	8.441	10.480	10.323	13.806	32.085
   72 --    73	18.449	8.301	10.308	10.218	12.825	30.200
   73 --    74	19.015	7.840	9.734	11.876	13.852	30.615
   74 --    75	19.906	7.389	9.175	12.479	17.572	31.395
   75 --    76	20.131	7.680	9.535	12.688	17.739	32.988
   76 --    77	20.303	7.114	8.833	13.593	17.333	32.802
   77 --    78	20.102	6.543	8.125	12.601	17.534	31.445
   78 --    79	19.547	6.838	8.490	11.420	16.638	30.608
   79 --    80	18.877	6.784	8.424	10.420	15.827	28.547
   80 --    81	19.118	7.452	9.253	10.534	15.587	30.047
   81 --    82	19.612	8.537	10.600	10.534	15.232	32.813
   82 --    83	20.474	8.814	10.944	10.804	15.699	34.364
   83 --    84	20.534	8.378	10.403	11.922	15.394	33.337
   84 --    85	20.263	8.070	10.020	12.781	14.510	32.303
   85 --    86	19.864	7.887	9.794	11.430	15.613	31.750
   86 --    87	18.864	7.980	9.909	10.585	14.747	30.742
   87 --    88	19.306	8.622	10.706	10.585	14.841	32.669
   88 --    89	20.107	8.967	11.134	10.585	14.828	34.002
   89 --    90	21.127	9.184	11.404	10.793	16.853	34.649
   90 --    91	21.745	8.767	10.886	11.710	18.599	33.953
   91 --    92	23.359	8.036	9.978	15.421	18.997	33.172
   92 --    93	24.298	8.654	10.745	14.612	20.585	37.179
   93 --    94	23.965	9.323	11.576	13.334	20.317	38.355
   94 --    95	23.533	9.262	11.500	13.614	19.317	37.989
   95 --    96	24.393	7.477	9.285	16.793	19.879	35.741
   96 --    97	25.781	6.821	8.470	17.737	27.968	34.631
   97 --    98	25.453	6.824	8.473	16.838	28.197	34.453
   98 --    99	25.488	6.483	8.050	17.068	28.406	33.922
   99 --   100	26.481	5.694	7.070	18.831	28.598	32.891
  100 --   101	27.944	4.970	6.171	21.109	27.875	34.611
  101 --   102	27.486	4.436	5.507	22.080	26.372	34.266
  102 --   103	26.950	4.708	5.846	20.871	26.040	33.425
  103 --   104	27.138	5.163	6.410	20.059	28.129	33.675
  104 --   105	26.899	5.438	6.752	19.319	28.017	34.342
  105 --   106	26.736	5.861	7.277	18.452	27.535	34.206
  106 --   107	26.910	6.355	7.891	17.930	26.653	34.423
  107 --   108	26.962	5.559	6.903	18.805	25.872	33.948
  108 --   109	26.428	5.408	6.715	17.944	25.628	33.040
  109 --   110	25.798	5.650	7.015	16.128	25.259	32.065
  110 --   111	26.883	3.253	4.039	21.566	26.211	30.935
  111 --   112	28.123	1.588	1.972	25.083	28.724	29.511
  112 --   113	28.381	1.614	2.004	25.599	28.634	30.646
  113 --   114	28.192	2.036	2.528	24.695	28.718	30.661
  114 --   115	27.431	2.085	2.589	23.710	28.670	29.343
  115 --   116	26.728	2.315	2.875	22.374	28.131	28.566
  116 --   117	26.432	2.439	3.029	21.703	27.680	28.222
  117 --   118	27.104	2.900	3.600	21.607	28.226	30.030
  118 --   119	28.390	3.323	4.126	23.205	27.789	32.013
  119 --   120	29.676	4.216	5.235	23.524	30.845	34.676
  120 --   121	29.528	4.722	5.863	22.878	32.153	34.141
  121 --   122	29.777	4.870	6.047	23.524	32.931	34.905
  122 --   123	29.576	4.983	6.187	21.607	31.348	36.155
  123 --   124	30.186	4.080	5.066	22.722	31.108	35.225
  124 --   125	29.392	3.864	4.798	22.274	30.471	33.252
  125 --   126	28.914	4.185	5.196	21.223	31.046	32.471
  126 --   127	28.892	4.367	5.422	21.007	30.000	33.471
  127 --   128	29.239	4.856	6.030	20.534	29.268	34.471
  128 --   129	29.353	4.833	6.001	20.576	30.609	34.053
  129 --   130	29.691	4.470	5.550	20.993	31.425	33.323
  130 --   131	29.088	4.137	5.137	20.993	30.288	32.621
  131 --   132	28.798	4.000	4.966	20.956	31.210	31.341
  132 --   133	28.521	4.618	5.735	19.728	29.745	33.448
  133 --   134	28.057	4.711	5.850	19.171	29.449	33.248
  134 --   135	27.287	5.011	6.222	17.599	29.061	31.851
  135 --   136	27.730	5.563	6.908	17.189	29.061	33.093
  136 --   137	28.069	5.860	7.276	17.114	29.582	34.648
  137 --   138	29.156	6.227	7.732	17.114	30.913	34.940
  138 --   139	29.514	6.285	7.804	17.114	32.453	34.313
  139 --   140	28.653	6.093	7.566	16.519	31.302	32.721
  140 --   141	28.566	7.058	8.764	14.475	31.930	32.811
  141 --   142	28.692	7.672	9.526	13.581	31.835	34.960
  142 --   143	28.224	7.846	9.742	13.149	30.661	36.205
  143 --   144	28.519	7.911	9.823	13.149	31.006	35.633
  144 --   145	29.590	8.203	10.185	13.316	32.683	34.930
  145 --   146	30.015	8.048	9.993	13.941	33.830	34.591
  146 --   147	29.801	7.796	9.680	14.232	33.425	34.316
  147 --   148	29.129	7.263	9.019	14.649	32.481	33.578
  148 --   149	28.525	6.728	8.354	15.149	31.462	32.956
  149 --   150	28.909	6.010	7.463	16.899	31.669	32.269
  150 --   151	28.640	5.930	7.363	17.149	30.826	34.269
  151 --   152	28.784	5.786	7.184	17.816	30.011	34.182
  152 --   153	28.909	5.359	6.654	18.733	30.977	33.423
  153 --   154	29.015	5.193	6.448	19.087	32.177	32.681
  154 --   155	28.913	4.256	5.284	20.649	30.317	32.699
  155 --   156	28.679	3.816	4.739	21.149	30.226	31.600
  156 --   157	28.622	3.757	4.664	21.149	30.434	30.928
  157 --   158	29.020	4.208	5.225	20.911	30.418	32.553
  158 --   159	29.438	5.073	6.300	19.666	31.323	34.095
  159 --   160	29.604	5.555	6.898	18.706	31.562	34.326
  160 --   161	29.689	5.748	7.137	18.623	32.892	34.062
  161 --   162	29.799	5.771	7.165	18.831	32.777	34.441
  162 --   163	29.665	5.831	7.241	19.039	31.294	36.226
  163 --   164	29.230	5.571	6.917	19.289	30.468	36.136
  164 --   165	29.031	4.691	5.825	20.928	29.608	35.624
  165 --   166	29.941	4.755	5.905	21.039	30.962	34.466
  166 --   167	30.073	5.347	6.639	19.628	31.789	34.270
  167 --   168	29.753	5.173	6.424	19.622	32.176	33.508
  168 --   169	29.017	5.475	6.798	18.195	32.011	32.405
  169 --   170	29.010	5.572	6.918	18.212	31.172	33.707
  170 --   171	28.705	5.309	6.592	18.671	29.490	34.143
  171 --   172	28.816	5.035	6.252	19.198	30.941	33.614
  172 --   173	29.522	5.138	6.380	19.337	31.409	32.961
  173 --   174	29.758	5.161	6.408	19.504	32.219	33.234
  174 --   175	29.482	4.639	5.761	20.379	31.282	33.409
  175 --   176	29.143	4.519	5.611	20.671	30.137	34.211
  176 --   177	29.687	4.820	5.985	21.337	30.318	36.421
  177 --   178	30.662	5.175	6.425	21.337	31.742	36.920
  178 --   179	30.413	5.127	6.366	21.004	32.826	35.855
  179 --   180	29.884	5.227	6.490	20.056	31.807	34.509
  180 --   181	29.655	5.350	6.643	19.254	31.344	33.987
  181 --   182	29.145	5.663	7.032	17.945	31.193	33.153
  182 --   183	28.881	4.914	6.101	19.112	30.904	32.160
  183 --   184	28.885	4.065	5.048	20.904	30.094	32.160
  184 --   185	28.808	3.844	4.773	21.454	30.107	32.160
  185 --   186	30.569	2.811	3.490	26.966	29.248	34.160
  186 --   187	30.982	2.437	3.026	28.749	29.473	34.005
  187 --   188	30.237	2.576	3.199	26.787	30.773	33.092
  188 --   189	29.635	2.700	3.352	26.036	31.021	32.889
  189 --   190	29.255	3.014	3.742	25.601	30.427	32.880
  190 --   191	29.086	2.663	3.307	25.576	29.659	31.990
  191 --   192	30.523	1.341	1.665	28.660	30.926	32.217
  192 --   193	30.654	1.762	2.188	28.647	29.764	33.659
  193 --   194	30.406	2.504	3.109	27.630	29.307	33.641
  194 --   195	31.001	2.918	3.624	27.097	30.865	35.510
  195 --   196	30.054	3.382	4.199	25.603	30.865	35.023
  196 --   197	29.364	3.359	4.171	24.601	30.716	34.048
  197 --   198	29.126	3.068	3.809	24.503	29.783	32.654
  198 --   199	30.101	2.872	3.567	26.670	31.231	33.865
  199 --   200	31.160	2.514	3.122	28.292	31.209	34.654
  200 --   201	31.067	2.535	3.148	26.809	31.120	34.036
  201 --   202	31.470	2.896	3.596	25.714	33.111	33.123
  202 --   203	31.058	3.346	4.155	24.931	31.444	34.804
  203 --   204	30.349	3.202	3.976	24.962	30.180	34.093
  204 --   205	30.422	2.022	2.510	27.520	30.121	32.837
  205 --   206	31.464	0.803	0.997	30.556	31.013	32.642
  206 --   207	31.739	1.775	2.204	30.349	30.556	34.954
  207 --   208	32.341	2.011	2.497	29.139	33.003	35.183
  208 --   209	33.112	1.937	2.405	29.598	33.901	34.953
  209 --   210	33.397	2.105	2.613	30.670	33.901	36.514
  210 --   211	33.225	1.829	2.270	30.439	33.043	36.084
  211 --   212	32.475	1.856	2.304	29.281	32.663	34.873
  212 --   213	31.664	1.881	2.335	28.243	31.980	33.874
  213 --   214	31.572	1.585	1.969	29.157	31.182	33.879
  214 --   215	31.864	1.622	2.014	29.900	32.138	34.383
  215 --   216	31.080	1.695	2.104	29.282	30.397	33.684
  216 --   217	30.495	1.329	1.650	28.653	30.776	32.270
  217 --   218	31.192	1.545	1.919	29.180	31.636	33.558
  218 --   219	31.224	1.969	2.444	29.322	30.653	35.017
  219 --   220	31.914	2.037	2.529	29.656	31.599	35.540
  220 --   221	32.820	1.692	2.100	30.364	32.648	35.063
  221 --   222	33.289	1.122	1.393	31.850	33.956	34.427
  222 --   223	33.275	0.807	1.002	31.882	33.432	34.328
  223 --   224	32.447	1.300	1.614	30.133	32.730	33.699
  224 --   225	31.416	1.032	1.282	29.659	31.407	32.689
  225 --   226	30.827	0.570	0.707	30.135	30.654	31.617
  226 --   227	30.669	1.416	1.758	29.409	30.135	33.358
  227 --   228	31.367	1.478	1.835	29.197	31.135	33.358
  228 --   229	32.183	1.357	1.685	29.628	32.546	33.451
  229 --   230	32.935	1.818	2.257	30.885	32.624	35.593
  230 --   231	33.242	2.617	3.249	30.302	32.933	37.944
  231 --   232	32.129	2.838	3.524	28.480	31.520	36.966
  232 --   233	31.762	2.433	3.021	28.595	31.204	35.859
  233 --   234	31.465	2.364	2.936	29.427	30.541	35.814
  234 --   235	31.538	2.180	2.707	29.427	30.200	35.025
  235 --   236	31.665	2.304	2.861	29.311	30.908	35.739
  236 --   237	32.271	2.015	2.502	29.311	32.283	35.495
  237 --   238	31.921	1.564	1.942	29.686	31.585	34.512
  238 --   239	32.597	1.796	2.230	30.006	32.423	35.033
  239 --   240	32.930	2.526	3.136	29.727	31.846	36.337
  240 --   241	33.105	2.231	2.771	29.944	32.520	36.080
  241 --   242	33.679	2.378	2.953	29.828	33.770	37.302
  242 --   243	33.718	2.727	3.387	29.151	33.499	36.844
  243 --   244	32.795	2.382	2.958	29.023	32.913	36.479
  244 --   245	31.693	1.983	2.463	28.419	32.054	33.992
  245 --   246	31.338	1.724	2.140	28.530	32.054	33.294
  246 --   247	31.409	2.123	2.636	28.445	32.452	33.846
  247 --   248	31.095	2.277	2.827	27.566	32.427	33.694
  248 --   249	30.735	2.066	2.565	27.138	30.605	33.048
  249 --   250	31.260	1.862	2.312	27.922	31.561	33.670
  250 --   251	31.281	2.707	3.361	26.529	31.254	34.392
  251 --   252	30.708	2.929	3.637	25.681	31.421	33.704
  252 --   253	30.664	2.877	3.572	25.961	31.546	33.904
  253 --   254	30.308	2.738	3.400	25.579	31.528	33.018
  254 --   255	30.933	3.267	4.056	25.673	31.695	35.250
  255 --   256	31.216	2.253	2.797	28.003	31.434	34.710
  256 --   257	31.238	1.291	1.602	29.485	31.157	33.264
  257 --   258	31.387	1.580	1.962	28.468	32.271	32.726
  258 --   259	31.490	2.005	2.490	27.783	31.703	33.372
  259 --   260	32.149	2.605	3.235	27.480	32.703	35.434
  260 --   261	31.778	2.770	3.439	26.882	32.269	35.431
  261 --   262	31.082	2.822	3.504	25.872	31.804	34.062
  262 --   263	31.140	3.129	3.885	26.020	31.351	35.303
  263 --   264	31.241	2.922	3.628	28.264	31.195	36.538
  264 --   265	31.172	2.154	2.674	28.903	30.845	35.096
  265 --   266	31.493	2.071	2.571	28.723	31.494	34.164
  266 --   267	31.532	2.120	2.632	27.769	32.844	33.364
  267 --   268	31.708	2.525	3.135	26.859	32.844	33.787
  268 --   269	32.466	3.169	3.935	26.215	33.649	34.613
  269 --   270	32.196	3.623	4.498	25.508	33.951	35.364
  270 --   271	32.498	2.453	3.046	28.893	32.765	35.348
  271 --   272	32.174	2.109	2.618	29.229	31.757	34.719
  272 --   273	31.052	1.292	1.604	29.738	30.704	33.340
  273 --   274	31.191	0.726	0.902	30.540	30.823	32.572
  274 --   275	31.293	1.008	1.252	29.833	31.520	32.781
  275 --   276	30.930	1.057	1.312	29.690	31.006	32.781
  276 --   277	31.070	1.380	1.714	29.699	30.539	33.698
  277 --   278	31.371	2.051	2.546	28.899	31.021	34.773
  278 --   279	31.734	2.827	3.510	28.120	31.594	36.781
  279 --   280	32.358	2.895	3.594	27.844	33.021	36.573
  280 --   281	33.084	2.320	2.881	30.171	33.105	36.480
  281 --   282	32.767	1.655	2.054	30.716	33.328	34.455
  282 --   283	32.506	1.939	2.407	29.781	33.328	34.909
  283 --   284	32.350	1.007	1.250	30.946	32.727	33.373
  284 --   285	32.362	1.048	1.301	30.336	32.727	33.328
  285 --   286	31.826	1.568	1.947	29.328	32.727	33.361
  286 --   287	31.168	1.510	1.875	28.329	32.084	32.410
  287 --   288	30.508	1.263	1.569	28.232	31.049	31.753
  288 --   289	30.471	1.153	1.431	29.566	29.795	32.656
  289 --   290	30.778	1.649	2.048	28.987	31.050	33.552
  290 --   291	31.289	1.991	2.472	28.806	31.184	34.656
  291 --   292	31.580	1.603	1.991	29.964	31.160	34.649
  292 --   293	32.063	1.669	2.072	29.571	32.651	33.827
  293 --   294	32.072	1.772	2.200	29.264	32.812	34.212
  294 --   295	31.543	1.552	1.927	29.095	32.165	33.044
  295 --   296	30.902	0.254	0.316	30.524	30.934	31.309
  296 --   297	31.612	1.624	2.017	29.813	30.874	33.591
  297 --   298	31.986	1.236	1.534	30.066	31.646	33.590
  298 --   299	31.847	1.090	1.354	30.108	31.813	33.533
  299 --   300	31.367	0.613	0.761	30.420	31.587	32.097
  300 --   301	31.514	0.553	0.687	30.607	31.636	32.135
  301 --   302	31.279	1.372	1.704	30.054	30.235	33.205
  302 --   303	32.025	1.911	2.373	29.421	31.236	34.775
  303 --   304	33.761	1.643	2.040	31.348	33.267	36.108
  304 --   305	34.325	1.653	2.053	31.348	34.414	36.081
  305 --   306	34.071	1.050	1.303	32.840	34.081	35.540
  306 --   307	33.294	0.640	0.795	32.174	33.297	33.997
  307 --   308	32.542	0.672	0.834	31.468	32.717	33.408
  308 --   309	31.207	0.598	0.742	30.175	31.309	32.039
  309 --   310	31.350	1.006	1.250	29.845	31.274	32.577
  310 --   311	32.357	1.014	1.260	30.528	32.498	33.309
  311 --   312	33.394	0.549	0.682	32.883	33.265	34.449
  312 --   313	33.316	0.838	1.040	32.320	33.127	34.399
  313 --   314	32.307	0.826	1.026	31.288	32.671	33.321
  314 --   315	31.368	0.749	0.930	30.477	31.058	32.402
  315 --   316	30.249	0.520	0.645	29.302	30.357	30.814
  316 --   317	30.594	0.997	1.237	29.302	30.286	32.278
  317 --   318	32.056	1.524	1.892	30.011	32.941	33.611
  318 --   319	33.124	1.731	2.150	30.917	34.176	34.937
  319 --   320	32.817	1.320	1.639	31.302	32.556	35.117
  320 --   321	32.668	1.129	1.402	31.302	32.393	34.555
  321 --   322	32.437	1.132	1.406	31.367	31.844	33.945
  322 --   323	32.332	1.314	1.632	30.192	32.327	34.205
  323 --   324	32.177	1.427	1.772	30.788	31.521	34.341
  324 --   325	31.954	1.418	1.761	30.142	31.866	33.721
  325 --   326	33.088	1.468	1.823	30.666	33.852	34.674
  326 --   327	33.267	1.578	1.959	30.666	33.833	35.368
  327 --   328	33.126	1.379	1.713	31.180	33.226	35.180
  328 --   329	33.152	1.186	1.472	31.577	32.812	34.591
  329 --   330	31.781	1.356	1.684	30.192	31.950	33.373
  330 --   331	31.246	1.878	2.331	29.321	30.881	34.347
  331 --   332	31.543	2.066	2.565	29.000	30.881	35.259
  332 --   333	31.563	1.926	2.391	29.000	31.455	34.954
  333 --   334	31.565	1.825	2.266	29.000	31.314	34.680
  334 --   335	32.016	1.709	2.122	29.875	31.465	34.239
  335 --   336	32.253	1.744	2.165	30.274	32.381	34.838
  336 --   337	32.636	2.062	2.560	29.859	32.922	35.380
  337 --   338	32.708	2.394	2.972	29.258	32.922	36.062
  338 --   339	32.993	2.049	2.544	31.000	32.419	36.881
  339 --   340	33.217	1.752	2.176	31.693	32.922	36.550
  340 --   341	33.148	1.556	1.932	31.139	32.617	35.746
  341 --   342	33.147	1.343	1.667	31.543	33.139	34.922
  342 --   343	32.390	1.800	2.234	30.257	33.138	34.621
  343 --   344	32.044	1.596	1.981	30.069	32.959	33.932
  344 --   345	31.540	1.469	1.824	29.322	31.910	33.103
  345 --   346	31.479	1.278	1.586	29.363	32.139	32.943
  346 --   347	31.643	1.829	2.270	29.405	31.354	34.608
  347 --   348	31.215	1.703	2.114	29.613	30.714	34.497
  348 --   349	31.981	0.913	1.134	30.890	31.683	33.585
  349 --   350	32.757	1.269	1.576	30.733	32.876	34.718
  350 --   351	33.156	1.762	2.187	30.858	32.717	35.863
  351 --   352	32.801	2.861	3.552	30.198	31.108	37.405
  352 --   353	32.686	2.554	3.171	29.004	31.906	36.550
  353 --   354	32.436	2.158	2.680	29.004	32.406	35.705
  354 --   355	32.575	1.977	2.455	29.129	32.468	34.989
  355 --   356	32.138	1.207	1.499	30.087	32.550	33.306
  356 --   357	31.839	0.948	1.177	30.563	32.087	33.202
