Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	0.700	1.400	1.738	0.000	0.000	3.500
    1 --     2	4.944	3.505	4.352	0.000	4.741	10.948
    2 --     3	9.064	3.823	4.747	1.469	10.565	11.508
    3 --     4	12.205	3.525	4.377	5.200	13.569	14.514
    4 --     5	14.073	3.819	4.742	8.667	12.657	19.685
    5 --     6	16.243	2.874	3.569	12.310	15.763	20.597
    6 --     7	17.442	2.337	2.901	14.640	17.039	20.498
    7 --     8	18.252	1.621	2.012	16.709	17.506	21.152
    8 --     9	18.654	1.472	1.828	16.226	18.885	20.501
    9 --    10	19.145	2.178	2.704	15.358	20.569	20.938
   10 --    11	19.115	3.304	4.102	14.300	19.747	23.926
   11 --    12	19.421	4.814	5.977	13.065	20.126	27.303
   12 --    13	19.597	5.507	6.838	12.460	19.729	28.571
   13 --    14	20.395	5.881	7.302	11.252	19.042	28.840
   14 --    15	20.383	6.232	7.738	10.268	19.823	28.429
   15 --    16	20.195	6.918	8.590	9.345	19.420	27.676
   16 --    17	20.796	7.836	9.729	9.349	19.775	29.882
   17 --    18	21.043	7.284	9.044	12.445	18.895	30.967
   18 --    19	20.817	7.931	9.848	11.975	18.247	32.821
   19 --    20	20.135	8.046	9.990	10.595	18.774	31.500
   20 --    21	20.296	8.933	11.092	9.551	17.645	32.727
   21 --    22	19.601	8.856	10.996	8.185	16.649	31.711
   22 --    23	19.646	8.449	10.490	8.607	15.578	31.755
   23 --    24	19.850	8.740	10.853	9.268	14.884	31.752
   24 --    25	20.243	8.326	10.338	10.984	14.966	30.559
   25 --    26	21.401	8.924	11.080	11.570	15.921	33.059
   26 --    27	20.988	9.275	11.516	10.412	15.920	32.743
   27 --    28	20.384	9.639	11.968	9.425	15.142	32.454
   28 --    29	19.884	10.094	12.534	8.684	14.339	32.578
   29 --    30	19.005	10.094	12.534	7.357	13.474	31.737
   30 --    31	20.351	9.679	12.019	8.348	17.580	31.878
   31 --    32	20.557	9.097	11.296	9.165	18.722	31.631
   32 --    33	20.397	8.731	10.841	9.328	18.063	30.643
   33 --    34	20.878	8.782	10.905	9.541	17.596	31.545
   34 --    35	21.445	8.147	10.116	10.508	20.602	30.890
   35 --    36	21.236	8.106	10.064	9.552	21.212	30.569
   36 --    37	21.417	8.086	10.041	9.766	20.405	30.452
   37 --    38	21.553	8.215	10.201	9.550	20.747	30.824
   38 --    39	22.015	8.564	10.634	9.042	21.654	31.780
   39 --    40	22.255	8.715	10.821	8.826	21.480	31.912
   40 --    41	22.265	9.213	11.440	8.594	20.581	32.724
   41 --    42	21.701	9.066	11.257	7.681	19.857	31.621
   42 --    43	22.402	8.377	10.402	9.666	22.796	31.829
   43 --    44	22.944	8.350	10.368	10.738	24.780	31.770
   44 --    45	22.074	8.001	9.934	10.682	23.514	30.611
   45 --    46	21.683	8.607	10.687	9.753	22.558	31.201
   46 --    47	22.205	8.359	10.378	10.178	25.028	30.578
   47 --    48	22.310	7.870	9.771	9.901	24.323	30.291
   48 --    49	23.136	8.977	11.146	8.644	24.266	32.455
   49 --    50	23.339	8.303	10.310	10.047	24.522	31.811
   50 --    51	23.231	8.807	10.936	8.819	23.443	32.640
   51 --    52	22.312	9.008	11.185	7.575	22.275	31.689
   52 --    53	22.177	7.481	9.289	11.394	21.165	30.728
   53 --    54	22.712	7.832	9.725	11.743	20.578	31.781
   54 --    55	22.430	7.471	9.277	10.868	20.624	30.686
   55 --    56	23.045	6.661	8.271	13.664	21.307	30.828
   56 --    57	24.238	6.625	8.226	14.498	22.401	32.760
   57 --    58	24.339	6.586	8.178	13.618	22.965	31.712
   58 --    59	24.016	7.090	8.803	12.598	22.643	31.735
   59 --    60	24.027	7.512	9.327	11.840	23.744	32.106
   60 --    61	24.872	7.859	9.759	12.241	26.708	32.789
   61 --    62	24.124	7.700	9.560	11.831	27.087	31.640
   62 --    63	24.169	8.007	9.943	10.809	26.973	32.498
   63 --    64	24.215	8.371	10.393	9.735	27.635	31.771
   64 --    65	23.990	8.094	10.050	9.974	27.739	31.395
   65 --    66	24.238	8.537	10.600	10.012	29.702	31.430
   66 --    67	23.854	8.163	10.135	9.918	28.952	30.729
   67 --    68	23.668	8.293	10.297	9.784	28.713	30.974
   68 --    69	23.858	8.678	10.776	8.802	30.305	30.564
   69 --    70	23.771	8.710	10.814	7.953	29.139	31.172
   70 --    71	24.438	9.501	11.797	6.907	30.413	32.312
   71 --    72	24.138	10.108	12.550	5.789	29.565	32.951
   72 --    73	23.135	10.066	12.499	4.835	28.978	31.860
   73 --    74	23.078	10.251	12.729	4.819	29.756	31.173
   74 --    75	22.637	10.169	12.627	4.811	28.682	31.626
   75 --    76	22.589	10.236	12.710	3.880	28.979	31.475
   76 --    77	22.755	8.851	10.990	6.710	27.992	30.555
   77 --    78	22.304	9.262	11.500	5.749	27.651	30.601
   78 --    79	22.340	9.944	12.347	4.880	28.290	30.565
   79 --    80	22.829	9.390	11.659	7.274	28.117	31.814
   80 --    81	22.644	9.721	12.070	6.838	29.488	30.686
   81 --    82	22.118	10.213	12.681	5.551	28.865	31.778
   82 --    83	22.917	10.067	12.500	6.259	29.441	31.659
   83 --    84	24.031	9.125	11.331	8.085	28.216	32.071
   84 --    85	24.238	8.279	10.280	9.151	27.435	31.558
   85 --    86	25.236	7.094	8.808	13.628	27.783	32.156
   86 --    87	25.346	7.607	9.445	12.830	30.864	31.696
   87 --    88	25.115	8.139	10.105	12.086	30.817	32.370
   88 --    89	25.613	6.831	8.481	16.342	30.875	31.415
   89 --    90	24.922	6.387	7.930	16.978	29.939	30.475
   90 --    91	25.007	6.888	8.552	16.101	29.518	32.076
   91 --    92	24.966	7.418	9.211	14.854	29.954	32.082
   92 --    93	24.482	7.714	9.579	13.938	28.754	32.177
   93 --    94	24.877	7.445	9.245	13.059	28.585	32.184
   94 --    95	24.291	7.276	9.034	13.003	28.887	31.150
   95 --    96	24.436	7.082	8.793	14.643	27.950	31.534
   96 --    97	24.803	7.277	9.036	14.495	28.772	31.918
   97 --    98	24.320	6.989	8.678	14.882	27.745	32.145
   98 --    99	24.420	7.545	9.368	13.840	27.720	32.162
   99 --   100	24.251	7.071	8.780	12.945	27.949	31.123
  100 --   101	24.267	7.104	8.820	13.815	27.762	32.148
  101 --   102	24.234	7.837	9.731	12.897	27.948	32.362
  102 --   103	24.561	7.454	9.256	15.254	27.956	32.193
  103 --   104	24.430	7.387	9.173	15.079	27.989	32.007
  104 --   105	23.686	7.062	8.768	14.508	26.935	31.087
  105 --   106	24.179	7.316	9.084	15.081	27.445	31.760
  106 --   107	23.614	7.173	8.906	13.862	26.752	31.268
  107 --   108	23.362	7.053	8.758	12.980	25.868	30.373
  108 --   109	23.314	8.082	10.035	11.962	24.873	32.296
  109 --   110	22.869	7.253	9.006	12.954	23.827	31.106
  110 --   111	23.406	7.476	9.282	14.049	23.003	32.178
  111 --   112	23.439	7.684	9.541	13.125	24.194	32.279
  112 --   113	23.379	7.928	9.844	11.924	26.637	31.972
  113 --   114	23.584	7.948	9.868	10.754	25.973	32.271
  114 --   115	22.960	7.981	9.910	9.917	25.239	31.288
