Time 1-10.0.0.4-10.0.0.2 3-10.0.0.4-10.0.0.2 2-10.0.0.4-10.0.0.2 Aggregate-Flow
0.000000 0.001314 0.006173 0.006573 0.014060
1.000000 0.001308 0.006694 0.004540 0.012542
2.000000 0.001442 0.007640 0.006259 0.015341
3.000000 0.000609 0.002953 0.003207 0.006769
4.000000 0.000488 0.001330 0.003553 0.005371
5.000000 0.000453 0.002066 0.003424 0.005943
6.000000 0.000473 0.001501 0.003339 0.005313
7.000000 0.001029 0.005778 0.004641 0.011448
8.000000 0.001055 0.005508 0.005888 0.012451
9.000000 0.001545 0.006282 0.006192 0.014019
10.000000 0.001056 0.004922 0.004766 0.010744
11.000000 0.000929 0.004026 0.005084 0.010039
12.000000 0.001188 0.005631 0.005640 0.012459
13.000000 0.001195 0.008438 0.006742 0.016375
14.000000 0.001067 0.007190 0.008140 0.016397
15.000000 0.000649 0.004269 0.004063 0.008981
16.000000 0.001281 0.006980 0.006379 0.014640
17.000000 0.001118 0.013189 0.008640 0.022947
18.000000 0.000891 0.007195 0.007301 0.015387
19.000000 0.000923 0.005171 0.004989 0.011083
20.000000 0.000738 0.004202 0.003749 0.008689
21.000000 0.000546 0.002177 0.002899 0.005622
22.000000 0.000433 0.001918 0.003024 0.005375
23.000000 0.000536 0.001673 0.003334 0.005543
24.000000 0.000742 0.003565 0.004660 0.008967
25.000000 0.001498 0.007675 0.007196 0.016369
26.000000 0.001033 0.003735 0.004688 0.009456
27.000000 0.000529 0.002256 0.002827 0.005612
28.000000 0.001545 0.006118 0.004894 0.012557
29.000000 0.000911 0.004681 0.004646 0.010238
30.000000 0.000549 0.001498 0.002796 0.004843
31.000000 0.000468 0.002550 0.003318 0.006336
32.000000 0.000514 0.001463 0.003803 0.005780
33.000000 0.000743 0.003620 0.003480 0.007843
34.000000 0.000958 0.004499 0.004365 0.009822
35.000000 0.001073 0.004023 0.004909 0.010005
36.000000 0.000516 0.002235 0.003124 0.005875
37.000000 0.001580 0.005221 0.004568 0.011369
38.000000 0.001106 0.008813 0.008770 0.018689
39.000000 0.001278 0.005312 0.005091 0.011681
40.000000 0.001283 0.011444 0.010693 0.023420
41.000000 0.000890 0.005017 0.004406 0.010313
42.000000 0.000553 0.002469 0.003309 0.006331
43.000000 0.000464 0.002120 0.003094 0.005678
44.000000 0.000946 0.003742 0.003904 0.008592
45.000000 0.000995 0.005185 0.005119 0.011299
46.000000 0.001113 0.005379 0.004406 0.010898
47.000000 0.001460 0.005016 0.006340 0.012816
48.000000 0.001126 0.005261 0.005179 0.011566
49.000000 0.001435 0.005691 0.005539 0.012665
50.000000 0.001251 0.005841 0.005261 0.012353
51.000000 0.001284 0.005935 0.004995 0.012214
52.000000 0.001109 0.005631 0.005771 0.012511
53.000000 0.001166 0.004828 0.005814 0.011808
54.000000 0.001221 0.005012 0.005317 0.011550
55.000000 0.001060 0.005839 0.005011 0.011910
56.000000 0.001295 0.006875 0.005423 0.013593
57.000000 0.001151 0.005221 0.004815 0.011187
58.000000 0.001278 0.004873 0.005003 0.011154
59.000000 0.001188 0.005056 0.006138 0.012382
60.000000 0.001177 0.006838 0.005398 0.013413
61.000000 0.001400 0.005090 0.004676 0.011166
62.000000 0.001065 0.006064 0.006841 0.013970
63.000000 0.000815 0.002993 0.003986 0.007794
64.000000 0.000493 0.002128 0.003121 0.005742
65.000000 0.000494 0.001723 0.003410 0.005627
66.000000 0.000667 0.002713 0.003979 0.007359
67.000000 0.000904 0.005271 0.006129 0.012304
68.000000 0.001586 0.005430 0.005427 0.012443
69.000000 0.001145 0.004826 0.005801 0.011772
70.000000 0.001274 0.005370 0.005503 0.012147
71.000000 0.001257 0.005345 0.005000 0.011602
72.000000 0.001270 0.005990 0.005818 0.013078
73.000000 0.001359 0.006886 0.005750 0.013995
74.000000 0.001028 0.004860 0.004199 0.010087
75.000000 0.001455 0.004880 0.005183 0.011518
76.000000 0.001222 0.005941 0.004939 0.012102
77.000000 0.001454 0.005647 0.005735 0.012836
78.000000 0.001321 0.006738 0.005253 0.013312
79.000000 0.001301 0.005066 0.004993 0.011360
80.000000 0.001538 0.005070 0.004853 0.011461
81.000000 0.001170 0.006945 0.005796 0.013911
82.000000 0.001272 0.005078 0.005128 0.011478
83.000000 0.000828 0.004164 0.004282 0.009274
84.000000 0.000985 0.004801 0.004656 0.010442
85.000000 0.000409 0.001243 0.004366 0.006018
86.000000 0.000581 0.002813 0.003597 0.006991
87.000000 0.001506 0.004755 0.005529 0.011790
88.000000 0.001148 0.006021 0.005926 0.013095
89.000000 0.001490 0.006324 0.005434 0.013248
90.000000 0.001220 0.006405 0.005838 0.013463
91.000000 0.001397 0.010852 0.009845 0.022094
92.000000 0.001204 0.007680 0.006607 0.015491
93.000000 0.001049 0.016673 0.029564 0.047286
94.000000 0.001789 0.007307 0.005225 0.014321
95.000000 0.000704 0.004535 0.004863 0.010102
96.000000 0.000482 0.001921 0.004735 0.007138
97.000000 0.001110 0.005560 0.005592 0.012262
98.000000 0.000684 0.003565 0.005106 0.009355
99.000000 0.000550 0.001677 0.002978 0.005205
100.000000 0.000430 0.002400 0.004038 0.006868
101.000000 0.000614 0.002324 0.004809 0.007747
102.000000 0.000926 0.007205 0.006812 0.014943
103.000000 0.001209 0.004415 0.004166 0.009790
104.000000 0.001105 0.012366 0.012050 0.025521
105.000000 0.000985 0.005678 0.004897 0.011560
