Interval	Avg	Std	CI=0.95	Min	Median	Max
    0 --     1	1537.120	109.551	136.026	1341.600	1539.200	1664.000
    1 --     2	1453.920	82.783	102.789	1310.400	1497.600	1539.200
    2 --     3	1551.680	168.775	209.562	1352.000	1518.400	1747.200
    3 --     4	1593.280	115.323	143.192	1372.800	1643.200	1695.200
    4 --     5	1508.000	109.867	136.417	1362.400	1549.600	1632.800
    5 --     6	1466.400	164.964	204.830	1196.000	1456.000	1695.200
    6 --     7	1555.840	90.330	112.160	1435.200	1580.800	1664.000
    7 --     8	1508.000	80.826	100.359	1393.600	1487.200	1643.200
    8 --     9	1570.400	111.236	138.118	1456.000	1497.600	1705.600
    9 --    10	1483.040	82.048	101.876	1352.000	1518.400	1560.000
   10 --    11	1634.880	126.076	156.544	1424.800	1643.200	1820.000
   11 --    12	1555.840	87.657	108.840	1445.600	1549.600	1674.400
   12 --    13	1599.520	120.101	149.125	1456.000	1612.000	1799.200
   13 --    14	1514.240	117.405	145.777	1383.200	1497.600	1726.400
   14 --    15	1634.880	247.634	307.478	1144.000	1757.600	1809.600
   15 --    16	1576.640	41.391	51.394	1508.000	1591.200	1632.800
   16 --    17	1424.800	84.490	104.908	1320.800	1393.600	1570.400
   17 --    18	1584.960	88.882	110.362	1476.800	1539.200	1705.600
   18 --    19	1636.960	144.496	179.416	1476.800	1549.600	1840.800
   19 --    20	1599.520	111.508	138.456	1445.600	1601.600	1736.800
   20 --    21	1653.600	149.558	185.700	1508.000	1622.400	1934.400
   21 --    22	1603.680	127.441	158.239	1487.200	1549.600	1851.200
   22 --    23	1537.120	200.415	248.848	1164.800	1601.600	1747.200
   23 --    24	1636.960	199.029	247.127	1310.400	1643.200	1934.400
   24 --    25	1612.000	130.062	161.494	1487.200	1549.600	1820.000
   25 --    26	1491.360	119.233	148.048	1331.200	1456.000	1674.400
   26 --    27	1595.360	191.834	238.194	1383.200	1570.400	1913.600
   27 --    28	1497.600	303.209	376.484	1268.800	1404.000	2090.400
   28 --    29	1582.880	116.071	144.121	1414.400	1632.800	1736.800
   29 --    30	1607.840	134.414	166.897	1362.400	1674.400	1736.800
   30 --    31	1574.560	108.000	134.100	1414.400	1612.000	1726.400
   31 --    32	1537.120	169.159	210.039	1300.000	1539.200	1778.400
   32 --    33	1636.960	198.048	245.909	1414.400	1518.400	1924.000
   33 --    34	1580.800	162.053	201.216	1414.400	1508.000	1872.000
   34 --    35	1433.120	238.012	295.531	967.200	1570.400	1591.200
   35 --    36	1711.840	287.657	357.174	1424.800	1580.800	2256.800
   36 --    37	1441.440	228.099	283.223	1123.200	1362.400	1799.200
   37 --    38	1518.400	144.556	179.490	1279.200	1497.600	1705.600
   38 --    39	1782.560	317.130	393.769	1560.000	1591.200	2392.000
   39 --    40	1524.640	126.624	157.224	1320.800	1539.200	1695.200
   40 --    41	1622.400	248.993	309.165	1372.800	1549.600	2080.000
   41 --    42	1597.440	136.173	169.080	1456.000	1508.000	1768.000
   42 --    43	1426.880	181.973	225.950	1175.200	1435.200	1705.600
   43 --    44	1678.560	44.417	55.151	1622.400	1674.400	1747.200
   44 --    45	1722.240	161.197	200.152	1445.600	1747.200	1903.200
   45 --    46	1562.080	223.578	277.609	1154.400	1580.800	1799.200
   46 --    47	1609.920	89.561	111.204	1518.400	1612.000	1768.000
   47 --    48	1624.480	177.032	219.815	1414.400	1539.200	1840.800
   48 --    49	1653.600	141.684	175.925	1414.400	1674.400	1851.200
   49 --    50	1614.080	64.915	80.602	1508.000	1622.400	1684.800
   50 --    51	1535.040	82.835	102.853	1435.200	1549.600	1664.000
   51 --    52	1510.080	147.431	183.059	1268.800	1476.800	1684.800
   52 --    53	1572.480	70.352	87.354	1466.400	1570.400	1684.800
   53 --    54	1495.520	92.179	114.456	1331.200	1497.600	1601.600
   54 --    55	1537.120	153.187	190.207	1414.400	1476.800	1830.400
   55 --    56	1595.360	139.313	172.980	1352.000	1632.800	1778.400
   56 --    57	1526.720	95.181	118.183	1393.600	1518.400	1632.800
   57 --    58	1495.520	98.751	122.615	1404.000	1435.200	1674.400
   58 --    59	1614.080	100.703	125.039	1435.200	1612.000	1736.800
   59 --    60	1591.200	136.395	169.356	1393.600	1622.400	1747.200
   60 --    61	1539.200	104.622	129.906	1414.400	1476.800	1674.400
   61 --    62	1566.240	70.413	87.430	1445.600	1601.600	1632.800
   62 --    63	1545.440	132.468	164.481	1310.400	1601.600	1684.800
   63 --    64	1574.560	89.125	110.663	1497.600	1549.600	1747.200
   64 --    65	1713.920	77.380	96.081	1612.000	1716.000	1799.200
   65 --    66	1630.720	152.196	188.976	1476.800	1549.600	1820.000
   66 --    67	1630.720	145.511	180.676	1362.400	1684.800	1768.000
   67 --    68	1607.840	103.290	128.252	1476.800	1612.000	1788.800
   68 --    69	1566.240	130.990	162.646	1404.000	1518.400	1778.400
   69 --    70	1643.200	106.263	131.943	1528.800	1591.200	1830.400
   70 --    71	1605.760	263.151	326.745	1310.400	1539.200	2090.400
   71 --    72	1497.600	216.160	268.398	1216.800	1487.200	1861.600
   72 --    73	1666.080	158.053	196.248	1456.000	1653.600	1882.400
   73 --    74	1589.120	129.796	161.163	1424.800	1539.200	1799.200
   74 --    75	1620.320	86.614	107.545	1487.200	1612.000	1757.600
   75 --    76	1634.880	162.506	201.778	1341.600	1664.000	1820.000
   76 --    77	1483.040	152.366	189.188	1300.000	1404.000	1716.000
   77 --    78	1545.440	71.632	88.943	1435.200	1591.200	1622.400
   78 --    79	1693.120	88.345	109.695	1570.400	1653.600	1809.600
   79 --    80	1649.440	157.943	196.112	1372.800	1716.000	1830.400
   80 --    81	1589.120	193.831	240.673	1331.200	1632.800	1840.800
   81 --    82	1664.000	178.444	221.568	1341.600	1757.600	1820.000
   82 --    83	1562.080	159.822	198.445	1362.400	1549.600	1799.200
   83 --    84	1703.520	93.345	115.904	1549.600	1747.200	1820.000
   84 --    85	1564.160	94.771	117.674	1456.000	1549.600	1736.800
   85 --    86	1522.560	101.174	125.625	1414.400	1518.400	1705.600
   86 --    87	1682.720	80.127	99.491	1560.000	1705.600	1768.000
   87 --    88	1576.640	75.168	93.334	1456.000	1601.600	1664.000
   88 --    89	1612.000	98.224	121.961	1476.800	1612.000	1768.000
   89 --    90	1647.360	48.155	59.793	1560.000	1674.400	1695.200
   90 --    91	1466.400	132.043	163.953	1268.800	1518.400	1632.800
   91 --    92	1584.960	236.481	293.629	1393.600	1476.800	2048.800
   92 --    93	1713.920	133.412	165.653	1528.800	1716.000	1934.400
   93 --    94	1578.720	269.871	335.090	1175.200	1695.200	1882.400
   94 --    95	1487.200	182.401	226.480	1237.600	1518.400	1778.400
   95 --    96	1582.880	44.319	55.029	1508.000	1601.600	1632.800
   96 --    97	1468.480	103.039	127.940	1341.600	1435.200	1622.400
   97 --    98	1630.720	133.250	165.452	1487.200	1570.400	1820.000
   98 --    99	1699.360	119.233	148.048	1580.800	1622.400	1882.400
   99 --   100	1397.760	211.363	262.442	1175.200	1331.200	1799.200
  100 --   101	1570.400	98.003	121.687	1476.800	1528.800	1747.200
  101 --   102	1535.040	130.660	162.236	1331.200	1508.000	1705.600
  102 --   103	1574.560	44.901	55.752	1497.600	1570.400	1632.800
  103 --   104	1636.960	126.110	156.587	1414.400	1643.200	1768.000
  104 --   105	1670.240	79.640	98.886	1580.800	1653.600	1768.000
  105 --   106	1501.760	101.601	126.154	1372.800	1497.600	1674.400
  106 --   107	1512.160	119.595	148.497	1341.600	1549.600	1643.200
  107 --   108	1645.280	59.707	74.136	1560.000	1643.200	1716.000
  108 --   109	1622.400	176.371	218.994	1372.800	1664.000	1861.600
  109 --   110	1587.040	173.851	215.865	1372.800	1570.400	1903.200
  110 --   111	1676.480	188.742	234.354	1456.000	1664.000	1934.400
  111 --   112	1514.240	196.183	243.593	1268.800	1601.600	1788.800
  112 --   113	1657.760	96.131	119.363	1570.400	1632.800	1840.800
  113 --   114	1701.440	177.423	220.300	1508.000	1632.800	2028.000
  114 --   115	1616.160	102.871	127.731	1487.200	1560.000	1757.600
  115 --   116	1745.120	205.636	255.331	1424.800	1726.400	1986.400
  116 --   117	1589.120	233.794	290.294	1300.000	1456.000	1872.000
  117 --   118	1761.760	243.422	302.249	1487.200	1820.000	2111.200
  118 --   119	1649.440	242.799	301.475	1258.400	1612.000	1955.200
  119 --   120	1753.440	114.040	141.600	1591.200	1726.400	1882.400
  120 --   121	1435.200	693.455	861.038	156.000	1497.600	2152.800
  121 --   122	1705.600	162.719	202.043	1487.200	1768.000	1924.000
  122 --   123	1674.400	131.057	162.728	1466.400	1684.800	1872.000
  123 --   124	1711.840	192.285	238.753	1331.200	1809.600	1840.800
  124 --   125	1830.400	208.104	258.395	1643.200	1788.800	2215.200
  125 --   126	1591.200	241.764	300.189	1352.000	1612.000	2017.600
  126 --   127	1622.400	231.339	287.245	1424.800	1570.400	2059.200
  127 --   128	1747.200	237.794	295.260	1435.200	1674.400	2142.400
  128 --   129	1670.240	174.967	217.251	1393.600	1664.000	1934.400
  129 --   130	1697.280	213.886	265.575	1393.600	1726.400	1944.800
  130 --   131	1674.400	205.278	254.887	1539.200	1560.000	2080.000
  131 --   132	1520.480	281.869	349.986	1248.000	1362.400	1996.800
  132 --   133	1593.280	211.650	262.798	1404.000	1497.600	1965.600
