"1","2018-04-06T10:04:16.905Z","2018-04-06T10:14:14.806Z","ATC","http://10.0.0.2/dash.js-B2/files/dash.edgesuite.net/dash264/TestCases/1b/qualcomm/1/MultiRate.mpd","video","3"
"2","2018-04-06T10:04:16.905Z","2018-04-06T10:14:14.832Z","ATC","http://10.0.0.2/dash.js-B2/files/dash.edgesuite.net/dash264/TestCases/1b/qualcomm/1/MultiRate.mpd","audio","3"
